date,FB stock
2015-12-26,7
2015-12-27,7
2015-12-28,13
2015-12-29,16
2015-12-30,15
2015-12-31,9
2016-01-01,3
2016-01-02,4
2016-01-03,5
2016-01-04,14
2016-01-05,22
2016-01-06,19
2016-01-07,29
2016-01-08,25
2016-01-09,7
2016-01-10,4
2016-01-11,17
2016-01-12,21
2016-01-13,20
2016-01-14,19
2016-01-15,25
2016-01-16,8
2016-01-17,4
2016-01-18,10
2016-01-19,19
2016-01-20,26
2016-01-21,22
2016-01-22,24
2016-01-23,8
2016-01-24,5
2016-01-25,16
2016-01-26,22
2016-01-27,43
2016-01-28,82
2016-01-29,48
2016-01-30,16
2016-01-31,4
2016-02-01,37
2016-02-02,33
2016-02-03,28
2016-02-04,26
2016-02-05,27
2016-02-06,12
2016-02-07,9
2016-02-08,30
2016-02-09,30
2016-02-10,28
2016-02-11,29
2016-02-12,23
2016-02-13,9
2016-02-14,4
2016-02-15,9
2016-02-16,22
2016-02-17,23
2016-02-18,26
2016-02-19,19
2016-02-20,7
2016-02-21,4
2016-02-22,22
2016-02-23,20
2016-02-24,20
2016-02-25,25
2016-02-26,19
2016-02-27,7
2016-02-28,4
2016-02-29,15
2016-03-01,18
2016-03-02,23
2016-03-03,17
2016-03-04,23
2016-03-05,8
2016-03-06,5
2016-03-07,18
2016-03-08,22
2016-03-09,16
2016-03-10,17
2016-03-11,21
2016-03-12,7
2016-03-13,5
2016-03-14,15
2016-03-15,18
2016-03-16,16
2016-03-17,18
2016-03-18,19
2016-03-19,6
2016-03-20,4
2016-03-21,18
2016-03-22,20
2016-03-23,17
2016-03-24,15
2016-03-25,12
2016-03-26,4
2016-03-27,3
2016-03-28,19
2016-03-29,18
2016-03-30,23
2016-03-31,20
2016-04-01,20
2016-04-02,7
2016-04-03,4
2016-04-04,24
2016-04-05,22
2016-04-06,19
2016-04-07,19
2016-04-08,20
2016-04-09,6
2016-04-10,3
2016-04-11,22
2016-04-12,20
2016-04-13,26
2016-04-14,24
2016-04-15,22
2016-04-16,5
2016-04-17,4
2016-04-18,25
2016-04-19,25
2016-04-20,20
2016-04-21,22
2016-04-22,23
2016-04-23,9
2016-04-24,5
2016-04-25,17
2016-04-26,25
2016-04-27,68
2016-04-28,100
2016-04-29,42
2016-04-30,14
2016-05-01,6
2016-05-02,26
2016-05-03,26
2016-05-04,28
2016-05-05,22
2016-05-06,25
2016-05-07,7
2016-05-08,6
2016-05-09,23
2016-05-10,23
2016-05-11,27
2016-05-12,26
2016-05-13,25
2016-05-14,6
2016-05-15,4
2016-05-16,23
2016-05-17,18
2016-05-18,21
2016-05-19,21
2016-05-20,18
2016-05-21,7
2016-05-22,5
2016-05-23,17
2016-05-24,21
2016-05-25,26
2016-05-26,21
2016-05-27,21
2016-05-28,5
2016-05-29,4
2016-05-30,5
2016-05-31,20
2016-06-01,21
2016-06-02,16
2016-06-03,17
2016-06-04,7
2016-06-05,4
2016-06-06,18
2016-06-07,19
2016-06-08,18
2016-06-09,16
2016-06-10,17
2016-06-11,5
2016-06-12,2
2016-06-13,18
2016-06-14,22
2016-06-15,19
2016-06-16,19
2016-06-17,19
2016-06-18,9
2016-06-19,5
2016-06-20,19
2016-06-21,20
2016-06-22,16
2016-06-23,19
2016-06-24,42
2016-06-25,8
2016-06-26,7
2016-06-27,26
2016-06-28,27
2016-06-29,28
2016-06-30,19
2016-07-01,19
2016-07-02,6
2016-07-03,5
2016-07-04,4
2016-07-05,16
2016-07-06,19
2016-07-07,19
2016-07-08,23
2016-07-09,9
2016-07-10,3
2016-07-11,27
2016-07-12,26
2016-07-13,18
2016-07-14,22
2016-07-15,18
2016-07-16,7
2016-07-17,4
2016-07-18,17
2016-07-19,26
2016-07-20,24
2016-07-21,22
2016-07-22,22
2016-07-23,8
2016-07-24,5
2016-07-25,23
2016-07-26,28
2016-07-27,73
2016-07-28,91
2016-07-29,50
2016-07-30,13
2016-07-31,9
2016-08-01,25
2016-08-02,25
2016-08-03,25
2016-08-04,23
2016-08-05,29
2016-08-06,6
2016-08-07,4
2016-08-08,20
2016-08-09,19
2016-08-10,20
2016-08-11,22
2016-08-12,19
2016-08-13,4
2016-08-14,5
2016-08-15,23
2016-08-16,20
2016-08-17,21
2016-08-18,16
2016-08-19,15
2016-08-20,6
2016-08-21,4
2016-08-22,15
2016-08-23,18
2016-08-24,16
2016-08-25,20
2016-08-26,14
2016-08-27,6
2016-08-28,4
2016-08-29,16
2016-08-30,14
2016-08-31,15
2016-09-01,20
2016-09-02,21
2016-09-03,9
2016-09-04,4
2016-09-05,5
2016-09-06,27
2016-09-07,23
2016-09-08,21
2016-09-09,24
2016-09-10,4
2016-09-11,6
