date,FB stock
2013-11-06,30
2013-11-07,53
2013-11-08,42
2013-11-09,15
2013-11-10,7
2013-11-11,22
2013-11-12,30
2013-11-13,37
2013-11-14,37
2013-11-15,29
2013-11-16,7
2013-11-17,6
2013-11-18,29
2013-11-19,22
2013-11-20,28
2013-11-21,30
2013-11-22,24
2013-11-23,8
2013-11-24,9
2013-11-25,29
2013-11-26,32
2013-11-27,20
2013-11-28,7
2013-11-29,23
2013-11-30,8
2013-12-01,10
2013-12-02,19
2013-12-03,19
2013-12-04,20
2013-12-05,28
2013-12-06,20
2013-12-07,10
2013-12-08,8
2013-12-09,23
2013-12-10,29
2013-12-11,26
2013-12-12,34
2013-12-13,40
2013-12-14,21
2013-12-15,11
2013-12-16,30
2013-12-17,36
2013-12-18,32
2013-12-19,42
2013-12-20,40
2013-12-21,19
2013-12-22,7
2013-12-23,47
2013-12-24,36
2013-12-25,14
2013-12-26,35
2013-12-27,37
2013-12-28,17
2013-12-29,9
2013-12-30,30
2013-12-31,35
2014-01-01,17
2014-01-02,28
2014-01-03,32
2014-01-04,8
2014-01-05,7
2014-01-06,22
2014-01-07,28
2014-01-08,27
2014-01-09,28
2014-01-10,28
2014-01-11,14
2014-01-12,8
2014-01-13,30
2014-01-14,27
2014-01-15,36
2014-01-16,37
2014-01-17,34
2014-01-18,12
2014-01-19,8
2014-01-20,16
2014-01-21,30
2014-01-22,32
2014-01-23,37
2014-01-24,27
2014-01-25,10
2014-01-26,9
2014-01-27,30
2014-01-28,31
2014-01-29,43
2014-01-30,89
2014-01-31,58
2014-02-01,20
2014-02-02,11
2014-02-03,34
2014-02-04,45
2014-02-05,38
2014-02-06,37
2014-02-07,50
2014-02-08,15
2014-02-09,8
2014-02-10,25
2014-02-11,35
2014-02-12,33
2014-02-13,37
2014-02-14,41
2014-02-15,15
2014-02-16,12
2014-02-17,19
2014-02-18,28
2014-02-19,45
2014-02-20,86
2014-02-21,50
2014-02-22,19
2014-02-23,13
2014-02-24,42
2014-02-25,46
2014-02-26,34
2014-02-27,38
2014-02-28,39
2014-03-01,19
2014-03-02,6
2014-03-03,35
2014-03-04,48
2014-03-05,43
2014-03-06,41
2014-03-07,37
2014-03-08,8
2014-03-09,10
2014-03-10,40
2014-03-11,43
2014-03-12,36
2014-03-13,30
2014-03-14,36
2014-03-15,11
2014-03-16,4
2014-03-17,33
2014-03-18,26
2014-03-19,25
2014-03-20,26
2014-03-21,24
2014-03-22,9
2014-03-23,9
2014-03-24,26
2014-03-25,36
2014-03-26,50
2014-03-27,45
2014-03-28,34
2014-03-29,13
2014-03-30,8
2014-03-31,25
2014-04-01,36
2014-04-02,33
2014-04-03,31
2014-04-04,40
2014-04-05,14
2014-04-06,7
2014-04-07,35
2014-04-08,39
2014-04-09,39
2014-04-10,44
2014-04-11,35
2014-04-12,12
2014-04-13,8
2014-04-14,30
2014-04-15,35
2014-04-16,31
2014-04-17,35
2014-04-18,19
2014-04-19,3
2014-04-20,6
2014-04-21,29
2014-04-22,41
2014-04-23,62
2014-04-24,85
2014-04-25,46
2014-04-26,14
2014-04-27,10
2014-04-28,36
2014-04-29,37
2014-04-30,46
2014-05-01,47
2014-05-02,29
2014-05-03,14
2014-05-04,4
2014-05-05,30
2014-05-06,36
2014-05-07,31
2014-05-08,37
2014-05-09,37
2014-05-10,10
2014-05-11,9
2014-05-12,40
2014-05-13,33
2014-05-14,32
2014-05-15,35
2014-05-16,28
2014-05-17,8
2014-05-18,10
2014-05-19,31
2014-05-20,31
2014-05-21,27
2014-05-22,26
2014-05-23,27
2014-05-24,17
2014-05-25,7
2014-05-26,9
2014-05-27,30
2014-05-28,35
2014-05-29,35
2014-05-30,29
2014-05-31,9
2014-06-01,9
2014-06-02,23
2014-06-03,26
2014-06-04,25
2014-06-05,30
2014-06-06,30
2014-06-07,9
2014-06-08,8
2014-06-09,21
2014-06-10,24
2014-06-11,30
2014-06-12,34
2014-06-13,21
2014-06-14,8
2014-06-15,8
2014-06-16,30
2014-06-17,24
2014-06-18,29
2014-06-19,34
2014-06-20,22
2014-06-21,10
2014-06-22,7
2014-06-23,28
2014-06-24,26
2014-06-25,27
2014-06-26,25
2014-06-27,27
2014-06-28,12
2014-06-29,7
2014-06-30,22
2014-07-01,27
2014-07-02,25
2014-07-03,32
2014-07-04,10
2014-07-05,7
2014-07-06,6
2014-07-07,22
2014-07-08,24
2014-07-09,21
2014-07-10,25
2014-07-11,25
2014-07-12,13
2014-07-13,8
2014-07-14,25
2014-07-15,25
2014-07-16,26
2014-07-17,25
2014-07-18,25
2014-07-19,11
2014-07-20,8
2014-07-21,24
2014-07-22,33
2014-07-23,75
2014-07-24,100
