date,CELG stock
2015-04-10,50
2015-04-11,0
2015-04-12,0
2015-04-13,24
2015-04-14,8
2015-04-15,16
2015-04-16,16
2015-04-17,33
2015-04-18,0
2015-04-19,9
2015-04-20,23
2015-04-21,8
2015-04-22,8
2015-04-23,24
2015-04-24,34
2015-04-25,0
2015-04-26,0
2015-04-27,8
2015-04-28,24
2015-04-29,24
2015-04-30,66
2015-05-01,18
2015-05-02,10
2015-05-03,0
2015-05-04,16
2015-05-05,16
2015-05-06,31
2015-05-07,16
2015-05-08,42
2015-05-09,19
2015-05-10,0
2015-05-11,63
2015-05-12,16
2015-05-13,24
2015-05-14,33
2015-05-15,16
2015-05-16,29
2015-05-17,0
2015-05-18,23
2015-05-19,8
2015-05-20,8
2015-05-21,48
2015-05-22,8
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,8
2015-05-27,8
2015-05-28,24
2015-05-29,8
2015-05-30,0
2015-05-31,9
2015-06-01,8
2015-06-02,8
2015-06-03,16
2015-06-04,33
2015-06-05,8
2015-06-06,0
2015-06-07,0
2015-06-08,23
2015-06-09,23
2015-06-10,24
2015-06-11,0
2015-06-12,8
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,16
2015-06-17,16
2015-06-18,24
2015-06-19,17
2015-06-20,0
2015-06-21,0
2015-06-22,40
2015-06-23,24
2015-06-24,16
2015-06-25,8
2015-06-26,8
2015-06-27,0
2015-06-28,0
2015-06-29,16
2015-06-30,16
2015-07-01,24
2015-07-02,16
2015-07-03,9
2015-07-04,0
2015-07-05,0
2015-07-06,16
2015-07-07,16
2015-07-08,39
2015-07-09,0
2015-07-10,0
2015-07-11,0
2015-07-12,0
2015-07-13,16
2015-07-14,16
2015-07-15,40
2015-07-16,41
2015-07-17,69
2015-07-18,10
2015-07-19,0
2015-07-20,25
2015-07-21,24
2015-07-22,40
2015-07-23,24
2015-07-24,42
2015-07-25,19
2015-07-26,0
2015-07-27,0
2015-07-28,32
2015-07-29,16
2015-07-30,32
2015-07-31,17
2015-08-01,10
2015-08-02,10
2015-08-03,32
2015-08-04,24
2015-08-05,16
2015-08-06,16
2015-08-07,25
2015-08-08,10
2015-08-09,0
2015-08-10,40
2015-08-11,32
2015-08-12,0
2015-08-13,24
2015-08-14,25
2015-08-15,0
2015-08-16,0
2015-08-17,24
2015-08-18,8
2015-08-19,16
2015-08-20,24
2015-08-21,0
2015-08-22,0
2015-08-23,0
2015-08-24,15
2015-08-25,38
2015-08-26,31
2015-08-27,0
2015-08-28,16
2015-08-29,9
2015-08-30,0
2015-08-31,38
2015-09-01,0
2015-09-02,38
2015-09-03,31
2015-09-04,63
2015-09-05,0
2015-09-06,0
2015-09-07,8
2015-09-08,8
2015-09-09,23
2015-09-10,15
2015-09-11,16
2015-09-12,0
2015-09-13,9
2015-09-14,7
2015-09-15,30
2015-09-16,23
2015-09-17,38
2015-09-18,0
2015-09-19,9
2015-09-20,0
2015-09-21,22
2015-09-22,22
2015-09-23,0
2015-09-24,31
2015-09-25,16
2015-09-26,9
2015-09-27,9
2015-09-28,29
2015-09-29,7
2015-09-30,45
2015-10-01,22
2015-10-02,8
2015-10-03,0
2015-10-04,9
2015-10-05,7
2015-10-06,30
2015-10-07,22
2015-10-08,15
2015-10-09,39
2015-10-10,0
2015-10-11,18
2015-10-12,23
2015-10-13,7
2015-10-14,15
2015-10-15,15
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,29
2015-10-20,51
2015-10-21,15
2015-10-22,0
2015-10-23,8
2015-10-24,9
2015-10-25,0
2015-10-26,36
2015-10-27,29
2015-10-28,15
2015-10-29,22
2015-10-30,23
2015-10-31,0
2015-11-01,0
2015-11-02,7
2015-11-03,22
2015-11-04,22
2015-11-05,59
2015-11-06,69
2015-11-07,0
2015-11-08,9
2015-11-09,36
2015-11-10,29
2015-11-11,46
2015-11-12,30
2015-11-13,15
2015-11-14,0
2015-11-15,8
2015-11-16,15
2015-11-17,22
2015-11-18,59
2015-11-19,45
2015-11-20,31
2015-11-21,0
2015-11-22,0
2015-11-23,0
2015-11-24,29
2015-11-25,15
2015-11-26,15
2015-11-27,0
2015-11-28,9
2015-11-29,8
2015-11-30,14
2015-12-01,36
2015-12-02,44
2015-12-03,45
2015-12-04,15
2015-12-05,18
2015-12-06,0
2015-12-07,22
2015-12-08,22
2015-12-09,15
2015-12-10,7
2015-12-11,8
2015-12-12,0
2015-12-13,0
2015-12-14,37
2015-12-15,23
2015-12-16,30
2015-12-17,23
2015-12-18,8
2015-12-19,0
2015-12-20,9
2015-12-21,16
2015-12-22,32
2015-12-23,100
2015-12-24,9
2015-12-25,0
2015-12-26,0
