date,CELG stock
2017-10-06,16
2017-10-07,9
2017-10-08,0
2017-10-09,12
2017-10-10,0
2017-10-11,28
2017-10-12,12
2017-10-13,4
2017-10-14,0
2017-10-15,0
2017-10-16,0
2017-10-17,24
2017-10-18,8
2017-10-19,24
2017-10-20,83
2017-10-21,0
2017-10-22,4
2017-10-23,35
2017-10-24,15
2017-10-25,31
2017-10-26,100
2017-10-27,66
2017-10-28,14
2017-10-29,13
2017-10-30,34
2017-10-31,40
2017-11-01,20
2017-11-02,20
2017-11-03,40
2017-11-04,18
2017-11-05,4
2017-11-06,19
2017-11-07,30
2017-11-08,31
2017-11-09,19
2017-11-10,16
2017-11-11,4
2017-11-12,0
2017-11-13,11
2017-11-14,11
2017-11-15,35
2017-11-16,27
2017-11-17,28
2017-11-18,9
2017-11-19,4
2017-11-20,31
2017-11-21,27
2017-11-22,31
2017-11-23,8
2017-11-24,8
2017-11-25,4
2017-11-26,4
2017-11-27,15
2017-11-28,15
2017-11-29,27
2017-11-30,31
2017-12-01,44
2017-12-02,4
2017-12-03,0
2017-12-04,30
2017-12-05,19
2017-12-06,8
2017-12-07,23
2017-12-08,33
2017-12-09,9
2017-12-10,0
2017-12-11,42
2017-12-12,23
2017-12-13,15
2017-12-14,23
2017-12-15,20
2017-12-16,9
2017-12-17,4
2017-12-18,27
2017-12-19,23
2017-12-20,32
2017-12-21,37
2017-12-22,48
2017-12-23,5
2017-12-24,0
2017-12-25,0
2017-12-26,9
2017-12-27,17
2017-12-28,21
2017-12-29,22
2017-12-30,0
2017-12-31,0
2018-01-01,5
2018-01-02,4
2018-01-03,15
2018-01-04,23
2018-01-05,16
2018-01-06,13
2018-01-07,4
2018-01-08,42
2018-01-09,30
2018-01-10,30
2018-01-11,26
2018-01-12,16
2018-01-13,9
2018-01-14,4
2018-01-15,0
2018-01-16,19
2018-01-17,33
2018-01-18,34
2018-01-19,12
2018-01-20,0
2018-01-21,4
2018-01-22,67
2018-01-23,26
2018-01-24,33
2018-01-25,30
2018-01-26,39
2018-01-27,17
2018-01-28,9
2018-01-29,41
2018-01-30,7
2018-01-31,44
2018-02-01,19
2018-02-02,46
2018-02-03,4
2018-02-04,4
2018-02-05,22
2018-02-06,33
2018-02-07,41
2018-02-08,34
2018-02-09,15
2018-02-10,17
2018-02-11,4
2018-02-12,42
2018-02-13,22
2018-02-14,34
2018-02-15,27
2018-02-16,19
2018-02-17,0
2018-02-18,4
2018-02-19,0
2018-02-20,11
2018-02-21,26
2018-02-22,11
2018-02-23,23
2018-02-24,0
2018-02-25,0
2018-02-26,15
2018-02-27,33
2018-02-28,80
2018-03-01,29
2018-03-02,15
2018-03-03,0
2018-03-04,4
2018-03-05,36
2018-03-06,22
2018-03-07,26
2018-03-08,37
2018-03-09,19
2018-03-10,8
2018-03-11,4
2018-03-12,22
2018-03-13,22
2018-03-14,29
2018-03-15,15
2018-03-16,8
2018-03-17,9
2018-03-18,0
2018-03-19,4
2018-03-20,26
2018-03-21,22
2018-03-22,7
2018-03-23,27
2018-03-24,4
2018-03-25,4
2018-03-26,26
2018-03-27,23
2018-03-28,27
2018-03-29,31
2018-03-30,8
2018-03-31,0
2018-04-01,0
2018-04-02,43
2018-04-03,22
2018-04-04,44
2018-04-05,15
2018-04-06,19
2018-04-07,9
2018-04-08,0
