date,CELG stock
2017-01-19,50
2017-01-20,41
2017-01-21,0
2017-01-22,0
2017-01-23,10
2017-01-24,20
2017-01-25,0
2017-01-26,100
2017-01-27,31
2017-01-28,0
2017-01-29,0
2017-01-30,49
2017-01-31,60
2017-02-01,39
2017-02-02,30
2017-02-03,31
2017-02-04,0
2017-02-05,11
2017-02-06,10
2017-02-07,10
2017-02-08,10
2017-02-09,20
2017-02-10,21
2017-02-11,0
2017-02-12,0
2017-02-13,29
2017-02-14,39
2017-02-15,30
2017-02-16,69
2017-02-17,39
2017-02-18,0
2017-02-19,22
2017-02-20,0
2017-02-21,39
2017-02-22,29
2017-02-23,50
2017-02-24,72
2017-02-25,23
2017-02-26,0
2017-02-27,19
2017-02-28,57
2017-03-01,56
2017-03-02,47
2017-03-03,10
2017-03-04,0
2017-03-05,22
2017-03-06,28
2017-03-07,37
2017-03-08,29
2017-03-09,29
2017-03-10,30
2017-03-11,11
2017-03-12,11
2017-03-13,55
2017-03-14,39
2017-03-15,58
2017-03-16,59
2017-03-17,21
2017-03-18,11
2017-03-19,0
2017-03-20,20
2017-03-21,29
2017-03-22,10
2017-03-23,40
2017-03-24,10
2017-03-25,0
2017-03-26,0
2017-03-27,39
2017-03-28,29
2017-03-29,30
2017-03-30,10
2017-03-31,20
2017-04-01,0
2017-04-02,0
2017-04-03,78
2017-04-04,49
2017-04-05,19
2017-04-06,10
2017-04-07,30
2017-04-08,11
2017-04-09,0
2017-04-10,29
2017-04-11,10
2017-04-12,10
2017-04-13,42
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,31
2017-04-18,29
2017-04-19,39
2017-04-20,39
2017-04-21,31
2017-04-22,0
2017-04-23,0
2017-04-24,0
2017-04-25,29
2017-04-26,29
2017-04-27,59
2017-04-28,10
2017-04-29,12
2017-04-30,0
2017-05-01,32
2017-05-02,49
2017-05-03,10
2017-05-04,69
2017-05-05,20
2017-05-06,11
2017-05-07,22
2017-05-08,58
2017-05-09,58
2017-05-10,29
2017-05-11,30
2017-05-12,31
2017-05-13,0
2017-05-14,12
2017-05-15,10
2017-05-16,0
2017-05-17,32
2017-05-18,53
2017-05-19,11
2017-05-20,0
2017-05-21,12
2017-05-22,21
2017-05-23,10
2017-05-24,74
2017-05-25,53
2017-05-26,34
2017-05-27,0
2017-05-28,13
2017-05-29,0
2017-05-30,21
2017-05-31,10
2017-06-01,43
2017-06-02,44
2017-06-03,0
2017-06-04,0
2017-06-05,10
2017-06-06,92
2017-06-07,10
2017-06-08,30
2017-06-09,11
2017-06-10,0
2017-06-11,0
2017-06-12,31
2017-06-13,10
2017-06-14,72
2017-06-15,64
2017-06-16,44
2017-06-17,13
2017-06-18,0
2017-06-19,31
2017-06-20,61
2017-06-21,59
2017-06-22,71
2017-06-23,63
2017-06-24,48
2017-06-25,0
2017-06-26,53
2017-06-27,75
2017-06-28,54
2017-06-29,43
2017-06-30,33
2017-07-01,12
2017-07-02,0
2017-07-03,33
2017-07-04,11
2017-07-05,32
2017-07-06,43
2017-07-07,45
2017-07-08,13
2017-07-09,0
2017-07-10,21
2017-07-11,53
2017-07-12,21
2017-07-13,22
2017-07-14,44
2017-07-15,0
2017-07-16,37
2017-07-17,21
2017-07-18,0
2017-07-19,53
2017-07-20,42
2017-07-21,44
2017-07-22,12
2017-07-23,12
2017-07-24,53
2017-07-25,73
2017-07-26,73
2017-07-27,95
2017-07-28,43
2017-07-29,37
2017-07-30,12
2017-07-31,52
2017-08-01,50
2017-08-02,19
2017-08-03,51
2017-08-04,43
2017-08-05,0
2017-08-06,0
2017-08-07,40
2017-08-08,29
2017-08-09,20
2017-08-10,52
2017-08-11,75
2017-08-12,12
2017-08-13,12
2017-08-14,42
2017-08-15,11
2017-08-16,21
2017-08-17,41
2017-08-18,53
2017-08-19,12
2017-08-20,0
2017-08-21,31
2017-08-22,10
2017-08-23,51
2017-08-24,31
2017-08-25,11
2017-08-26,12
2017-08-27,0
2017-08-28,10
2017-08-29,20
2017-08-30,40
2017-08-31,30
2017-09-01,86
2017-09-02,0
2017-09-03,0
2017-09-04,11
2017-09-05,10
2017-09-06,10
2017-09-07,21
2017-09-08,31
2017-09-09,35
2017-09-10,0
2017-09-11,30
2017-09-12,99
2017-09-13,10
2017-09-14,30
2017-09-15,31
2017-09-16,12
2017-09-17,11
2017-09-18,20
2017-09-19,10
2017-09-20,20
2017-09-21,71
2017-09-22,10
2017-09-23,0
2017-09-24,11
2017-09-25,70
2017-09-26,29
2017-09-27,50
2017-09-28,30
2017-09-29,11
2017-09-30,0
2017-10-01,0
2017-10-02,10
2017-10-03,30
2017-10-04,20
2017-10-05,30
2017-10-06,41
