date,CELG stock
2015-08-18,41
2015-08-19,10
2015-08-20,41
2015-08-21,0
2015-08-22,12
2015-08-23,0
2015-08-24,30
2015-08-25,30
2015-08-26,71
2015-08-27,40
2015-08-28,32
2015-08-29,0
2015-08-30,12
2015-08-31,39
2015-09-01,20
2015-09-02,20
2015-09-03,30
2015-09-04,31
2015-09-05,0
2015-09-06,24
2015-09-07,0
2015-09-08,10
2015-09-09,29
2015-09-10,40
2015-09-11,10
2015-09-12,0
2015-09-13,11
2015-09-14,29
2015-09-15,20
2015-09-16,19
2015-09-17,39
2015-09-18,0
2015-09-19,12
2015-09-20,0
2015-09-21,19
2015-09-22,19
2015-09-23,10
2015-09-24,30
2015-09-25,42
2015-09-26,0
2015-09-27,12
2015-09-28,57
2015-09-29,29
2015-09-30,39
2015-10-01,29
2015-10-02,0
2015-10-03,0
2015-10-04,11
2015-10-05,48
2015-10-06,10
2015-10-07,20
2015-10-08,10
2015-10-09,50
2015-10-10,0
2015-10-11,23
2015-10-12,69
2015-10-13,19
2015-10-14,47
2015-10-15,29
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,19
2015-10-20,47
2015-10-21,29
2015-10-22,19
2015-10-23,20
2015-10-24,11
2015-10-25,11
2015-10-26,57
2015-10-27,28
2015-10-28,28
2015-10-29,19
2015-10-30,100
2015-10-31,0
2015-11-01,11
2015-11-02,38
2015-11-03,28
2015-11-04,28
2015-11-05,29
2015-11-06,60
2015-11-07,0
2015-11-08,11
2015-11-09,28
2015-11-10,47
2015-11-11,29
2015-11-12,10
2015-11-13,0
2015-11-14,0
2015-11-15,11
2015-11-16,19
2015-11-17,47
2015-11-18,57
2015-11-19,76
2015-11-20,40
2015-11-21,0
2015-11-22,0
2015-11-23,19
2015-11-24,38
2015-11-25,19
2015-11-26,10
2015-11-27,0
2015-11-28,11
2015-11-29,11
2015-11-30,46
2015-12-01,37
2015-12-02,47
2015-12-03,29
2015-12-04,10
2015-12-05,11
2015-12-06,11
2015-12-07,10
2015-12-08,10
2015-12-09,38
2015-12-10,10
2015-12-11,20
2015-12-12,0
2015-12-13,0
2015-12-14,28
2015-12-15,29
2015-12-16,10
2015-12-17,40
2015-12-18,21
2015-12-19,0
2015-12-20,12
2015-12-21,30
2015-12-22,52
2015-12-23,97
2015-12-24,61
2015-12-25,13
2015-12-26,0
2015-12-27,12
2015-12-28,31
2015-12-29,10
2015-12-30,21
2015-12-31,12
2016-01-01,0
2016-01-02,12
2016-01-03,0
2016-01-04,41
2016-01-05,41
2016-01-06,52
2016-01-07,31
2016-01-08,0
2016-01-09,0
2016-01-10,11
2016-01-11,39
2016-01-12,30
2016-01-13,40
2016-01-14,50
2016-01-15,32
2016-01-16,24
2016-01-17,0
2016-01-18,0
2016-01-19,30
2016-01-20,60
2016-01-21,31
2016-01-22,32
2016-01-23,0
2016-01-24,0
2016-01-25,20
2016-01-26,20
2016-01-27,20
2016-01-28,51
2016-01-29,31
2016-01-30,12
2016-01-31,23
2016-02-01,70
2016-02-02,20
2016-02-03,50
2016-02-04,51
2016-02-05,32
2016-02-06,0
2016-02-07,12
2016-02-08,31
2016-02-09,10
2016-02-10,20
2016-02-11,10
2016-02-12,21
2016-02-13,0
2016-02-14,11
2016-02-15,0
2016-02-16,49
2016-02-17,20
2016-02-18,40
2016-02-19,10
2016-02-20,0
2016-02-21,0
2016-02-22,19
2016-02-23,29
2016-02-24,30
2016-02-25,10
2016-02-26,0
2016-02-27,0
2016-02-28,0
2016-02-29,19
2016-03-01,19
2016-03-02,48
2016-03-03,40
2016-03-04,51
2016-03-05,0
2016-03-06,11
2016-03-07,10
2016-03-08,30
2016-03-09,50
2016-03-10,10
2016-03-11,42
2016-03-12,23
2016-03-13,0
2016-03-14,0
2016-03-15,39
2016-03-16,10
2016-03-17,31
2016-03-18,31
2016-03-19,0
2016-03-20,0
2016-03-21,20
2016-03-22,60
2016-03-23,31
2016-03-24,75
2016-03-25,22
2016-03-26,0
2016-03-27,0
2016-03-28,10
2016-03-29,30
2016-03-30,10
2016-03-31,20
2016-04-01,10
2016-04-02,0
2016-04-03,11
2016-04-04,10
2016-04-05,0
2016-04-06,70
2016-04-07,30
2016-04-08,52
2016-04-09,23
2016-04-10,0
2016-04-11,79
2016-04-12,10
2016-04-13,49
2016-04-14,40
2016-04-15,21
2016-04-16,0
2016-04-17,0
2016-04-18,60
2016-04-19,30
2016-04-20,20
2016-04-21,30
2016-04-22,42
2016-04-23,12
2016-04-24,11
2016-04-25,10
2016-04-26,20
2016-04-27,79
2016-04-28,50
2016-04-29,63
2016-04-30,23
2016-05-01,12
2016-05-02,10
2016-05-03,10
2016-05-04,20
