date,CELG stock
2016-09-11,0
2016-09-12,31
2016-09-13,10
2016-09-14,30
2016-09-15,10
2016-09-16,32
2016-09-17,0
2016-09-18,0
2016-09-19,0
2016-09-20,10
2016-09-21,40
2016-09-22,0
2016-09-23,21
2016-09-24,0
2016-09-25,0
2016-09-26,10
2016-09-27,10
2016-09-28,39
2016-09-29,30
2016-09-30,42
2016-10-01,11
2016-10-02,0
2016-10-03,10
2016-10-04,39
2016-10-05,39
2016-10-06,40
2016-10-07,20
2016-10-08,0
2016-10-09,0
2016-10-10,10
2016-10-11,30
2016-10-12,10
2016-10-13,39
2016-10-14,52
2016-10-15,0
2016-10-16,0
2016-10-17,0
2016-10-18,58
2016-10-19,0
2016-10-20,29
2016-10-21,62
2016-10-22,0
2016-10-23,0
2016-10-24,30
2016-10-25,10
2016-10-26,29
2016-10-27,50
2016-10-28,41
2016-10-29,0
2016-10-30,0
2016-10-31,20
2016-11-01,40
2016-11-02,40
2016-11-03,20
2016-11-04,40
2016-11-05,0
2016-11-06,0
2016-11-07,48
2016-11-08,29
2016-11-09,80
2016-11-10,89
2016-11-11,71
2016-11-12,0
2016-11-13,0
2016-11-14,39
2016-11-15,58
2016-11-16,39
2016-11-17,39
2016-11-18,41
2016-11-19,11
2016-11-20,0
2016-11-21,38
2016-11-22,19
2016-11-23,0
2016-11-24,10
2016-11-25,10
2016-11-26,22
2016-11-27,21
2016-11-28,27
2016-11-29,28
2016-11-30,38
2016-12-01,28
2016-12-02,0
2016-12-03,11
2016-12-04,0
2016-12-05,34
2016-12-06,9
2016-12-07,55
2016-12-08,29
2016-12-09,29
2016-12-10,22
2016-12-11,0
2016-12-12,36
2016-12-13,28
2016-12-14,9
2016-12-15,57
2016-12-16,30
2016-12-17,0
2016-12-18,0
2016-12-19,29
2016-12-20,20
2016-12-21,30
2016-12-22,31
2016-12-23,11
2016-12-24,12
2016-12-25,0
2016-12-26,0
2016-12-27,10
2016-12-28,0
2016-12-29,30
2016-12-30,11
2016-12-31,23
2017-01-01,0
2017-01-02,10
2017-01-03,10
2017-01-04,19
2017-01-05,29
2017-01-06,49
2017-01-07,11
2017-01-08,10
2017-01-09,18
2017-01-10,9
2017-01-11,36
2017-01-12,19
2017-01-13,57
2017-01-14,0
2017-01-15,0
2017-01-16,9
2017-01-17,45
2017-01-18,81
2017-01-19,36
2017-01-20,47
2017-01-21,10
2017-01-22,20
2017-01-23,35
2017-01-24,36
2017-01-25,36
2017-01-26,100
2017-01-27,39
2017-01-28,21
2017-01-29,0
2017-01-30,36
2017-01-31,54
2017-02-01,44
2017-02-02,27
2017-02-03,19
2017-02-04,10
2017-02-05,0
2017-02-06,0
2017-02-07,27
2017-02-08,27
2017-02-09,27
2017-02-10,28
2017-02-11,0
2017-02-12,10
2017-02-13,9
2017-02-14,18
2017-02-15,27
2017-02-16,36
2017-02-17,36
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,44
2017-02-22,35
2017-02-23,54
2017-02-24,56
2017-02-25,0
2017-02-26,0
2017-02-27,26
2017-02-28,45
2017-03-01,52
2017-03-02,34
2017-03-03,64
2017-03-04,20
2017-03-05,10
2017-03-06,17
2017-03-07,25
2017-03-08,17
2017-03-09,27
2017-03-10,65
2017-03-11,10
2017-03-12,0
2017-03-13,33
2017-03-14,27
2017-03-15,44
2017-03-16,18
2017-03-17,56
2017-03-18,0
2017-03-19,20
2017-03-20,9
2017-03-21,18
2017-03-22,9
2017-03-23,36
2017-03-24,28
2017-03-25,21
2017-03-26,0
2017-03-27,18
2017-03-28,18
2017-03-29,36
2017-03-30,18
2017-03-31,19
2017-04-01,0
2017-04-02,0
2017-04-03,18
2017-04-04,18
2017-04-05,0
2017-04-06,36
2017-04-07,18
2017-04-08,0
2017-04-09,0
2017-04-10,27
2017-04-11,18
2017-04-12,28
2017-04-13,19
2017-04-14,10
2017-04-15,21
2017-04-16,0
2017-04-17,28
2017-04-18,18
2017-04-19,26
2017-04-20,36
2017-04-21,28
2017-04-22,0
2017-04-23,20
2017-04-24,18
2017-04-25,18
2017-04-26,18
2017-04-27,9
2017-04-28,37
2017-04-29,32
2017-04-30,11
2017-05-01,29
2017-05-02,45
2017-05-03,62
2017-05-04,18
2017-05-05,9
2017-05-06,10
2017-05-07,0
2017-05-08,36
2017-05-09,71
2017-05-10,72
2017-05-11,54
2017-05-12,9
2017-05-13,0
2017-05-14,10
2017-05-15,10
2017-05-16,10
2017-05-17,38
2017-05-18,19
2017-05-19,20
2017-05-20,11
2017-05-21,22
2017-05-22,48
2017-05-23,75
2017-05-24,19
2017-05-25,0
2017-05-26,21
2017-05-27,0
2017-05-28,11
2017-05-29,20
