date,CELG stock
2014-03-16,18
2014-03-17,48
2014-03-18,0
2014-03-19,16
2014-03-20,16
2014-03-21,34
2014-03-22,19
2014-03-23,18
2014-03-24,31
2014-03-25,47
2014-03-26,0
2014-03-27,16
2014-03-28,0
2014-03-29,19
2014-03-30,0
2014-03-31,32
2014-04-01,32
2014-04-02,16
2014-04-03,16
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,16
2014-04-08,78
2014-04-09,32
2014-04-10,16
2014-04-11,17
2014-04-12,0
2014-04-13,19
2014-04-14,48
2014-04-15,32
2014-04-16,32
2014-04-17,17
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,17
2014-04-22,16
2014-04-23,48
2014-04-24,16
2014-04-25,0
2014-04-26,0
2014-04-27,0
2014-04-28,47
2014-04-29,16
2014-04-30,0
2014-05-01,18
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,16
2014-05-06,31
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,16
2014-05-13,16
2014-05-14,0
2014-05-15,16
2014-05-16,65
2014-05-17,0
2014-05-18,0
2014-05-19,16
2014-05-20,0
2014-05-21,17
2014-05-22,0
2014-05-23,0
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,17
2014-05-28,17
2014-05-29,0
2014-05-30,18
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,17
2014-06-04,34
2014-06-05,53
2014-06-06,37
2014-06-07,0
2014-06-08,0
2014-06-09,18
2014-06-10,0
2014-06-11,52
2014-06-12,0
2014-06-13,0
2014-06-14,21
2014-06-15,0
2014-06-16,35
2014-06-17,52
2014-06-18,18
2014-06-19,18
2014-06-20,19
2014-06-21,0
2014-06-22,0
2014-06-23,71
2014-06-24,18
2014-06-25,53
2014-06-26,54
2014-06-27,19
2014-06-28,0
2014-06-29,0
2014-06-30,18
2014-07-01,18
2014-07-02,18
2014-07-03,37
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,36
2014-07-08,35
2014-07-09,54
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,71
2014-07-15,53
2014-07-16,0
2014-07-17,18
2014-07-18,19
2014-07-19,0
2014-07-20,0
2014-07-21,18
2014-07-22,35
2014-07-23,37
2014-07-24,55
2014-07-25,57
2014-07-26,22
2014-07-27,22
2014-07-28,37
2014-07-29,18
2014-07-30,36
2014-07-31,0
2014-08-01,19
2014-08-02,22
2014-08-03,0
2014-08-04,0
2014-08-05,18
2014-08-06,0
2014-08-07,52
2014-08-08,57
2014-08-09,0
2014-08-10,0
2014-08-11,18
2014-08-12,18
2014-08-13,0
2014-08-14,0
2014-08-15,39
2014-08-16,0
2014-08-17,0
2014-08-18,53
2014-08-19,0
2014-08-20,53
2014-08-21,71
2014-08-22,18
2014-08-23,0
2014-08-24,0
2014-08-25,35
2014-08-26,51
2014-08-27,17
2014-08-28,0
2014-08-29,18
2014-08-30,0
2014-08-31,0
2014-09-01,17
2014-09-02,17
2014-09-03,33
2014-09-04,17
2014-09-05,18
2014-09-06,0
2014-09-07,0
2014-09-08,34
2014-09-09,16
2014-09-10,49
2014-09-11,50
2014-09-12,0
2014-09-13,0
2014-09-14,0
2014-09-15,84
2014-09-16,17
2014-09-17,68
2014-09-18,50
2014-09-19,0
2014-09-20,40
2014-09-21,0
2014-09-22,0
2014-09-23,0
2014-09-24,33
2014-09-25,17
2014-09-26,53
2014-09-27,20
2014-09-28,0
2014-09-29,33
2014-09-30,33
2014-10-01,67
2014-10-02,17
2014-10-03,0
2014-10-04,0
2014-10-05,20
2014-10-06,0
2014-10-07,0
2014-10-08,50
2014-10-09,17
2014-10-10,35
2014-10-11,20
2014-10-12,0
2014-10-13,49
2014-10-14,16
2014-10-15,16
2014-10-16,33
2014-10-17,17
2014-10-18,0
2014-10-19,0
2014-10-20,16
2014-10-21,32
2014-10-22,65
2014-10-23,100
2014-10-24,17
2014-10-25,20
2014-10-26,0
2014-10-27,0
2014-10-28,32
2014-10-29,49
2014-10-30,100
2014-10-31,17
2014-11-01,0
2014-11-02,0
2014-11-03,16
2014-11-04,0
2014-11-05,16
2014-11-06,0
2014-11-07,0
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,16
2014-11-12,16
2014-11-13,32
2014-11-14,33
2014-11-15,0
2014-11-16,0
2014-11-17,32
2014-11-18,17
2014-11-19,33
2014-11-20,16
2014-11-21,85
2014-11-22,0
2014-11-23,18
2014-11-24,16
2014-11-25,16
2014-11-26,48
2014-11-27,0
2014-11-28,34
2014-11-29,0
2014-11-30,0
2014-12-01,78
