date,CELG stock
2014-07-24,15
2014-07-25,47
2014-07-26,18
2014-07-27,0
2014-07-28,15
2014-07-29,30
2014-07-30,45
2014-07-31,30
2014-08-01,62
2014-08-02,36
2014-08-03,0
2014-08-04,15
2014-08-05,29
2014-08-06,30
2014-08-07,85
2014-08-08,16
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,29
2014-08-13,15
2014-08-14,15
2014-08-15,16
2014-08-16,18
2014-08-17,18
2014-08-18,0
2014-08-19,0
2014-08-20,0
2014-08-21,44
2014-08-22,15
2014-08-23,0
2014-08-24,0
2014-08-25,14
2014-08-26,14
2014-08-27,28
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,14
2014-09-02,27
2014-09-03,0
2014-09-04,14
2014-09-05,14
2014-09-06,0
2014-09-07,0
2014-09-08,14
2014-09-09,14
2014-09-10,28
2014-09-11,14
2014-09-12,0
2014-09-13,17
2014-09-14,0
2014-09-15,42
2014-09-16,14
2014-09-17,42
2014-09-18,28
2014-09-19,0
2014-09-20,33
2014-09-21,0
2014-09-22,0
2014-09-23,14
2014-09-24,42
2014-09-25,14
2014-09-26,29
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,42
2014-10-02,14
2014-10-03,15
2014-10-04,34
2014-10-05,16
2014-10-06,14
2014-10-07,0
2014-10-08,0
2014-10-09,14
2014-10-10,29
2014-10-11,17
2014-10-12,0
2014-10-13,14
2014-10-14,27
2014-10-15,14
2014-10-16,41
2014-10-17,28
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,0
2014-10-22,40
2014-10-23,41
2014-10-24,0
2014-10-25,16
2014-10-26,0
2014-10-27,0
2014-10-28,13
2014-10-29,54
2014-10-30,68
2014-10-31,15
2014-11-01,0
2014-11-02,0
2014-11-03,40
2014-11-04,27
2014-11-05,67
2014-11-06,0
2014-11-07,0
2014-11-08,0
2014-11-09,0
2014-11-10,13
2014-11-11,13
2014-11-12,13
2014-11-13,26
2014-11-14,27
2014-11-15,47
2014-11-16,15
2014-11-17,13
2014-11-18,0
2014-11-19,14
2014-11-20,0
2014-11-21,55
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,26
2014-11-26,27
2014-11-27,14
2014-11-28,14
2014-11-29,0
2014-11-30,0
2014-12-01,52
2014-12-02,26
2014-12-03,13
2014-12-04,13
2014-12-05,84
2014-12-06,32
2014-12-07,15
2014-12-08,53
2014-12-09,26
2014-12-10,26
2014-12-11,13
2014-12-12,14
2014-12-13,32
2014-12-14,0
2014-12-15,39
2014-12-16,40
2014-12-17,41
2014-12-18,0
2014-12-19,14
2014-12-20,16
2014-12-21,0
2014-12-22,28
2014-12-23,29
2014-12-24,49
2014-12-25,0
2014-12-26,16
2014-12-27,32
2014-12-28,0
2014-12-29,42
2014-12-30,0
2014-12-31,32
2015-01-01,0
2015-01-02,15
2015-01-03,0
2015-01-04,0
2015-01-05,13
2015-01-06,39
2015-01-07,39
2015-01-08,52
2015-01-09,13
2015-01-10,30
2015-01-11,0
2015-01-12,63
2015-01-13,38
2015-01-14,63
2015-01-15,26
2015-01-16,53
2015-01-17,30
2015-01-18,0
2015-01-19,0
2015-01-20,13
2015-01-21,38
2015-01-22,38
2015-01-23,27
2015-01-24,0
2015-01-25,15
2015-01-26,25
2015-01-27,25
2015-01-28,25
2015-01-29,38
2015-01-30,13
2015-01-31,15
2015-02-01,0
2015-02-02,37
2015-02-03,38
2015-02-04,62
2015-02-05,51
2015-02-06,26
2015-02-07,30
2015-02-08,15
2015-02-09,50
2015-02-10,50
2015-02-11,25
2015-02-12,26
2015-02-13,53
2015-02-14,15
2015-02-15,15
2015-02-16,0
2015-02-17,13
2015-02-18,38
2015-02-19,64
2015-02-20,53
2015-02-21,0
2015-02-22,15
2015-02-23,37
2015-02-24,12
2015-02-25,62
2015-02-26,100
2015-02-27,26
2015-02-28,0
2015-03-01,0
2015-03-02,37
2015-03-03,50
2015-03-04,37
2015-03-05,38
2015-03-06,52
2015-03-07,0
2015-03-08,15
2015-03-09,0
2015-03-10,25
2015-03-11,37
2015-03-12,13
2015-03-13,0
2015-03-14,0
2015-03-15,0
2015-03-16,63
2015-03-17,25
2015-03-18,12
2015-03-19,25
2015-03-20,39
2015-03-21,15
2015-03-22,0
2015-03-23,25
2015-03-24,99
2015-03-25,37
2015-03-26,58
2015-03-27,13
2015-03-28,0
2015-03-29,0
2015-03-30,37
2015-03-31,88
2015-04-01,64
2015-04-02,40
2015-04-03,29
2015-04-04,0
2015-04-05,0
2015-04-06,40
2015-04-07,38
2015-04-08,25
2015-04-09,13
2015-04-10,27
