date,CELG stock
2013-11-06,18
2013-11-07,55
2013-11-08,0
2013-11-09,22
2013-11-10,21
2013-11-11,36
2013-11-12,0
2013-11-13,0
2013-11-14,18
2013-11-15,19
2013-11-16,0
2013-11-17,0
2013-11-18,36
2013-11-19,18
2013-11-20,18
2013-11-21,18
2013-11-22,18
2013-11-23,0
2013-11-24,21
2013-11-25,70
2013-11-26,52
2013-11-27,0
2013-11-28,0
2013-11-29,19
2013-11-30,0
2013-12-01,0
2013-12-02,17
2013-12-03,0
2013-12-04,18
2013-12-05,36
2013-12-06,18
2013-12-07,0
2013-12-08,21
2013-12-09,36
2013-12-10,18
2013-12-11,36
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,18
2013-12-17,37
2013-12-18,18
2013-12-19,19
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,40
2013-12-24,22
2013-12-25,24
2013-12-26,0
2013-12-27,20
2013-12-28,44
2013-12-29,0
2013-12-30,0
2013-12-31,43
2014-01-01,23
2014-01-02,18
2014-01-03,37
2014-01-04,0
2014-01-05,0
2014-01-06,35
2014-01-07,17
2014-01-08,17
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,69
2014-01-14,69
2014-01-15,51
2014-01-16,52
2014-01-17,18
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,35
2014-01-24,36
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,34
2014-01-29,0
2014-01-30,35
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,0
2014-02-04,34
2014-02-05,17
2014-02-06,47
2014-02-07,76
2014-02-08,0
2014-02-09,0
2014-02-10,33
2014-02-11,17
2014-02-12,34
2014-02-13,34
2014-02-14,53
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,17
2014-02-19,17
2014-02-20,0
2014-02-21,0
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,51
2014-02-27,0
2014-02-28,18
2014-03-01,0
2014-03-02,0
2014-03-03,17
2014-03-04,34
2014-03-05,0
2014-03-06,17
2014-03-07,36
2014-03-08,0
2014-03-09,0
2014-03-10,17
2014-03-11,0
2014-03-12,34
2014-03-13,17
2014-03-14,0
2014-03-15,40
2014-03-16,20
2014-03-17,34
2014-03-18,17
2014-03-19,34
2014-03-20,0
2014-03-21,36
2014-03-22,0
2014-03-23,0
2014-03-24,50
2014-03-25,50
2014-03-26,17
2014-03-27,34
2014-03-28,18
2014-03-29,20
2014-03-30,0
2014-03-31,17
2014-04-01,34
2014-04-02,68
2014-04-03,51
2014-04-04,35
2014-04-05,0
2014-04-06,0
2014-04-07,33
2014-04-08,100
2014-04-09,34
2014-04-10,52
2014-04-11,18
2014-04-12,0
2014-04-13,20
2014-04-14,0
2014-04-15,0
2014-04-16,52
2014-04-17,18
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,19
2014-04-22,17
2014-04-23,52
2014-04-24,69
2014-04-25,18
2014-04-26,0
2014-04-27,0
2014-04-28,67
2014-04-29,50
2014-04-30,17
2014-05-01,38
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,17
2014-05-06,17
2014-05-07,17
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,17
2014-05-13,33
2014-05-14,0
2014-05-15,34
2014-05-16,35
2014-05-17,0
2014-05-18,0
2014-05-19,34
2014-05-20,17
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-24,0
2014-05-25,0
2014-05-26,19
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,20
2014-05-31,0
2014-06-01,0
2014-06-02,37
2014-06-03,0
2014-06-04,18
2014-06-05,19
2014-06-06,40
2014-06-07,0
2014-06-08,0
2014-06-09,19
2014-06-10,0
2014-06-11,56
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,37
2014-06-17,37
2014-06-18,19
2014-06-19,58
2014-06-20,20
2014-06-21,0
2014-06-22,0
2014-06-23,76
2014-06-24,56
2014-06-25,38
2014-06-26,77
2014-06-27,81
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,38
2014-07-02,97
2014-07-03,20
2014-07-04,21
2014-07-05,0
2014-07-06,0
2014-07-07,19
2014-07-08,0
2014-07-09,38
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,19
2014-07-15,19
2014-07-16,0
2014-07-17,19
2014-07-18,60
2014-07-19,0
2014-07-20,0
2014-07-21,19
2014-07-22,0
2014-07-23,20
2014-07-24,39
