date,CELG stock
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,0
2013-07-03,0
2013-07-04,0
2013-07-05,0
2013-07-06,0
2013-07-07,0
2013-07-08,20
2013-07-09,0
2013-07-10,0
2013-07-11,0
2013-07-12,43
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,0
2013-07-17,0
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,20
2013-07-23,0
2013-07-24,0
2013-07-25,41
2013-07-26,0
2013-07-27,0
2013-07-28,0
2013-07-29,20
2013-07-30,20
2013-07-31,0
2013-08-01,0
2013-08-02,0
2013-08-03,0
2013-08-04,0
2013-08-05,20
2013-08-06,0
2013-08-07,41
2013-08-08,41
2013-08-09,21
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,20
2013-08-14,20
2013-08-15,0
2013-08-16,43
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,20
2013-08-21,0
2013-08-22,20
2013-08-23,21
2013-08-24,48
2013-08-25,0
2013-08-26,38
2013-08-27,0
2013-08-28,39
2013-08-29,0
2013-08-30,20
2013-08-31,24
2013-09-01,0
2013-09-02,0
2013-09-03,38
2013-09-04,19
2013-09-05,97
2013-09-06,20
2013-09-07,0
2013-09-08,0
2013-09-09,19
2013-09-10,0
2013-09-11,0
2013-09-12,0
2013-09-13,40
2013-09-14,23
2013-09-15,0
2013-09-16,19
2013-09-17,19
2013-09-18,19
2013-09-19,0
2013-09-20,20
2013-09-21,22
2013-09-22,22
2013-09-23,0
2013-09-24,0
2013-09-25,0
2013-09-26,39
2013-09-27,100
2013-09-28,45
2013-09-29,0
2013-09-30,0
2013-10-01,37
2013-10-02,95
2013-10-03,77
2013-10-04,39
2013-10-05,22
2013-10-06,0
2013-10-07,19
2013-10-08,0
2013-10-09,19
2013-10-10,19
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,19
2013-10-15,19
2013-10-16,19
2013-10-17,39
2013-10-18,0
2013-10-19,0
2013-10-20,22
2013-10-21,18
2013-10-22,0
2013-10-23,0
2013-10-24,75
2013-10-25,20
2013-10-26,0
2013-10-27,65
2013-10-28,18
2013-10-29,36
2013-10-30,37
2013-10-31,39
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,36
2013-11-05,37
2013-11-06,18
2013-11-07,37
2013-11-08,19
2013-11-09,0
2013-11-10,22
2013-11-11,0
2013-11-12,0
2013-11-13,19
2013-11-14,19
2013-11-15,19
2013-11-16,0
2013-11-17,0
2013-11-18,36
2013-11-19,18
2013-11-20,18
2013-11-21,18
2013-11-22,0
2013-11-23,0
2013-11-24,21
2013-11-25,36
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,20
2013-11-30,0
2013-12-01,20
2013-12-02,18
2013-12-03,0
2013-12-04,18
2013-12-05,18
2013-12-06,19
2013-12-07,0
2013-12-08,0
2013-12-09,37
2013-12-10,36
2013-12-11,36
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,19
2013-12-18,19
2013-12-19,19
2013-12-20,40
2013-12-21,0
2013-12-22,0
2013-12-23,41
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,45
2013-12-29,0
2013-12-30,20
2013-12-31,22
2014-01-01,0
2014-01-02,19
2014-01-03,19
2014-01-04,0
2014-01-05,0
2014-01-06,36
2014-01-07,35
2014-01-08,0
2014-01-09,18
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,17
2014-01-15,53
2014-01-16,18
2014-01-17,56
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,18
2014-01-23,53
2014-01-24,54
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,17
2014-01-29,17
2014-01-30,18
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,17
2014-02-04,87
2014-02-05,53
2014-02-06,24
2014-02-07,20
2014-02-08,20
2014-02-09,0
2014-02-10,34
2014-02-11,68
2014-02-12,34
2014-02-13,17
2014-02-14,72
2014-02-15,21
2014-02-16,0
2014-02-17,17
2014-02-18,17
2014-02-19,17
2014-02-20,18
2014-02-21,18
2014-02-22,0
2014-02-23,0
2014-02-24,17
2014-02-25,34
2014-02-26,51
2014-02-27,17
2014-02-28,0
2014-03-01,0
2014-03-02,0
2014-03-03,17
2014-03-04,35
2014-03-05,0
2014-03-06,35
2014-03-07,55
2014-03-08,0
2014-03-09,0
2014-03-10,17
2014-03-11,0
2014-03-12,17
2014-03-13,0
2014-03-14,74
2014-03-15,20
2014-03-16,20
