date,Vodafone,isPartial
2018-02-13,91,False
2018-02-14,90,False
2018-02-15,92,False
2018-02-16,88,False
2018-02-17,84,False
2018-02-18,76,False
2018-02-19,97,False
2018-02-20,97,False
2018-02-21,95,False
2018-02-22,97,False
2018-02-23,91,False
2018-02-24,88,False
2018-02-25,81,False
2018-02-26,100,False
2018-02-27,98,False
2018-02-28,97,False
2018-03-01,97,False
2018-03-02,90,False
2018-03-03,89,False
2018-03-04,82,False
2018-03-05,99,False
2018-03-06,94,False
2018-03-07,96,False
2018-03-08,93,False
2018-03-09,91,False
2018-03-10,92,False
2018-03-11,77,False
2018-03-12,92,False
2018-03-13,93,False
2018-03-14,92,False
2018-03-15,91,False
2018-03-16,90,False
2018-03-17,83,False
2018-03-18,76,False
2018-03-19,94,False
2018-03-20,93,False
2018-03-21,87,False
2018-03-22,90,False
2018-03-23,90,False
2018-03-24,83,False
2018-03-25,74,False
2018-03-26,92,False
2018-03-27,87,False
2018-03-28,99,False
2018-03-29,92,False
2018-03-30,86,False
2018-03-31,80,False
2018-04-01,70,False
2018-04-02,85,False
2018-04-03,95,False
2018-04-04,91,False
2018-04-05,92,False
2018-04-06,87,False
2018-04-07,80,False
2018-04-08,72,False
2018-04-09,90,False
2018-04-10,85,False
2018-04-11,85,False
2018-04-12,87,False
2018-04-13,85,False
2018-04-14,74,False
2018-04-15,70,False
2018-04-16,87,False
2018-04-17,85,False
2018-04-18,82,False
2018-04-19,82,False
2018-04-20,81,False
2018-04-21,76,False
2018-04-22,70,False
2018-04-23,85,False
2018-04-24,88,False
2018-04-25,85,False
2018-04-26,89,False
2018-04-27,86,False
2018-04-28,80,False
2018-04-29,70,False
2018-04-30,90,False
2018-05-01,79,False
2018-05-02,91,False
2018-05-03,86,False
2018-05-04,89,False
2018-05-05,78,False
2018-05-06,68,False
2018-05-07,87,False
2018-05-08,90,False
2018-05-09,91,False
2018-05-10,84,False
2018-05-11,84,False
2018-05-12,76,False
2018-05-13,70,False
2018-05-14,92,False
2018-05-15,91,False
2018-05-16,91,False
2018-05-17,83,False
2018-05-18,82,False
2018-05-19,77,False
2018-05-20,67,False
2018-05-21,86,False
2018-05-22,86,False
2018-05-23,85,False
2018-05-24,86,False
2018-05-25,90,False
2018-05-26,79,False
2018-05-27,67,False
2018-05-28,89,False
2018-05-29,88,False
2018-05-30,85,False
2018-05-31,87,False
2018-06-01,84,False
2018-06-02,77,False
2018-06-03,72,False
2018-06-04,90,False
2018-06-05,93,False
2018-06-06,88,False
2018-06-07,89,False
2018-06-08,85,False
2018-06-09,77,False
2018-06-10,72,False
2018-06-11,88,False
2018-06-12,92,False
2018-06-13,90,False
2018-06-14,86,False
2018-06-15,86,False
2018-06-16,74,False
2018-06-17,72,False
2018-06-18,94,False
2018-06-19,92,False
2018-06-20,88,False
2018-06-21,86,False
2018-06-22,89,False
2018-06-23,77,False
2018-06-24,70,False
2018-06-25,89,False
2018-06-26,92,False
2018-06-27,87,False
2018-06-28,90,False
2018-06-29,88,False
