date,Vodafone,isPartial
2013-11-06,91,False
2013-11-07,92,False
2013-11-08,86,False
2013-11-09,82,False
2013-11-10,75,False
2013-11-11,93,False
2013-11-12,92,False
2013-11-13,86,False
2013-11-14,87,False
2013-11-15,87,False
2013-11-16,82,False
2013-11-17,72,False
2013-11-18,95,False
2013-11-19,92,False
2013-11-20,90,False
2013-11-21,93,False
2013-11-22,87,False
2013-11-23,79,False
2013-11-24,80,False
2013-11-25,94,False
2013-11-26,92,False
2013-11-27,92,False
2013-11-28,91,False
2013-11-29,95,False
2013-11-30,87,False
2013-12-01,79,False
2013-12-02,99,False
2013-12-03,95,False
2013-12-04,91,False
2013-12-05,87,False
2013-12-06,87,False
2013-12-07,84,False
2013-12-08,83,False
2013-12-09,98,False
2013-12-10,94,False
2013-12-11,94,False
2013-12-12,93,False
2013-12-13,90,False
2013-12-14,86,False
2013-12-15,84,False
2013-12-16,96,False
2013-12-17,96,False
2013-12-18,90,False
2013-12-19,90,False
2013-12-20,89,False
2013-12-21,86,False
2013-12-22,79,False
2013-12-23,94,False
2013-12-24,93,False
2013-12-25,91,False
2013-12-26,94,False
2013-12-27,99,False
2013-12-28,92,False
2013-12-29,78,False
2013-12-30,96,False
2013-12-31,82,False
2014-01-01,84,False
2014-01-02,100,False
2014-01-03,94,False
2014-01-04,85,False
2014-01-05,75,False
2014-01-06,91,False
2014-01-07,93,False
2014-01-08,92,False
2014-01-09,93,False
2014-01-10,85,False
2014-01-11,80,False
2014-01-12,76,False
2014-01-13,92,False
2014-01-14,91,False
2014-01-15,89,False
2014-01-16,93,False
2014-01-17,89,False
2014-01-18,84,False
2014-01-19,80,False
2014-01-20,97,False
2014-01-21,94,False
2014-01-22,92,False
2014-01-23,92,False
2014-01-24,86,False
2014-01-25,80,False
2014-01-26,74,False
2014-01-27,91,False
2014-01-28,87,False
2014-01-29,90,False
2014-01-30,87,False
2014-01-31,88,False
2014-02-01,84,False
2014-02-02,71,False
2014-02-03,91,False
2014-02-04,85,False
2014-02-05,87,False
2014-02-06,83,False
2014-02-07,90,False
2014-02-08,77,False
2014-02-09,73,False
2014-02-10,91,False
2014-02-11,85,False
2014-02-12,84,False
2014-02-13,86,False
2014-02-14,80,False
2014-02-15,79,False
2014-02-16,73,False
2014-02-17,87,False
2014-02-18,84,False
2014-02-19,91,False
2014-02-20,81,False
2014-02-21,83,False
2014-02-22,77,False
2014-02-23,74,False
2014-02-24,86,False
2014-02-25,85,False
2014-02-26,82,False
2014-02-27,85,False
2014-02-28,83,False
2014-03-01,78,False
2014-03-02,70,False
2014-03-03,87,False
2014-03-04,84,False
2014-03-05,84,False
2014-03-06,88,False
2014-03-07,83,False
2014-03-08,73,False
2014-03-09,67,False
2014-03-10,87,False
2014-03-11,83,False
2014-03-12,80,False
2014-03-13,78,False
2014-03-14,78,False
2014-03-15,72,False
2014-03-16,68,False
2014-03-17,83,False
2014-03-18,86,False
2014-03-19,82,False
2014-03-20,78,False
2014-03-21,79,False
2014-03-22,71,False
2014-03-23,67,False
2014-03-24,83,False
2014-03-25,82,False
2014-03-26,77,False
2014-03-27,80,False
2014-03-28,75,False
2014-03-29,70,False
2014-03-30,65,False
2014-03-31,80,False
2014-04-01,79,False
2014-04-02,79,False
2014-04-03,78,False
2014-04-04,75,False
2014-04-05,71,False
2014-04-06,66,False
2014-04-07,84,False
2014-04-08,82,False
2014-04-09,78,False
2014-04-10,80,False
2014-04-11,89,False
2014-04-12,76,False
2014-04-13,67,False
2014-04-14,88,False
2014-04-15,83,False
2014-04-16,83,False
2014-04-17,77,False
2014-04-18,76,False
2014-04-19,73,False
2014-04-20,66,False
2014-04-21,77,False
2014-04-22,83,False
2014-04-23,85,False
2014-04-24,81,False
2014-04-25,77,False
2014-04-26,73,False
2014-04-27,65,False
2014-04-28,84,False
2014-04-29,83,False
2014-04-30,77,False
2014-05-01,76,False
2014-05-02,80,False
2014-05-03,72,False
2014-05-04,66,False
2014-05-05,87,False
2014-05-06,84,False
2014-05-07,83,False
2014-05-08,79,False
2014-05-09,81,False
2014-05-10,73,False
2014-05-11,66,False
2014-05-12,81,False
2014-05-13,79,False
2014-05-14,79,False
2014-05-15,78,False
2014-05-16,73,False
2014-05-17,69,False
2014-05-18,66,False
2014-05-19,83,False
2014-05-20,81,False
2014-05-21,76,False
2014-05-22,77,False
2014-05-23,77,False
2014-05-24,70,False
2014-05-25,67,False
2014-05-26,81,False
2014-05-27,80,False
2014-05-28,76,False
2014-05-29,77,False
2014-05-30,77,False
2014-05-31,73,False
2014-06-01,69,False
2014-06-02,80,False
2014-06-03,83,False
2014-06-04,85,False
2014-06-05,83,False
2014-06-06,83,False
2014-06-07,76,False
2014-06-08,67,False
2014-06-09,82,False
2014-06-10,83,False
2014-06-11,82,False
2014-06-12,79,False
2014-06-13,79,False
2014-06-14,70,False
2014-06-15,70,False
2014-06-16,82,False
2014-06-17,86,False
2014-06-18,81,False
2014-06-19,92,False
2014-06-20,82,False
2014-06-21,76,False
2014-06-22,71,False
2014-06-23,87,False
2014-06-24,84,False
2014-06-25,82,False
2014-06-26,81,False
2014-06-27,81,False
2014-06-28,79,False
2014-06-29,73,False
2014-06-30,94,False
2014-07-01,88,False
2014-07-02,87,False
2014-07-03,85,False
2014-07-04,83,False
2014-07-05,80,False
2014-07-06,73,False
2014-07-07,92,False
2014-07-08,89,False
2014-07-09,87,False
2014-07-10,87,False
2014-07-11,84,False
2014-07-12,82,False
2014-07-13,72,False
2014-07-14,93,False
2014-07-15,88,False
2014-07-16,93,False
2014-07-17,88,False
2014-07-18,84,False
2014-07-19,82,False
2014-07-20,77,False
2014-07-21,96,False
2014-07-22,90,False
2014-07-23,84,False
2014-07-24,84,False
