date,Vodafone,isPartial
2012-01-26,88,False
2012-01-27,88,False
2012-01-28,84,False
2012-01-29,78,False
2012-01-30,96,False
2012-01-31,93,False
2012-02-01,91,False
2012-02-02,90,False
2012-02-03,86,False
2012-02-04,82,False
2012-02-05,80,False
2012-02-06,94,False
2012-02-07,89,False
2012-02-08,89,False
2012-02-09,83,False
2012-02-10,87,False
2012-02-11,81,False
2012-02-12,72,False
2012-02-13,87,False
2012-02-14,85,False
2012-02-15,89,False
2012-02-16,86,False
2012-02-17,87,False
2012-02-18,80,False
2012-02-19,80,False
2012-02-20,91,False
2012-02-21,91,False
2012-02-22,91,False
2012-02-23,85,False
2012-02-24,83,False
2012-02-25,78,False
2012-02-26,76,False
2012-02-27,92,False
2012-02-28,94,False
2012-02-29,90,False
2012-03-01,90,False
2012-03-02,84,False
2012-03-03,81,False
2012-03-04,76,False
2012-03-05,89,False
2012-03-06,86,False
2012-03-07,87,False
2012-03-08,84,False
2012-03-09,83,False
2012-03-10,76,False
2012-03-11,76,False
2012-03-12,89,False
2012-03-13,88,False
2012-03-14,84,False
2012-03-15,81,False
2012-03-16,80,False
2012-03-17,77,False
2012-03-18,71,False
2012-03-19,87,False
2012-03-20,85,False
2012-03-21,83,False
2012-03-22,84,False
2012-03-23,80,False
2012-03-24,72,False
2012-03-25,69,False
2012-03-26,84,False
2012-03-27,82,False
2012-03-28,79,False
2012-03-29,75,False
2012-03-30,74,False
2012-03-31,73,False
2012-04-01,69,False
2012-04-02,83,False
2012-04-03,80,False
2012-04-04,91,False
2012-04-05,83,False
2012-04-06,77,False
2012-04-07,70,False
2012-04-08,68,False
2012-04-09,78,False
2012-04-10,86,False
2012-04-11,83,False
2012-04-12,84,False
2012-04-13,81,False
2012-04-14,73,False
2012-04-15,73,False
2012-04-16,83,False
2012-04-17,78,False
2012-04-18,79,False
2012-04-19,82,False
2012-04-20,78,False
2012-04-21,71,False
2012-04-22,67,False
2012-04-23,82,False
2012-04-24,76,False
2012-04-25,73,False
2012-04-26,77,False
2012-04-27,74,False
2012-04-28,73,False
2012-04-29,68,False
2012-04-30,78,False
2012-05-01,71,False
2012-05-02,83,False
2012-05-03,78,False
2012-05-04,78,False
2012-05-05,74,False
2012-05-06,71,False
2012-05-07,81,False
2012-05-08,81,False
2012-05-09,78,False
2012-05-10,78,False
2012-05-11,75,False
2012-05-12,68,False
2012-05-13,66,False
2012-05-14,77,False
2012-05-15,75,False
2012-05-16,77,False
2012-05-17,77,False
2012-05-18,76,False
2012-05-19,70,False
2012-05-20,69,False
2012-05-21,80,False
2012-05-22,77,False
2012-05-23,76,False
2012-05-24,75,False
2012-05-25,75,False
2012-05-26,68,False
2012-05-27,65,False
2012-05-28,80,False
2012-05-29,78,False
2012-05-30,79,False
2012-05-31,82,False
2012-06-01,82,False
2012-06-02,71,False
2012-06-03,65,False
2012-06-04,80,False
2012-06-05,79,False
2012-06-06,78,False
2012-06-07,82,False
2012-06-08,79,False
2012-06-09,70,False
2012-06-10,68,False
2012-06-11,83,False
2012-06-12,82,False
2012-06-13,84,False
2012-06-14,81,False
2012-06-15,82,False
2012-06-16,76,False
2012-06-17,74,False
2012-06-18,82,False
2012-06-19,81,False
2012-06-20,83,False
2012-06-21,81,False
2012-06-22,78,False
2012-06-23,75,False
2012-06-24,72,False
2012-06-25,81,False
2012-06-26,82,False
2012-06-27,82,False
2012-06-28,79,False
2012-06-29,81,False
2012-06-30,77,False
2012-07-01,75,False
2012-07-02,89,False
2012-07-03,87,False
2012-07-04,89,False
2012-07-05,85,False
2012-07-06,79,False
2012-07-07,74,False
2012-07-08,70,False
2012-07-09,91,False
2012-07-10,82,False
2012-07-11,82,False
2012-07-12,80,False
2012-07-13,83,False
2012-07-14,76,False
2012-07-15,73,False
2012-07-16,91,False
2012-07-17,82,False
2012-07-18,85,False
2012-07-19,82,False
2012-07-20,80,False
2012-07-21,77,False
2012-07-22,72,False
2012-07-23,83,False
2012-07-24,83,False
2012-07-25,80,False
2012-07-26,83,False
2012-07-27,78,False
2012-07-28,71,False
2012-07-29,68,False
2012-07-30,83,False
2012-07-31,83,False
2012-08-01,81,False
2012-08-02,81,False
2012-08-03,77,False
2012-08-04,74,False
2012-08-05,69,False
2012-08-06,83,False
2012-08-07,81,False
2012-08-08,79,False
2012-08-09,77,False
2012-08-10,74,False
2012-08-11,71,False
2012-08-12,67,False
2012-08-13,84,False
2012-08-14,77,False
2012-08-15,69,False
2012-08-16,75,False
2012-08-17,75,False
2012-08-18,72,False
2012-08-19,67,False
2012-08-20,81,False
2012-08-21,85,False
2012-08-22,81,False
2012-08-23,79,False
2012-08-24,75,False
2012-08-25,70,False
2012-08-26,65,False
2012-08-27,81,False
2012-08-28,79,False
2012-08-29,79,False
2012-08-30,79,False
2012-08-31,79,False
2012-09-01,74,False
2012-09-02,67,False
2012-09-03,89,False
2012-09-04,84,False
2012-09-05,80,False
2012-09-06,82,False
2012-09-07,78,False
2012-09-08,72,False
2012-09-09,67,False
2012-09-10,79,False
2012-09-11,80,False
2012-09-12,90,False
2012-09-13,100,False
2012-09-14,94,False
2012-09-15,82,False
2012-09-16,74,False
2012-09-17,90,False
2012-09-18,84,False
2012-09-19,85,False
2012-09-20,87,False
2012-09-21,96,False
2012-09-22,80,False
2012-09-23,78,False
2012-09-24,94,False
2012-09-25,92,False
2012-09-26,93,False
2012-09-27,93,False
2012-09-28,96,False
2012-09-29,87,False
2012-09-30,82,False
2012-10-01,96,False
2012-10-02,86,False
2012-10-03,83,False
2012-10-04,89,False
2012-10-05,85,False
2012-10-06,79,False
2012-10-07,75,False
2012-10-08,92,False
2012-10-09,88,False
2012-10-10,86,False
2012-10-11,86,False
2012-10-12,80,False
