date,Vodafone,isPartial
2011-05-11,79,False
2011-05-12,79,False
2011-05-13,77,False
2011-05-14,72,False
2011-05-15,69,False
2011-05-16,81,False
2011-05-17,78,False
2011-05-18,77,False
2011-05-19,75,False
2011-05-20,76,False
2011-05-21,71,False
2011-05-22,69,False
2011-05-23,80,False
2011-05-24,76,False
2011-05-25,79,False
2011-05-26,75,False
2011-05-27,80,False
2011-05-28,70,False
2011-05-29,67,False
2011-05-30,85,False
2011-05-31,80,False
2011-06-01,79,False
2011-06-02,76,False
2011-06-03,76,False
2011-06-04,76,False
2011-06-05,72,False
2011-06-06,82,False
2011-06-07,83,False
2011-06-08,80,False
2011-06-09,79,False
2011-06-10,78,False
2011-06-11,76,False
2011-06-12,70,False
2011-06-13,81,False
2011-06-14,83,False
2011-06-15,79,False
2011-06-16,81,False
2011-06-17,80,False
2011-06-18,74,False
2011-06-19,74,False
2011-06-20,87,False
2011-06-21,87,False
2011-06-22,84,False
2011-06-23,82,False
2011-06-24,81,False
2011-06-25,73,False
2011-06-26,74,False
2011-06-27,87,False
2011-06-28,86,False
2011-06-29,85,False
2011-06-30,85,False
2011-07-01,85,False
2011-07-02,79,False
2011-07-03,77,False
2011-07-04,97,False
2011-07-05,84,False
2011-07-06,83,False
2011-07-07,84,False
2011-07-08,83,False
2011-07-09,74,False
2011-07-10,71,False
2011-07-11,84,False
2011-07-12,86,False
2011-07-13,82,False
2011-07-14,82,False
2011-07-15,81,False
2011-07-16,77,False
2011-07-17,75,False
2011-07-18,88,False
2011-07-19,83,False
2011-07-20,82,False
2011-07-21,82,False
2011-07-22,78,False
2011-07-23,72,False
2011-07-24,72,False
2011-07-25,84,False
2011-07-26,85,False
2011-07-27,83,False
2011-07-28,80,False
2011-07-29,85,False
2011-07-30,75,False
2011-07-31,75,False
2011-08-01,89,False
2011-08-02,81,False
2011-08-03,82,False
2011-08-04,80,False
2011-08-05,79,False
2011-08-06,72,False
2011-08-07,73,False
2011-08-08,85,False
2011-08-09,78,False
2011-08-10,76,False
2011-08-11,78,False
2011-08-12,77,False
2011-08-13,71,False
2011-08-14,67,False
2011-08-15,75,False
2011-08-16,81,False
2011-08-17,78,False
2011-08-18,75,False
2011-08-19,75,False
2011-08-20,71,False
2011-08-21,63,False
2011-08-22,75,False
2011-08-23,75,False
2011-08-24,79,False
2011-08-25,76,False
2011-08-26,79,False
2011-08-27,73,False
2011-08-28,71,False
2011-08-29,85,False
2011-08-30,83,False
2011-08-31,81,False
2011-09-01,80,False
2011-09-02,78,False
2011-09-03,73,False
2011-09-04,73,False
2011-09-05,89,False
2011-09-06,83,False
2011-09-07,81,False
2011-09-08,80,False
2011-09-09,76,False
2011-09-10,68,False
2011-09-11,68,False
2011-09-12,81,False
2011-09-13,80,False
2011-09-14,78,False
2011-09-15,78,False
2011-09-16,78,False
2011-09-17,74,False
2011-09-18,71,False
2011-09-19,82,False
2011-09-20,78,False
2011-09-21,76,False
2011-09-22,78,False
2011-09-23,75,False
2011-09-24,70,False
2011-09-25,69,False
2011-09-26,80,False
2011-09-27,78,False
2011-09-28,78,False
2011-09-29,79,False
2011-09-30,84,False
2011-10-01,76,False
2011-10-02,72,False
2011-10-03,82,False
2011-10-04,84,False
2011-10-05,94,False
2011-10-06,90,False
2011-10-07,92,False
2011-10-08,87,False
2011-10-09,81,False
2011-10-10,99,False
2011-10-11,88,False
2011-10-12,84,False
2011-10-13,88,False
2011-10-14,89,False
2011-10-15,81,False
2011-10-16,79,False
2011-10-17,94,False
2011-10-18,89,False
2011-10-19,87,False
2011-10-20,87,False
2011-10-21,84,False
2011-10-22,79,False
2011-10-23,77,False
2011-10-24,87,False
2011-10-25,85,False
2011-10-26,82,False
2011-10-27,87,False
2011-10-28,91,False
2011-10-29,83,False
2011-10-30,77,False
2011-10-31,87,False
2011-11-01,82,False
2011-11-02,90,False
2011-11-03,91,False
2011-11-04,87,False
2011-11-05,84,False
2011-11-06,82,False
2011-11-07,91,False
2011-11-08,89,False
2011-11-09,86,False
2011-11-10,95,False
2011-11-11,88,False
2011-11-12,80,False
2011-11-13,82,False
2011-11-14,96,False
2011-11-15,91,False
2011-11-16,92,False
2011-11-17,92,False
2011-11-18,91,False
2011-11-19,83,False
2011-11-20,80,False
2011-11-21,95,False
2011-11-22,90,False
2011-11-23,87,False
2011-11-24,92,False
2011-11-25,88,False
2011-11-26,79,False
2011-11-27,78,False
2011-11-28,92,False
2011-11-29,88,False
2011-11-30,91,False
2011-12-01,94,False
2011-12-02,91,False
2011-12-03,88,False
2011-12-04,86,False
2011-12-05,91,False
2011-12-06,86,False
2011-12-07,89,False
2011-12-08,86,False
2011-12-09,90,False
2011-12-10,83,False
2011-12-11,81,False
2011-12-12,97,False
2011-12-13,92,False
2011-12-14,89,False
2011-12-15,92,False
2011-12-16,88,False
2011-12-17,87,False
2011-12-18,82,False
2011-12-19,95,False
2011-12-20,89,False
2011-12-21,93,False
2011-12-22,89,False
2011-12-23,91,False
2011-12-24,82,False
2011-12-25,93,False
2011-12-26,93,False
2011-12-27,99,False
2011-12-28,98,False
2011-12-29,95,False
2011-12-30,92,False
2011-12-31,78,False
2012-01-01,84,False
2012-01-02,100,False
2012-01-03,97,False
2012-01-04,91,False
2012-01-05,87,False
2012-01-06,80,False
2012-01-07,81,False
2012-01-08,81,False
2012-01-09,92,False
2012-01-10,90,False
2012-01-11,86,False
2012-01-12,84,False
2012-01-13,84,False
2012-01-14,77,False
2012-01-15,75,False
2012-01-16,96,False
2012-01-17,90,False
2012-01-18,87,False
2012-01-19,92,False
2012-01-20,88,False
2012-01-21,78,False
2012-01-22,78,False
2012-01-23,92,False
2012-01-24,88,False
2012-01-25,84,False
2012-01-26,82,False
