date,Vodafone,isPartial
2014-12-01,97,False
2014-12-02,92,False
2014-12-03,89,False
2014-12-04,86,False
2014-12-05,85,False
2014-12-06,80,False
2014-12-07,78,False
2014-12-08,88,False
2014-12-09,89,False
2014-12-10,89,False
2014-12-11,89,False
2014-12-12,86,False
2014-12-13,85,False
2014-12-14,79,False
2014-12-15,92,False
2014-12-16,91,False
2014-12-17,91,False
2014-12-18,95,False
2014-12-19,91,False
2014-12-20,84,False
2014-12-21,81,False
2014-12-22,98,False
2014-12-23,93,False
2014-12-24,87,False
2014-12-25,88,False
2014-12-26,90,False
2014-12-27,90,False
2014-12-28,79,False
2014-12-29,99,False
2014-12-30,91,False
2014-12-31,84,False
2015-01-01,85,False
2015-01-02,100,False
2015-01-03,86,False
2015-01-04,77,False
2015-01-05,96,False
2015-01-06,88,False
2015-01-07,96,False
2015-01-08,89,False
2015-01-09,89,False
2015-01-10,82,False
2015-01-11,74,False
2015-01-12,92,False
2015-01-13,87,False
2015-01-14,87,False
2015-01-15,87,False
2015-01-16,86,False
2015-01-17,80,False
2015-01-18,77,False
2015-01-19,95,False
2015-01-20,90,False
2015-01-21,88,False
2015-01-22,87,False
2015-01-23,84,False
2015-01-24,77,False
2015-01-25,70,False
2015-01-26,81,False
2015-01-27,87,False
2015-01-28,86,False
2015-01-29,84,False
2015-01-30,85,False
2015-01-31,82,False
2015-02-01,76,False
2015-02-02,90,False
2015-02-03,87,False
2015-02-04,85,False
2015-02-05,87,False
2015-02-06,83,False
2015-02-07,78,False
2015-02-08,70,False
2015-02-09,87,False
2015-02-10,85,False
2015-02-11,85,False
2015-02-12,82,False
2015-02-13,85,False
2015-02-14,80,False
2015-02-15,72,False
2015-02-16,89,False
2015-02-17,88,False
2015-02-18,85,False
2015-02-19,85,False
2015-02-20,81,False
2015-02-21,78,False
2015-02-22,70,False
2015-02-23,86,False
2015-02-24,85,False
2015-02-25,86,False
2015-02-26,82,False
2015-02-27,81,False
2015-02-28,79,False
2015-03-01,75,False
2015-03-02,93,False
2015-03-03,91,False
2015-03-04,85,False
2015-03-05,86,False
2015-03-06,79,False
2015-03-07,78,False
2015-03-08,74,False
2015-03-09,89,False
2015-03-10,86,False
2015-03-11,84,False
2015-03-12,81,False
2015-03-13,82,False
2015-03-14,74,False
2015-03-15,72,False
2015-03-16,87,False
2015-03-17,86,False
2015-03-18,83,False
2015-03-19,81,False
2015-03-20,81,False
2015-03-21,76,False
2015-03-22,69,False
2015-03-23,85,False
2015-03-24,82,False
2015-03-25,87,False
2015-03-26,86,False
2015-03-27,80,False
2015-03-28,75,False
2015-03-29,69,False
2015-03-30,88,False
2015-03-31,85,False
2015-04-01,83,False
2015-04-02,82,False
2015-04-03,75,False
2015-04-04,74,False
2015-04-05,66,False
2015-04-06,80,False
2015-04-07,88,False
2015-04-08,87,False
2015-04-09,87,False
2015-04-10,82,False
2015-04-11,79,False
2015-04-12,69,False
2015-04-13,88,False
2015-04-14,83,False
2015-04-15,88,False
2015-04-16,83,False
2015-04-17,83,False
2015-04-18,77,False
2015-04-19,73,False
2015-04-20,85,False
2015-04-21,85,False
2015-04-22,81,False
2015-04-23,82,False
2015-04-24,80,False
2015-04-25,76,False
2015-04-26,68,False
2015-04-27,85,False
2015-04-28,87,False
2015-04-29,84,False
2015-04-30,83,False
2015-05-01,74,False
2015-05-02,73,False
2015-05-03,68,False
2015-05-04,88,False
2015-05-05,85,False
2015-05-06,83,False
2015-05-07,81,False
2015-05-08,80,False
2015-05-09,74,False
2015-05-10,67,False
2015-05-11,85,False
2015-05-12,79,False
2015-05-13,78,False
2015-05-14,77,False
2015-05-15,77,False
2015-05-16,76,False
2015-05-17,68,False
2015-05-18,83,False
2015-05-19,82,False
2015-05-20,83,False
2015-05-21,82,False
2015-05-22,81,False
2015-05-23,74,False
2015-05-24,65,False
2015-05-25,81,False
2015-05-26,84,False
2015-05-27,79,False
2015-05-28,79,False
2015-05-29,80,False
2015-05-30,72,False
2015-05-31,65,False
2015-06-01,83,False
2015-06-02,79,False
2015-06-03,80,False
2015-06-04,80,False
2015-06-05,77,False
2015-06-06,73,False
2015-06-07,66,False
2015-06-08,84,False
2015-06-09,83,False
2015-06-10,80,False
2015-06-11,79,False
