date,Express Scripts,isPartial
2014-03-16,56,False
2014-03-17,94,False
2014-03-18,89,False
2014-03-19,81,False
2014-03-20,69,False
2014-03-21,70,False
2014-03-22,46,False
2014-03-23,41,False
2014-03-24,91,False
2014-03-25,88,False
2014-03-26,79,False
2014-03-27,84,False
2014-03-28,60,False
2014-03-29,53,False
2014-03-30,39,False
2014-03-31,79,False
2014-04-01,91,False
2014-04-02,78,False
2014-04-03,76,False
2014-04-04,77,False
2014-04-05,52,False
2014-04-06,47,False
2014-04-07,88,False
2014-04-08,86,False
2014-04-09,77,False
2014-04-10,71,False
2014-04-11,62,False
2014-04-12,44,False
2014-04-13,32,False
2014-04-14,77,False
2014-04-15,89,False
2014-04-16,81,False
2014-04-17,75,False
2014-04-18,75,False
2014-04-19,37,False
2014-04-20,28,False
2014-04-21,80,False
2014-04-22,80,False
2014-04-23,67,False
2014-04-24,76,False
2014-04-25,74,False
2014-04-26,41,False
2014-04-27,44,False
2014-04-28,77,False
2014-04-29,74,False
2014-04-30,92,False
2014-05-01,95,False
2014-05-02,75,False
2014-05-03,48,False
2014-05-04,39,False
2014-05-05,71,False
2014-05-06,77,False
2014-05-07,81,False
2014-05-08,67,False
2014-05-09,62,False
2014-05-10,42,False
2014-05-11,36,False
2014-05-12,74,False
2014-05-13,73,False
2014-05-14,72,False
2014-05-15,67,False
2014-05-16,65,False
2014-05-17,41,False
2014-05-18,44,False
2014-05-19,67,False
2014-05-20,86,False
2014-05-21,76,False
2014-05-22,79,False
2014-05-23,67,False
2014-05-24,36,False
2014-05-25,28,False
2014-05-26,31,False
2014-05-27,70,False
2014-05-28,82,False
2014-05-29,62,False
2014-05-30,86,False
2014-05-31,55,False
2014-06-01,36,False
2014-06-02,84,False
2014-06-03,83,False
2014-06-04,69,False
2014-06-05,70,False
2014-06-06,58,False
2014-06-07,46,False
2014-06-08,38,False
2014-06-09,87,False
2014-06-10,86,False
2014-06-11,74,False
2014-06-12,72,False
2014-06-13,62,False
2014-06-14,47,False
2014-06-15,38,False
2014-06-16,86,False
2014-06-17,79,False
2014-06-18,74,False
2014-06-19,71,False
2014-06-20,70,False
2014-06-21,45,False
2014-06-22,38,False
2014-06-23,81,False
2014-06-24,88,False
2014-06-25,89,False
2014-06-26,78,False
2014-06-27,67,False
2014-06-28,35,False
2014-06-29,49,False
2014-06-30,89,False
2014-07-01,85,False
2014-07-02,71,False
2014-07-03,73,False
2014-07-04,44,False
2014-07-05,38,False
2014-07-06,39,False
2014-07-07,86,False
2014-07-08,93,False
2014-07-09,94,False
2014-07-10,70,False
2014-07-11,83,False
2014-07-12,39,False
2014-07-13,45,False
2014-07-14,95,False
2014-07-15,77,False
2014-07-16,91,False
2014-07-17,85,False
2014-07-18,72,False
2014-07-19,48,False
2014-07-20,45,False
2014-07-21,88,False
2014-07-22,68,False
2014-07-23,67,False
2014-07-24,81,False
2014-07-25,67,False
2014-07-26,48,False
2014-07-27,52,False
2014-07-28,91,False
2014-07-29,95,False
2014-07-30,80,False
2014-07-31,86,False
2014-08-01,74,False
2014-08-02,52,False
2014-08-03,41,False
2014-08-04,100,False
2014-08-05,80,False
2014-08-06,67,False
2014-08-07,64,False
2014-08-08,77,False
2014-08-09,41,False
2014-08-10,47,False
2014-08-11,92,False
2014-08-12,93,False
2014-08-13,83,False
2014-08-14,80,False
2014-08-15,76,False
2014-08-16,50,False
2014-08-17,44,False
2014-08-18,79,False
2014-08-19,88,False
2014-08-20,70,False
2014-08-21,80,False
2014-08-22,84,False
2014-08-23,51,False
2014-08-24,43,False
2014-08-25,78,False
2014-08-26,83,False
2014-08-27,85,False
2014-08-28,72,False
2014-08-29,64,False
2014-08-30,43,False
2014-08-31,41,False
2014-09-01,41,False
2014-09-02,74,False
2014-09-03,83,False
2014-09-04,76,False
2014-09-05,75,False
2014-09-06,50,False
2014-09-07,35,False
2014-09-08,72,False
2014-09-09,84,False
2014-09-10,80,False
2014-09-11,66,False
2014-09-12,80,False
2014-09-13,42,False
2014-09-14,41,False
2014-09-15,79,False
2014-09-16,77,False
2014-09-17,76,False
2014-09-18,74,False
2014-09-19,70,False
2014-09-20,42,False
2014-09-21,38,False
2014-09-22,93,False
2014-09-23,81,False
2014-09-24,63,False
2014-09-25,71,False
2014-09-26,67,False
2014-09-27,46,False
2014-09-28,36,False
2014-09-29,84,False
2014-09-30,74,False
2014-10-01,78,False
2014-10-02,84,False
2014-10-03,62,False
2014-10-04,46,False
2014-10-05,49,False
2014-10-06,86,False
2014-10-07,89,False
2014-10-08,78,False
2014-10-09,69,False
2014-10-10,59,False
2014-10-11,40,False
2014-10-12,37,False
2014-10-13,79,False
2014-10-14,87,False
2014-10-15,73,False
2014-10-16,82,False
2014-10-17,63,False
2014-10-18,45,False
2014-10-19,51,False
2014-10-20,79,False
2014-10-21,82,False
2014-10-22,83,False
2014-10-23,70,False
2014-10-24,72,False
2014-10-25,46,False
2014-10-26,44,False
2014-10-27,72,False
2014-10-28,88,False
2014-10-29,79,False
2014-10-30,75,False
2014-10-31,80,False
2014-11-01,44,False
2014-11-02,58,False
2014-11-03,92,False
2014-11-04,88,False
2014-11-05,77,False
2014-11-06,85,False
2014-11-07,84,False
2014-11-08,35,False
2014-11-09,49,False
2014-11-10,79,False
2014-11-11,74,False
2014-11-12,86,False
2014-11-13,78,False
2014-11-14,70,False
2014-11-15,60,False
2014-11-16,48,False
2014-11-17,79,False
2014-11-18,74,False
2014-11-19,85,False
2014-11-20,80,False
2014-11-21,76,False
2014-11-22,49,False
2014-11-23,46,False
2014-11-24,71,False
2014-11-25,70,False
2014-11-26,69,False
2014-11-27,31,False
2014-11-28,51,False
2014-11-29,49,False
2014-11-30,37,False
2014-12-01,87,False
