date,Express Scripts,isPartial
2014-12-01,78,False
2014-12-02,79,False
2014-12-03,86,False
2014-12-04,77,False
2014-12-05,74,False
2014-12-06,45,False
2014-12-07,36,False
2014-12-08,71,False
2014-12-09,79,False
2014-12-10,73,False
2014-12-11,64,False
2014-12-12,71,False
2014-12-13,43,False
2014-12-14,33,False
2014-12-15,71,False
2014-12-16,78,False
2014-12-17,73,False
2014-12-18,81,False
2014-12-19,66,False
2014-12-20,37,False
2014-12-21,38,False
2014-12-22,69,False
2014-12-23,73,False
2014-12-24,58,False
2014-12-25,19,False
2014-12-26,45,False
2014-12-27,45,False
2014-12-28,31,False
2014-12-29,75,False
2014-12-30,83,False
2014-12-31,71,False
2015-01-01,42,False
2015-01-02,78,False
2015-01-03,38,False
2015-01-04,45,False
2015-01-05,100,False
2015-01-06,85,False
2015-01-07,72,False
2015-01-08,75,False
2015-01-09,78,False
2015-01-10,44,False
2015-01-11,40,False
2015-01-12,70,False
2015-01-13,83,False
2015-01-14,71,False
2015-01-15,84,False
2015-01-16,74,False
2015-01-17,55,False
2015-01-18,37,False
2015-01-19,77,False
2015-01-20,79,False
2015-01-21,71,False
2015-01-22,78,False
2015-01-23,67,False
2015-01-24,36,False
2015-01-25,35,False
2015-01-26,74,False
2015-01-27,65,False
2015-01-28,67,False
2015-01-29,72,False
2015-01-30,74,False
2015-01-31,57,False
2015-02-01,33,False
2015-02-02,76,False
2015-02-03,66,False
2015-02-04,72,False
2015-02-05,73,False
2015-02-06,67,False
2015-02-07,36,False
2015-02-08,38,False
2015-02-09,84,False
2015-02-10,68,False
2015-02-11,74,False
2015-02-12,69,False
2015-02-13,62,False
2015-02-14,44,False
2015-02-15,45,False
2015-02-16,64,False
2015-02-17,64,False
2015-02-18,78,False
2015-02-19,81,False
2015-02-20,59,False
2015-02-21,38,False
2015-02-22,36,False
2015-02-23,61,False
2015-02-24,75,False
2015-02-25,73,False
2015-02-26,68,False
2015-02-27,74,False
2015-02-28,36,False
2015-03-01,32,False
2015-03-02,66,False
2015-03-03,71,False
2015-03-04,73,False
2015-03-05,62,False
2015-03-06,70,False
2015-03-07,40,False
2015-03-08,38,False
2015-03-09,72,False
2015-03-10,61,False
2015-03-11,68,False
2015-03-12,66,False
2015-03-13,61,False
2015-03-14,37,False
2015-03-15,34,False
2015-03-16,73,False
2015-03-17,74,False
2015-03-18,63,False
2015-03-19,66,False
2015-03-20,58,False
2015-03-21,38,False
2015-03-22,27,False
2015-03-23,69,False
2015-03-24,78,False
2015-03-25,47,False
2015-03-26,66,False
2015-03-27,60,False
2015-03-28,31,False
2015-03-29,34,False
2015-03-30,58,False
2015-03-31,69,False
2015-04-01,68,False
2015-04-02,59,False
2015-04-03,56,False
2015-04-04,29,False
2015-04-05,23,False
2015-04-06,63,False
2015-04-07,80,False
2015-04-08,63,False
2015-04-09,61,False
2015-04-10,62,False
2015-04-11,43,False
2015-04-12,34,False
2015-04-13,61,False
2015-04-14,62,False
2015-04-15,57,False
2015-04-16,56,False
2015-04-17,56,False
2015-04-18,33,False
2015-04-19,28,False
2015-04-20,72,False
2015-04-21,63,False
2015-04-22,56,False
2015-04-23,62,False
2015-04-24,61,False
2015-04-25,34,False
2015-04-26,30,False
2015-04-27,72,False
2015-04-28,66,False
2015-04-29,70,False
2015-04-30,56,False
2015-05-01,62,False
2015-05-02,33,False
2015-05-03,30,False
2015-05-04,65,False
2015-05-05,57,False
2015-05-06,64,False
2015-05-07,57,False
2015-05-08,50,False
2015-05-09,32,False
2015-05-10,34,False
2015-05-11,64,False
2015-05-12,62,False
2015-05-13,64,False
2015-05-14,56,False
2015-05-15,59,False
2015-05-16,30,False
2015-05-17,35,False
2015-05-18,59,False
2015-05-19,58,False
2015-05-20,57,False
2015-05-21,65,False
2015-05-22,47,False
2015-05-23,31,False
2015-05-24,24,False
2015-05-25,25,False
2015-05-26,66,False
2015-05-27,71,False
2015-05-28,66,False
2015-05-29,58,False
2015-05-30,30,False
2015-05-31,27,False
2015-06-01,67,False
2015-06-02,68,False
2015-06-03,70,False
2015-06-04,61,False
2015-06-05,56,False
2015-06-06,46,False
2015-06-07,32,False
2015-06-08,67,False
2015-06-09,65,False
2015-06-10,63,False
2015-06-11,62,False
2015-06-12,46,False
2015-06-13,38,False
2015-06-14,25,False
2015-06-15,69,False
2015-06-16,68,False
2015-06-17,75,False
2015-06-18,51,False
2015-06-19,68,False
2015-06-20,31,False
2015-06-21,36,False
2015-06-22,66,False
2015-06-23,59,False
2015-06-24,61,False
2015-06-25,57,False
2015-06-26,62,False
2015-06-27,37,False
2015-06-28,25,False
2015-06-29,64,False
2015-06-30,65,False
2015-07-01,73,False
2015-07-02,64,False
2015-07-03,45,False
2015-07-04,25,False
2015-07-05,27,False
2015-07-06,58,False
2015-07-07,72,False
2015-07-08,69,False
2015-07-09,55,False
2015-07-10,50,False
2015-07-11,36,False
2015-07-12,29,False
2015-07-13,68,False
2015-07-14,66,False
2015-07-15,58,False
2015-07-16,63,False
2015-07-17,57,False
2015-07-18,44,False
2015-07-19,29,False
2015-07-20,68,False
2015-07-21,53,False
2015-07-22,72,False
2015-07-23,66,False
2015-07-24,54,False
2015-07-25,35,False
2015-07-26,27,False
2015-07-27,71,False
2015-07-28,77,False
2015-07-29,62,False
2015-07-30,69,False
2015-07-31,62,False
2015-08-01,43,False
2015-08-02,40,False
2015-08-03,66,False
2015-08-04,68,False
2015-08-05,72,False
2015-08-06,64,False
2015-08-07,58,False
2015-08-08,38,False
2015-08-09,33,False
2015-08-10,72,False
2015-08-11,70,False
2015-08-12,67,False
2015-08-13,53,False
2015-08-14,60,False
2015-08-15,36,False
2015-08-16,35,False
2015-08-17,65,False
2015-08-18,74,False
