date,Express Scripts,isPartial
2016-09-11,36,False
2016-09-12,77,False
2016-09-13,70,False
2016-09-14,67,False
2016-09-15,65,False
2016-09-16,58,False
2016-09-17,35,False
2016-09-18,33,False
2016-09-19,82,False
2016-09-20,66,False
2016-09-21,80,False
2016-09-22,82,False
2016-09-23,71,False
2016-09-24,36,False
2016-09-25,34,False
2016-09-26,69,False
2016-09-27,73,False
2016-09-28,66,False
2016-09-29,69,False
2016-09-30,68,False
2016-10-01,41,False
2016-10-02,38,False
2016-10-03,73,False
2016-10-04,71,False
2016-10-05,80,False
2016-10-06,77,False
2016-10-07,61,False
2016-10-08,32,False
2016-10-09,37,False
2016-10-10,70,False
2016-10-11,67,False
2016-10-12,85,False
2016-10-13,67,False
2016-10-14,71,False
2016-10-15,36,False
2016-10-16,40,False
2016-10-17,74,False
2016-10-18,69,False
2016-10-19,71,False
2016-10-20,59,False
2016-10-21,70,False
2016-10-22,39,False
2016-10-23,36,False
2016-10-24,71,False
2016-10-25,81,False
2016-10-26,75,False
2016-10-27,68,False
2016-10-28,69,False
2016-10-29,41,False
2016-10-30,38,False
2016-10-31,73,False
2016-11-01,73,False
2016-11-02,79,False
2016-11-03,70,False
2016-11-04,64,False
2016-11-05,44,False
2016-11-06,44,False
2016-11-07,77,False
2016-11-08,61,False
2016-11-09,59,False
2016-11-10,67,False
2016-11-11,62,False
2016-11-12,37,False
2016-11-13,34,False
2016-11-14,70,False
2016-11-15,71,False
2016-11-16,67,False
2016-11-17,70,False
2016-11-18,73,False
2016-11-19,42,False
2016-11-20,37,False
2016-11-21,70,False
2016-11-22,69,False
2016-11-23,51,False
2016-11-24,21,False
2016-11-25,38,False
2016-11-26,37,False
2016-11-27,27,False
2016-11-28,76,False
2016-11-29,73,False
2016-11-30,68,False
2016-12-01,78,False
2016-12-02,66,False
2016-12-03,45,False
2016-12-04,33,False
2016-12-05,79,False
2016-12-06,74,False
2016-12-07,76,False
2016-12-08,79,False
2016-12-09,67,False
2016-12-10,34,False
2016-12-11,32,False
2016-12-12,75,False
2016-12-13,70,False
2016-12-14,72,False
2016-12-15,62,False
2016-12-16,68,False
2016-12-17,39,False
2016-12-18,32,False
2016-12-19,71,False
2016-12-20,77,False
2016-12-21,65,False
2016-12-22,66,False
2016-12-23,50,False
2016-12-24,30,False
