date,Express Scripts,isPartial
2011-09-18,30,False
2011-09-19,77,False
2011-09-20,57,False
2011-09-21,71,False
2011-09-22,57,False
2011-09-23,50,False
2011-09-24,30,False
2011-09-25,27,False
2011-09-26,61,False
2011-09-27,75,False
2011-09-28,67,False
2011-09-29,58,False
2011-09-30,57,False
2011-10-01,28,False
2011-10-02,27,False
2011-10-03,67,False
2011-10-04,47,False
2011-10-05,51,False
2011-10-06,79,False
2011-10-07,58,False
2011-10-08,44,False
2011-10-09,23,False
2011-10-10,65,False
2011-10-11,77,False
2011-10-12,56,False
2011-10-13,46,False
2011-10-14,60,False
2011-10-15,39,False
2011-10-16,35,False
2011-10-17,69,False
2011-10-18,53,False
2011-10-19,58,False
2011-10-20,56,False
2011-10-21,53,False
2011-10-22,30,False
2011-10-23,31,False
2011-10-24,48,False
2011-10-25,58,False
2011-10-26,54,False
2011-10-27,52,False
2011-10-28,49,False
2011-10-29,31,False
2011-10-30,28,False
2011-10-31,61,False
2011-11-01,60,False
2011-11-02,69,False
2011-11-03,46,False
2011-11-04,59,False
2011-11-05,36,False
2011-11-06,32,False
2011-11-07,75,False
2011-11-08,54,False
2011-11-09,57,False
2011-11-10,53,False
2011-11-11,56,False
2011-11-12,48,False
2011-11-13,36,False
2011-11-14,53,False
2011-11-15,53,False
2011-11-16,63,False
2011-11-17,52,False
2011-11-18,51,False
2011-11-19,29,False
2011-11-20,31,False
2011-11-21,66,False
2011-11-22,66,False
2011-11-23,52,False
2011-11-24,26,False
2011-11-25,45,False
2011-11-26,33,False
2011-11-27,22,False
2011-11-28,74,False
2011-11-29,66,False
2011-11-30,64,False
2011-12-01,66,False
2011-12-02,59,False
2011-12-03,36,False
2011-12-04,50,False
2011-12-05,55,False
2011-12-06,68,False
2011-12-07,75,False
2011-12-08,45,False
2011-12-09,66,False
2011-12-10,29,False
2011-12-11,33,False
2011-12-12,44,False
2011-12-13,60,False
2011-12-14,64,False
2011-12-15,45,False
2011-12-16,52,False
2011-12-17,29,False
2011-12-18,39,False
2011-12-19,63,False
2011-12-20,72,False
2011-12-21,61,False
2011-12-22,54,False
2011-12-23,38,False
2011-12-24,40,False
2011-12-25,20,False
2011-12-26,42,False
2011-12-27,55,False
2011-12-28,71,False
2011-12-29,54,False
2011-12-30,85,False
2011-12-31,69,False
2012-01-01,60,False
2012-01-02,67,False
2012-01-03,89,False
2012-01-04,86,False
2012-01-05,100,False
2012-01-06,99,False
2012-01-07,60,False
2012-01-08,38,False
2012-01-09,89,False
2012-01-10,67,False
2012-01-11,81,False
2012-01-12,64,False
2012-01-13,59,False
2012-01-14,48,False
2012-01-15,73,False
2012-01-16,76,False
2012-01-17,80,False
2012-01-18,82,False
2012-01-19,83,False
2012-01-20,60,False
2012-01-21,59,False
2012-01-22,28,False
2012-01-23,71,False
2012-01-24,89,False
2012-01-25,73,False
2012-01-26,81,False
2012-01-27,54,False
2012-01-28,43,False
2012-01-29,34,False
2012-01-30,66,False
2012-01-31,75,False
2012-02-01,60,False
2012-02-02,65,False
2012-02-03,57,False
2012-02-04,46,False
2012-02-05,38,False
2012-02-06,79,False
2012-02-07,72,False
2012-02-08,73,False
2012-02-09,68,False
2012-02-10,59,False
2012-02-11,44,False
2012-02-12,33,False
2012-02-13,57,False
2012-02-14,51,False
2012-02-15,61,False
2012-02-16,69,False
2012-02-17,56,False
2012-02-18,43,False
2012-02-19,40,False
2012-02-20,56,False
2012-02-21,67,False
2012-02-22,64,False
2012-02-23,70,False
2012-02-24,71,False
2012-02-25,38,False
2012-02-26,28,False
2012-02-27,54,False
2012-02-28,60,False
2012-02-29,70,False
2012-03-01,59,False
2012-03-02,54,False
2012-03-03,26,False
2012-03-04,33,False
2012-03-05,57,False
2012-03-06,48,False
2012-03-07,43,False
2012-03-08,64,False
2012-03-09,64,False
2012-03-10,39,False
2012-03-11,28,False
2012-03-12,52,False
2012-03-13,57,False
2012-03-14,60,False
2012-03-15,39,False
2012-03-16,58,False
2012-03-17,42,False
2012-03-18,21,False
2012-03-19,57,False
2012-03-20,51,False
2012-03-21,57,False
2012-03-22,60,False
2012-03-23,59,False
2012-03-24,29,False
2012-03-25,31,False
2012-03-26,57,False
2012-03-27,64,False
2012-03-28,65,False
2012-03-29,56,False
2012-03-30,55,False
2012-03-31,44,False
2012-04-01,36,False
2012-04-02,87,False
2012-04-03,80,False
2012-04-04,65,False
2012-04-05,55,False
2012-04-06,48,False
2012-04-07,26,False
2012-04-08,22,False
2012-04-09,50,False
2012-04-10,45,False
2012-04-11,53,False
2012-04-12,52,False
2012-04-13,53,False
2012-04-14,41,False
2012-04-15,26,False
2012-04-16,48,False
2012-04-17,62,False
2012-04-18,55,False
2012-04-19,46,False
2012-04-20,52,False
2012-04-21,26,False
2012-04-22,19,False
2012-04-23,51,False
2012-04-24,50,False
2012-04-25,49,False
2012-04-26,62,False
2012-04-27,45,False
2012-04-28,32,False
2012-04-29,37,False
2012-04-30,59,False
2012-05-01,54,False
2012-05-02,58,False
2012-05-03,46,False
2012-05-04,47,False
2012-05-05,28,False
2012-05-06,38,False
2012-05-07,54,False
2012-05-08,60,False
2012-05-09,55,False
2012-05-10,50,False
2012-05-11,52,False
2012-05-12,17,False
2012-05-13,18,False
2012-05-14,45,False
2012-05-15,53,False
2012-05-16,46,False
2012-05-17,36,False
2012-05-18,42,False
2012-05-19,22,False
2012-05-20,31,False
2012-05-21,48,False
2012-05-22,69,False
2012-05-23,52,False
2012-05-24,49,False
2012-05-25,47,False
2012-05-26,27,False
2012-05-27,16,False
2012-05-28,23,False
2012-05-29,58,False
2012-05-30,41,False
2012-05-31,42,False
2012-06-01,66,False
2012-06-02,32,False
2012-06-03,30,False
2012-06-04,46,False
