date,Express Scripts,isPartial
2013-11-06,63,False
2013-11-07,65,False
2013-11-08,56,False
2013-11-09,42,False
2013-11-10,30,False
2013-11-11,59,False
2013-11-12,63,False
2013-11-13,62,False
2013-11-14,53,False
2013-11-15,52,False
2013-11-16,40,False
2013-11-17,41,False
2013-11-18,65,False
2013-11-19,67,False
2013-11-20,71,False
2013-11-21,55,False
2013-11-22,58,False
2013-11-23,34,False
2013-11-24,36,False
2013-11-25,67,False
2013-11-26,54,False
2013-11-27,55,False
2013-11-28,17,False
2013-11-29,34,False
2013-11-30,33,False
2013-12-01,36,False
2013-12-02,73,False
2013-12-03,66,False
2013-12-04,66,False
2013-12-05,63,False
2013-12-06,68,False
2013-12-07,38,False
2013-12-08,32,False
2013-12-09,52,False
2013-12-10,67,False
2013-12-11,70,False
2013-12-12,63,False
2013-12-13,58,False
2013-12-14,40,False
2013-12-15,27,False
2013-12-16,70,False
2013-12-17,63,False
2013-12-18,57,False
2013-12-19,60,False
2013-12-20,73,False
2013-12-21,45,False
2013-12-22,46,False
2013-12-23,62,False
2013-12-24,45,False
2013-12-25,22,False
2013-12-26,52,False
2013-12-27,65,False
2013-12-28,48,False
2013-12-29,35,False
2013-12-30,78,False
2013-12-31,66,False
2014-01-01,47,False
2014-01-02,74,False
2014-01-03,80,False
2014-01-04,55,False
2014-01-05,45,False
2014-01-06,100,False
2014-01-07,81,False
2014-01-08,86,False
2014-01-09,86,False
2014-01-10,86,False
2014-01-11,49,False
2014-01-12,53,False
2014-01-13,90,False
2014-01-14,92,False
2014-01-15,72,False
2014-01-16,82,False
2014-01-17,81,False
2014-01-18,56,False
2014-01-19,36,False
2014-01-20,73,False
2014-01-21,78,False
2014-01-22,89,False
2014-01-23,70,False
2014-01-24,79,False
2014-01-25,52,False
2014-01-26,43,False
2014-01-27,75,False
2014-01-28,75,False
2014-01-29,66,False
2014-01-30,73,False
2014-01-31,79,False
2014-02-01,53,False
2014-02-02,33,False
2014-02-03,74,False
2014-02-04,80,False
2014-02-05,71,False
2014-02-06,71,False
2014-02-07,70,False
2014-02-08,43,False
2014-02-09,31,False
2014-02-10,78,False
2014-02-11,74,False
2014-02-12,70,False
2014-02-13,74,False
2014-02-14,67,False
2014-02-15,46,False
2014-02-16,32,False
2014-02-17,65,False
2014-02-18,73,False
2014-02-19,73,False
2014-02-20,64,False
2014-02-21,71,False
2014-02-22,33,False
2014-02-23,43,False
2014-02-24,71,False
2014-02-25,64,False
2014-02-26,69,False
2014-02-27,63,False
2014-02-28,70,False
2014-03-01,46,False
2014-03-02,33,False
2014-03-03,68,False
2014-03-04,72,False
2014-03-05,73,False
2014-03-06,62,False
2014-03-07,79,False
2014-03-08,33,False
2014-03-09,36,False
2014-03-10,71,False
2014-03-11,68,False
2014-03-12,60,False
2014-03-13,61,False
2014-03-14,56,False
2014-03-15,43,False
2014-03-16,37,False
2014-03-17,82,False
2014-03-18,71,False
2014-03-19,66,False
2014-03-20,64,False
2014-03-21,62,False
2014-03-22,43,False
2014-03-23,39,False
2014-03-24,59,False
2014-03-25,70,False
2014-03-26,63,False
2014-03-27,71,False
2014-03-28,52,False
2014-03-29,47,False
2014-03-30,38,False
2014-03-31,68,False
2014-04-01,69,False
2014-04-02,66,False
2014-04-03,67,False
2014-04-04,65,False
2014-04-05,46,False
2014-04-06,43,False
2014-04-07,68,False
2014-04-08,72,False
2014-04-09,56,False
2014-04-10,58,False
2014-04-11,56,False
2014-04-12,41,False
2014-04-13,30,False
2014-04-14,56,False
2014-04-15,72,False
2014-04-16,78,False
2014-04-17,54,False
2014-04-18,59,False
2014-04-19,34,False
2014-04-20,28,False
2014-04-21,61,False
