date,Express Scripts,isPartial
2012-01-26,83,False
2012-01-27,57,False
2012-01-28,53,False
2012-01-29,43,False
2012-01-30,72,False
2012-01-31,70,False
2012-02-01,78,False
2012-02-02,67,False
2012-02-03,70,False
2012-02-04,47,False
2012-02-05,41,False
2012-02-06,76,False
2012-02-07,93,False
2012-02-08,76,False
2012-02-09,69,False
2012-02-10,66,False
2012-02-11,51,False
2012-02-12,46,False
2012-02-13,59,False
2012-02-14,70,False
2012-02-15,64,False
2012-02-16,66,False
2012-02-17,64,False
2012-02-18,40,False
2012-02-19,39,False
2012-02-20,57,False
2012-02-21,75,False
2012-02-22,60,False
2012-02-23,69,False
2012-02-24,71,False
2012-02-25,43,False
2012-02-26,28,False
2012-02-27,58,False
2012-02-28,56,False
2012-02-29,71,False
2012-03-01,61,False
2012-03-02,66,False
2012-03-03,38,False
2012-03-04,35,False
2012-03-05,70,False
2012-03-06,56,False
2012-03-07,69,False
2012-03-08,71,False
2012-03-09,68,False
2012-03-10,49,False
2012-03-11,35,False
2012-03-12,58,False
2012-03-13,57,False
2012-03-14,75,False
2012-03-15,40,False
2012-03-16,64,False
2012-03-17,39,False
2012-03-18,28,False
2012-03-19,65,False
2012-03-20,58,False
2012-03-21,67,False
2012-03-22,67,False
2012-03-23,55,False
2012-03-24,36,False
2012-03-25,31,False
2012-03-26,67,False
2012-03-27,76,False
2012-03-28,73,False
2012-03-29,63,False
2012-03-30,71,False
2012-03-31,50,False
2012-04-01,42,False
2012-04-02,85,False
2012-04-03,79,False
2012-04-04,70,False
2012-04-05,62,False
2012-04-06,56,False
2012-04-07,31,False
2012-04-08,28,False
2012-04-09,56,False
2012-04-10,63,False
2012-04-11,53,False
2012-04-12,55,False
2012-04-13,61,False
2012-04-14,33,False
2012-04-15,34,False
2012-04-16,68,False
2012-04-17,64,False
2012-04-18,47,False
2012-04-19,55,False
2012-04-20,53,False
2012-04-21,33,False
2012-04-22,27,False
2012-04-23,53,False
2012-04-24,54,False
2012-04-25,45,False
2012-04-26,61,False
2012-04-27,51,False
2012-04-28,36,False
2012-04-29,42,False
2012-04-30,64,False
2012-05-01,62,False
2012-05-02,62,False
2012-05-03,49,False
2012-05-04,50,False
2012-05-05,26,False
2012-05-06,32,False
2012-05-07,58,False
2012-05-08,52,False
2012-05-09,64,False
2012-05-10,55,False
2012-05-11,52,False
2012-05-12,27,False
2012-05-13,16,False
2012-05-14,56,False
2012-05-15,62,False
2012-05-16,53,False
2012-05-17,46,False
2012-05-18,47,False
2012-05-19,24,False
2012-05-20,42,False
2012-05-21,47,False
2012-05-22,62,False
2012-05-23,55,False
2012-05-24,46,False
2012-05-25,51,False
2012-05-26,28,False
2012-05-27,24,False
2012-05-28,27,False
2012-05-29,81,False
2012-05-30,66,False
2012-05-31,52,False
2012-06-01,63,False
2012-06-02,41,False
2012-06-03,27,False
2012-06-04,58,False
2012-06-05,57,False
2012-06-06,51,False
2012-06-07,52,False
2012-06-08,56,False
2012-06-09,26,False
2012-06-10,32,False
2012-06-11,62,False
2012-06-12,55,False
2012-06-13,52,False
2012-06-14,63,False
2012-06-15,47,False
2012-06-16,31,False
2012-06-17,25,False
2012-06-18,55,False
2012-06-19,66,False
2012-06-20,51,False
2012-06-21,61,False
2012-06-22,51,False
2012-06-23,32,False
2012-06-24,28,False
2012-06-25,50,False
2012-06-26,55,False
2012-06-27,57,False
2012-06-28,46,False
2012-06-29,39,False
2012-06-30,32,False
2012-07-01,38,False
2012-07-02,48,False
2012-07-03,56,False
2012-07-04,25,False
2012-07-05,44,False
2012-07-06,52,False
2012-07-07,41,False
2012-07-08,40,False
2012-07-09,44,False
2012-07-10,55,False
2012-07-11,58,False
2012-07-12,61,False
2012-07-13,47,False
2012-07-14,27,False
2012-07-15,32,False
2012-07-16,52,False
2012-07-17,50,False
2012-07-18,56,False
2012-07-19,100,False
2012-07-20,74,False
2012-07-21,53,False
2012-07-22,36,False
2012-07-23,47,False
2012-07-24,74,False
2012-07-25,53,False
2012-07-26,52,False
2012-07-27,57,False
2012-07-28,44,False
2012-07-29,20,False
2012-07-30,59,False
2012-07-31,63,False
2012-08-01,59,False
2012-08-02,52,False
2012-08-03,52,False
2012-08-04,18,False
2012-08-05,25,False
2012-08-06,57,False
2012-08-07,72,False
2012-08-08,63,False
2012-08-09,53,False
2012-08-10,49,False
2012-08-11,45,False
2012-08-12,31,False
2012-08-13,66,False
2012-08-14,63,False
2012-08-15,50,False
2012-08-16,56,False
2012-08-17,60,False
2012-08-18,33,False
2012-08-19,33,False
2012-08-20,44,False
2012-08-21,52,False
2012-08-22,48,False
2012-08-23,51,False
2012-08-24,46,False
2012-08-25,29,False
2012-08-26,28,False
2012-08-27,66,False
2012-08-28,51,False
2012-08-29,53,False
2012-08-30,46,False
2012-08-31,35,False
2012-09-01,35,False
2012-09-02,27,False
2012-09-03,33,False
2012-09-04,60,False
2012-09-05,54,False
2012-09-06,57,False
2012-09-07,48,False
2012-09-08,38,False
2012-09-09,28,False
2012-09-10,57,False
2012-09-11,58,False
2012-09-12,46,False
2012-09-13,50,False
2012-09-14,66,False
2012-09-15,32,False
2012-09-16,43,False
2012-09-17,68,False
2012-09-18,57,False
2012-09-19,69,False
2012-09-20,54,False
2012-09-21,47,False
2012-09-22,29,False
