date,Express Scripts,isPartial
2015-12-26,40,False
2015-12-27,38,False
2015-12-28,77,False
2015-12-29,86,False
2015-12-30,85,False
2015-12-31,80,False
2016-01-01,44,False
2016-01-02,40,False
2016-01-03,41,False
2016-01-04,100,False
2016-01-05,97,False
2016-01-06,96,False
2016-01-07,88,False
2016-01-08,68,False
2016-01-09,46,False
2016-01-10,34,False
2016-01-11,84,False
2016-01-12,83,False
2016-01-13,85,False
2016-01-14,78,False
2016-01-15,87,False
2016-01-16,52,False
2016-01-17,31,False
2016-01-18,70,False
2016-01-19,74,False
2016-01-20,82,False
2016-01-21,72,False
2016-01-22,66,False
2016-01-23,33,False
2016-01-24,33,False
2016-01-25,73,False
2016-01-26,76,False
2016-01-27,72,False
2016-01-28,78,False
2016-01-29,68,False
2016-01-30,47,False
2016-01-31,32,False
2016-02-01,74,False
2016-02-02,71,False
2016-02-03,66,False
2016-02-04,71,False
2016-02-05,64,False
2016-02-06,44,False
2016-02-07,31,False
2016-02-08,70,False
2016-02-09,69,False
2016-02-10,71,False
2016-02-11,67,False
2016-02-12,57,False
2016-02-13,35,False
2016-02-14,30,False
2016-02-15,59,False
2016-02-16,70,False
2016-02-17,78,False
2016-02-18,70,False
2016-02-19,67,False
2016-02-20,40,False
2016-02-21,36,False
2016-02-22,73,False
2016-02-23,77,False
2016-02-24,64,False
2016-02-25,68,False
2016-02-26,60,False
2016-02-27,44,False
2016-02-28,34,False
2016-02-29,73,False
2016-03-01,66,False
2016-03-02,66,False
2016-03-03,67,False
2016-03-04,67,False
2016-03-05,39,False
2016-03-06,31,False
2016-03-07,77,False
2016-03-08,75,False
2016-03-09,72,False
2016-03-10,71,False
2016-03-11,68,False
2016-03-12,44,False
2016-03-13,39,False
2016-03-14,67,False
2016-03-15,74,False
2016-03-16,62,False
2016-03-17,67,False
2016-03-18,57,False
2016-03-19,38,False
2016-03-20,40,False
2016-03-21,89,False
2016-03-22,81,False
2016-03-23,75,False
2016-03-24,69,False
2016-03-25,62,False
2016-03-26,36,False
2016-03-27,28,False
2016-03-28,80,False
2016-03-29,76,False
2016-03-30,72,False
2016-03-31,65,False
2016-04-01,68,False
2016-04-02,44,False
2016-04-03,30,False
2016-04-04,70,False
2016-04-05,66,False
2016-04-06,63,False
2016-04-07,65,False
2016-04-08,60,False
2016-04-09,37,False
2016-04-10,33,False
2016-04-11,63,False
2016-04-12,72,False
2016-04-13,67,False
2016-04-14,62,False
2016-04-15,51,False
2016-04-16,34,False
2016-04-17,29,False
2016-04-18,59,False
2016-04-19,76,False
2016-04-20,70,False
2016-04-21,62,False
2016-04-22,61,False
2016-04-23,36,False
2016-04-24,32,False
2016-04-25,59,False
2016-04-26,100,False
2016-04-27,75,False
2016-04-28,63,False
2016-04-29,63,False
2016-04-30,39,False
2016-05-01,36,False
2016-05-02,69,False
2016-05-03,69,False
2016-05-04,66,False
2016-05-05,66,False
2016-05-06,62,False
2016-05-07,33,False
2016-05-08,25,False
2016-05-09,69,False
2016-05-10,71,False
2016-05-11,67,False
2016-05-12,62,False
2016-05-13,57,False
2016-05-14,38,False
2016-05-15,30,False
2016-05-16,65,False
2016-05-17,62,False
2016-05-18,65,False
2016-05-19,59,False
2016-05-20,55,False
2016-05-21,29,False
2016-05-22,34,False
2016-05-23,69,False
2016-05-24,68,False
2016-05-25,58,False
2016-05-26,62,False
2016-05-27,53,False
2016-05-28,31,False
2016-05-29,20,False
2016-05-30,29,False
2016-05-31,62,False
2016-06-01,70,False
2016-06-02,76,False
2016-06-03,66,False
2016-06-04,35,False
2016-06-05,28,False
2016-06-06,72,False
2016-06-07,73,False
2016-06-08,67,False
2016-06-09,60,False
2016-06-10,60,False
2016-06-11,39,False
2016-06-12,26,False
2016-06-13,71,False
2016-06-14,59,False
2016-06-15,59,False
2016-06-16,57,False
2016-06-17,55,False
2016-06-18,32,False
2016-06-19,24,False
2016-06-20,62,False
2016-06-21,67,False
2016-06-22,66,False
2016-06-23,65,False
2016-06-24,58,False
2016-06-25,37,False
2016-06-26,33,False
2016-06-27,65,False
2016-06-28,64,False
2016-06-29,69,False
2016-06-30,64,False
2016-07-01,52,False
2016-07-02,30,False
2016-07-03,26,False
2016-07-04,24,False
2016-07-05,64,False
2016-07-06,66,False
2016-07-07,78,False
2016-07-08,66,False
2016-07-09,44,False
2016-07-10,24,False
2016-07-11,75,False
2016-07-12,72,False
2016-07-13,70,False
2016-07-14,60,False
2016-07-15,61,False
2016-07-16,39,False
2016-07-17,37,False
2016-07-18,68,False
2016-07-19,64,False
2016-07-20,69,False
2016-07-21,60,False
2016-07-22,59,False
2016-07-23,33,False
2016-07-24,30,False
2016-07-25,69,False
2016-07-26,67,False
2016-07-27,64,False
2016-07-28,66,False
2016-07-29,55,False
2016-07-30,39,False
2016-07-31,38,False
2016-08-01,67,False
2016-08-02,67,False
2016-08-03,75,False
2016-08-04,60,False
2016-08-05,59,False
2016-08-06,34,False
2016-08-07,33,False
2016-08-08,57,False
2016-08-09,70,False
2016-08-10,62,False
2016-08-11,72,False
2016-08-12,63,False
2016-08-13,35,False
2016-08-14,29,False
2016-08-15,80,False
2016-08-16,73,False
2016-08-17,65,False
2016-08-18,63,False
2016-08-19,62,False
2016-08-20,42,False
2016-08-21,36,False
2016-08-22,78,False
2016-08-23,75,False
2016-08-24,67,False
2016-08-25,70,False
2016-08-26,58,False
2016-08-27,33,False
2016-08-28,37,False
2016-08-29,63,False
2016-08-30,72,False
2016-08-31,63,False
2016-09-01,67,False
2016-09-02,59,False
2016-09-03,34,False
2016-09-04,28,False
2016-09-05,31,False
2016-09-06,66,False
2016-09-07,70,False
2016-09-08,73,False
2016-09-09,62,False
2016-09-10,36,False
2016-09-11,29,False
