date,Express Scripts,isPartial
2012-10-12,72,False
2012-10-13,49,False
2012-10-14,28,False
2012-10-15,63,False
2012-10-16,56,False
2012-10-17,58,False
2012-10-18,58,False
2012-10-19,53,False
2012-10-20,33,False
2012-10-21,34,False
2012-10-22,75,False
2012-10-23,74,False
2012-10-24,67,False
2012-10-25,56,False
2012-10-26,55,False
2012-10-27,43,False
2012-10-28,23,False
2012-10-29,54,False
2012-10-30,59,False
2012-10-31,66,False
2012-11-01,68,False
2012-11-02,48,False
2012-11-03,46,False
2012-11-04,30,False
2012-11-05,66,False
2012-11-06,82,False
2012-11-07,57,False
2012-11-08,50,False
2012-11-09,63,False
2012-11-10,44,False
2012-11-11,28,False
2012-11-12,64,False
2012-11-13,77,False
2012-11-14,73,False
2012-11-15,54,False
2012-11-16,53,False
2012-11-17,48,False
2012-11-18,36,False
2012-11-19,77,False
2012-11-20,56,False
2012-11-21,53,False
2012-11-22,27,False
2012-11-23,48,False
2012-11-24,51,False
2012-11-25,42,False
2012-11-26,74,False
2012-11-27,83,False
2012-11-28,76,False
2012-11-29,70,False
2012-11-30,56,False
2012-12-01,35,False
2012-12-02,36,False
2012-12-03,75,False
2012-12-04,71,False
2012-12-05,69,False
2012-12-06,58,False
2012-12-07,65,False
2012-12-08,49,False
2012-12-09,42,False
2012-12-10,92,False
2012-12-11,73,False
2012-12-12,77,False
2012-12-13,63,False
2012-12-14,61,False
2012-12-15,38,False
2012-12-16,37,False
2012-12-17,77,False
2012-12-18,63,False
2012-12-19,80,False
2012-12-20,64,False
2012-12-21,65,False
2012-12-22,45,False
2012-12-23,37,False
2012-12-24,33,False
2012-12-25,24,False
2012-12-26,54,False
2012-12-27,64,False
2012-12-28,64,False
2012-12-29,36,False
2012-12-30,40,False
2012-12-31,84,False
2013-01-01,52,False
2013-01-02,97,False
2013-01-03,87,False
2013-01-04,80,False
2013-01-05,49,False
2013-01-06,52,False
2013-01-07,93,False
2013-01-08,81,False
2013-01-09,75,False
2013-01-10,71,False
2013-01-11,71,False
2013-01-12,53,False
2013-01-13,58,False
2013-01-14,89,False
2013-01-15,73,False
2013-01-16,75,False
2013-01-17,82,False
2013-01-18,80,False
2013-01-19,45,False
2013-01-20,49,False
2013-01-21,70,False
2013-01-22,78,False
2013-01-23,75,False
2013-01-24,67,False
2013-01-25,69,False
2013-01-26,51,False
2013-01-27,36,False
