date,Express Scripts,isPartial
2016-05-04,70,False
2016-05-05,76,False
2016-05-06,64,False
2016-05-07,44,False
2016-05-08,31,False
2016-05-09,83,False
2016-05-10,80,False
2016-05-11,71,False
2016-05-12,74,False
2016-05-13,69,False
2016-05-14,47,False
2016-05-15,38,False
2016-05-16,76,False
2016-05-17,72,False
2016-05-18,76,False
2016-05-19,71,False
2016-05-20,65,False
2016-05-21,42,False
2016-05-22,37,False
2016-05-23,69,False
2016-05-24,69,False
2016-05-25,76,False
2016-05-26,78,False
2016-05-27,66,False
2016-05-28,37,False
2016-05-29,25,False
2016-05-30,30,False
2016-05-31,66,False
2016-06-01,82,False
2016-06-02,77,False
2016-06-03,71,False
2016-06-04,45,False
2016-06-05,34,False
2016-06-06,80,False
2016-06-07,76,False
2016-06-08,74,False
2016-06-09,74,False
2016-06-10,72,False
2016-06-11,42,False
2016-06-12,27,False
2016-06-13,75,False
2016-06-14,75,False
2016-06-15,72,False
2016-06-16,68,False
2016-06-17,64,False
2016-06-18,34,False
2016-06-19,34,False
2016-06-20,61,False
2016-06-21,72,False
2016-06-22,76,False
2016-06-23,79,False
2016-06-24,66,False
2016-06-25,38,False
2016-06-26,36,False
2016-06-27,79,False
2016-06-28,87,False
2016-06-29,75,False
2016-06-30,69,False
2016-07-01,61,False
2016-07-02,34,False
2016-07-03,32,False
2016-07-04,28,False
2016-07-05,75,False
2016-07-06,75,False
2016-07-07,78,False
2016-07-08,76,False
2016-07-09,42,False
2016-07-10,27,False
2016-07-11,69,False
2016-07-12,79,False
2016-07-13,77,False
2016-07-14,65,False
2016-07-15,70,False
2016-07-16,40,False
2016-07-17,39,False
2016-07-18,73,False
2016-07-19,67,False
2016-07-20,67,False
2016-07-21,67,False
2016-07-22,60,False
2016-07-23,42,False
2016-07-24,38,False
2016-07-25,92,False
2016-07-26,76,False
2016-07-27,67,False
2016-07-28,71,False
2016-07-29,60,False
2016-07-30,45,False
2016-07-31,36,False
2016-08-01,85,False
2016-08-02,76,False
2016-08-03,73,False
2016-08-04,72,False
2016-08-05,65,False
2016-08-06,40,False
2016-08-07,39,False
2016-08-08,68,False
2016-08-09,80,False
2016-08-10,75,False
2016-08-11,71,False
2016-08-12,66,False
2016-08-13,40,False
2016-08-14,36,False
2016-08-15,86,False
2016-08-16,90,False
2016-08-17,79,False
2016-08-18,69,False
2016-08-19,65,False
2016-08-20,39,False
2016-08-21,38,False
2016-08-22,79,False
2016-08-23,80,False
2016-08-24,74,False
2016-08-25,75,False
2016-08-26,65,False
2016-08-27,39,False
2016-08-28,39,False
2016-08-29,73,False
2016-08-30,77,False
2016-08-31,68,False
2016-09-01,71,False
2016-09-02,70,False
2016-09-03,34,False
2016-09-04,30,False
2016-09-05,35,False
2016-09-06,68,False
2016-09-07,82,False
2016-09-08,82,False
2016-09-09,72,False
2016-09-10,43,False
2016-09-11,39,False
2016-09-12,82,False
2016-09-13,74,False
2016-09-14,75,False
2016-09-15,64,False
2016-09-16,57,False
2016-09-17,34,False
2016-09-18,37,False
2016-09-19,86,False
2016-09-20,67,False
2016-09-21,86,False
2016-09-22,81,False
2016-09-23,71,False
2016-09-24,36,False
2016-09-25,38,False
2016-09-26,68,False
2016-09-27,73,False
2016-09-28,71,False
2016-09-29,67,False
2016-09-30,70,False
2016-10-01,39,False
2016-10-02,37,False
2016-10-03,78,False
2016-10-04,70,False
2016-10-05,80,False
2016-10-06,85,False
2016-10-07,65,False
2016-10-08,33,False
2016-10-09,39,False
2016-10-10,66,False
2016-10-11,66,False
2016-10-12,82,False
2016-10-13,72,False
2016-10-14,73,False
2016-10-15,38,False
2016-10-16,42,False
2016-10-17,70,False
2016-10-18,81,False
2016-10-19,80,False
2016-10-20,65,False
