date,Express Scripts,isPartial
2017-10-06,22,False
2017-10-07,13,False
2017-10-08,16,False
2017-10-09,32,False
2017-10-10,34,False
2017-10-11,37,False
2017-10-12,30,False
2017-10-13,32,False
2017-10-14,17,False
2017-10-15,16,False
2017-10-16,31,False
2017-10-17,33,False
2017-10-18,33,False
2017-10-19,30,False
2017-10-20,33,False
2017-10-21,17,False
2017-10-22,14,False
2017-10-23,31,False
2017-10-24,31,False
2017-10-25,34,False
2017-10-26,33,False
2017-10-27,29,False
2017-10-28,20,False
2017-10-29,16,False
2017-10-30,33,False
2017-10-31,31,False
2017-11-01,33,False
2017-11-02,32,False
2017-11-03,31,False
2017-11-04,15,False
2017-11-05,18,False
2017-11-06,38,False
2017-11-07,31,False
2017-11-08,25,False
2017-11-09,34,False
2017-11-10,22,False
2017-11-11,15,False
2017-11-12,15,False
2017-11-13,36,False
2017-11-14,34,False
2017-11-15,29,False
2017-11-16,34,False
2017-11-17,30,False
2017-11-18,15,False
2017-11-19,13,False
2017-11-20,27,False
2017-11-21,31,False
2017-11-22,27,False
2017-11-23,11,False
2017-11-24,12,False
2017-11-25,16,False
2017-11-26,19,False
2017-11-27,38,False
2017-11-28,30,False
2017-11-29,33,False
2017-11-30,34,False
2017-12-01,29,False
2017-12-02,19,False
2017-12-03,16,False
2017-12-04,33,False
2017-12-05,35,False
2017-12-06,31,False
2017-12-07,32,False
2017-12-08,28,False
2017-12-09,23,False
2017-12-10,18,False
2017-12-11,29,False
2017-12-12,33,False
2017-12-13,28,False
2017-12-14,28,False
2017-12-15,33,False
2017-12-16,16,False
2017-12-17,14,False
2017-12-18,31,False
2017-12-19,32,False
2017-12-20,37,False
2017-12-21,34,False
2017-12-22,28,False
2017-12-23,14,False
2017-12-24,14,False
2017-12-25,9,False
2017-12-26,25,False
2017-12-27,34,False
2017-12-28,34,False
2017-12-29,30,False
2017-12-30,20,False
2017-12-31,16,False
2018-01-01,19,False
2018-01-02,38,False
2018-01-03,42,False
2018-01-04,38,False
2018-01-05,32,False
2018-01-06,24,False
2018-01-07,18,False
2018-01-08,42,False
2018-01-09,39,False
2018-01-10,37,False
2018-01-11,36,False
2018-01-12,32,False
2018-01-13,27,False
2018-01-14,17,False
2018-01-15,33,False
2018-01-16,36,False
2018-01-17,39,False
2018-01-18,37,False
2018-01-19,33,False
2018-01-20,23,False
2018-01-21,19,False
2018-01-22,32,False
2018-01-23,40,False
2018-01-24,31,False
2018-01-25,32,False
2018-01-26,38,False
2018-01-27,22,False
2018-01-28,17,False
2018-01-29,38,False
2018-01-30,34,False
2018-01-31,33,False
2018-02-01,39,False
2018-02-02,26,False
2018-02-03,23,False
2018-02-04,11,False
2018-02-05,37,False
2018-02-06,36,False
2018-02-07,37,False
2018-02-08,30,False
2018-02-09,30,False
2018-02-10,15,False
2018-02-11,20,False
2018-02-12,32,False
2018-02-13,33,False
2018-02-14,30,False
2018-02-15,31,False
2018-02-16,30,False
2018-02-17,20,False
2018-02-18,16,False
2018-02-19,28,False
2018-02-20,31,False
2018-02-21,29,False
2018-02-22,28,False
2018-02-23,27,False
2018-02-24,23,False
2018-02-25,14,False
2018-02-26,32,False
2018-02-27,33,False
