date,Intel,isPartial
2013-02-19,94,False
2013-02-20,96,False
2013-02-21,95,False
2013-02-22,93,False
2013-02-23,93,False
2013-02-24,88,False
2013-02-25,93,False
2013-02-26,93,False
2013-02-27,99,False
2013-02-28,94,False
2013-03-01,91,False
2013-03-02,90,False
2013-03-03,88,False
2013-03-04,92,False
2013-03-05,96,False
2013-03-06,100,False
2013-03-07,94,False
2013-03-08,96,False
2013-03-09,94,False
2013-03-10,86,False
2013-03-11,90,False
2013-03-12,95,False
2013-03-13,91,False
2013-03-14,92,False
2013-03-15,91,False
2013-03-16,93,False
2013-03-17,85,False
2013-03-18,93,False
2013-03-19,95,False
2013-03-20,96,False
2013-03-21,90,False
2013-03-22,91,False
2013-03-23,91,False
2013-03-24,91,False
2013-03-25,95,False
2013-03-26,93,False
2013-03-27,93,False
2013-03-28,94,False
2013-03-29,92,False
2013-03-30,90,False
2013-03-31,85,False
2013-04-01,85,False
2013-04-02,89,False
2013-04-03,91,False
2013-04-04,90,False
2013-04-05,90,False
2013-04-06,86,False
2013-04-07,83,False
2013-04-08,91,False
2013-04-09,92,False
2013-04-10,95,False
2013-04-11,95,False
2013-04-12,90,False
2013-04-13,83,False
2013-04-14,83,False
2013-04-15,84,False
2013-04-16,84,False
2013-04-17,86,False
2013-04-18,88,False
2013-04-19,88,False
2013-04-20,80,False
2013-04-21,83,False
2013-04-22,83,False
2013-04-23,85,False
2013-04-24,88,False
2013-04-25,87,False
2013-04-26,85,False
2013-04-27,83,False
2013-04-28,82,False
2013-04-29,83,False
2013-04-30,87,False
2013-05-01,79,False
2013-05-02,89,False
2013-05-03,88,False
2013-05-04,74,False
2013-05-05,76,False
2013-05-06,83,False
2013-05-07,88,False
2013-05-08,83,False
2013-05-09,85,False
2013-05-10,83,False
2013-05-11,80,False
2013-05-12,75,False
2013-05-13,81,False
2013-05-14,84,False
2013-05-15,81,False
2013-05-16,83,False
2013-05-17,87,False
2013-05-18,78,False
2013-05-19,79,False
2013-05-20,85,False
2013-05-21,88,False
2013-05-22,86,False
2013-05-23,89,False
2013-05-24,86,False
2013-05-25,84,False
2013-05-26,78,False
2013-05-27,87,False
2013-05-28,87,False
2013-05-29,90,False
2013-05-30,86,False
2013-05-31,90,False
2013-06-01,87,False
2013-06-02,94,False
2013-06-03,98,False
2013-06-04,99,False
2013-06-05,93,False
2013-06-06,93,False
2013-06-07,88,False
2013-06-08,90,False
2013-06-09,83,False
2013-06-10,87,False
2013-06-11,92,False
2013-06-12,95,False
2013-06-13,91,False
2013-06-14,92,False
2013-06-15,89,False
2013-06-16,81,False
2013-06-17,87,False
2013-06-18,90,False
2013-06-19,89,False
2013-06-20,85,False
2013-06-21,87,False
2013-06-22,86,False
2013-06-23,82,False
2013-06-24,84,False
2013-06-25,88,False
2013-06-26,85,False
2013-06-27,87,False
2013-06-28,90,False
2013-06-29,88,False
2013-06-30,81,False
2013-07-01,87,False
2013-07-02,92,False
2013-07-03,87,False
2013-07-04,87,False
2013-07-05,84,False
2013-07-06,81,False
2013-07-07,79,False
2013-07-08,84,False
2013-07-09,89,False
2013-07-10,89,False
2013-07-11,89,False
2013-07-12,90,False
2013-07-13,85,False
2013-07-14,83,False
2013-07-15,87,False
2013-07-16,92,False
2013-07-17,91,False
2013-07-18,94,False
2013-07-19,89,False
2013-07-20,85,False
2013-07-21,83,False
2013-07-22,86,False
2013-07-23,85,False
