date,Intel,isPartial
2015-08-18,82,False
2015-08-19,79,False
2015-08-20,79,False
2015-08-21,78,False
2015-08-22,71,False
2015-08-23,73,False
2015-08-24,78,False
2015-08-25,80,False
2015-08-26,81,False
2015-08-27,81,False
2015-08-28,76,False
2015-08-29,73,False
2015-08-30,68,False
2015-08-31,73,False
2015-09-01,72,False
2015-09-02,84,False
2015-09-03,79,False
2015-09-04,80,False
2015-09-05,74,False
2015-09-06,74,False
2015-09-07,73,False
2015-09-08,73,False
2015-09-09,74,False
2015-09-10,77,False
2015-09-11,73,False
2015-09-12,67,False
2015-09-13,68,False
2015-09-14,73,False
2015-09-15,71,False
2015-09-16,73,False
2015-09-17,71,False
2015-09-18,70,False
2015-09-19,67,False
2015-09-20,64,False
2015-09-21,72,False
2015-09-22,75,False
2015-09-23,71,False
2015-09-24,74,False
2015-09-25,71,False
2015-09-26,67,False
2015-09-27,68,False
2015-09-28,66,False
2015-09-29,72,False
2015-09-30,71,False
2015-10-01,70,False
2015-10-02,69,False
2015-10-03,66,False
2015-10-04,66,False
2015-10-05,66,False
2015-10-06,74,False
2015-10-07,75,False
2015-10-08,77,False
2015-10-09,75,False
2015-10-10,72,False
2015-10-11,69,False
2015-10-12,73,False
2015-10-13,75,False
2015-10-14,75,False
2015-10-15,72,False
2015-10-16,76,False
2015-10-17,70,False
2015-10-18,69,False
2015-10-19,73,False
2015-10-20,71,False
2015-10-21,70,False
2015-10-22,72,False
2015-10-23,70,False
2015-10-24,69,False
2015-10-25,64,False
2015-10-26,72,False
2015-10-27,73,False
2015-10-28,69,False
2015-10-29,75,False
2015-10-30,71,False
2015-10-31,66,False
2015-11-01,65,False
2015-11-02,73,False
2015-11-03,75,False
2015-11-04,73,False
2015-11-05,74,False
2015-11-06,73,False
2015-11-07,71,False
2015-11-08,68,False
2015-11-09,73,False
2015-11-10,79,False
2015-11-11,76,False
2015-11-12,78,False
2015-11-13,77,False
2015-11-14,71,False
2015-11-15,76,False
2015-11-16,74,False
2015-11-17,81,False
2015-11-18,78,False
2015-11-19,78,False
2015-11-20,81,False
2015-11-21,76,False
2015-11-22,80,False
2015-11-23,83,False
2015-11-24,83,False
2015-11-25,76,False
2015-11-26,87,False
2015-11-27,100,False
2015-11-28,85,False
2015-11-29,80,False
2015-11-30,83,False
2015-12-01,82,False
2015-12-02,82,False
2015-12-03,76,False
2015-12-04,78,False
2015-12-05,79,False
2015-12-06,76,False
2015-12-07,74,False
2015-12-08,76,False
2015-12-09,76,False
2015-12-10,73,False
2015-12-11,77,False
2015-12-12,78,False
2015-12-13,75,False
2015-12-14,78,False
2015-12-15,80,False
2015-12-16,77,False
2015-12-17,74,False
2015-12-18,75,False
2015-12-19,74,False
2015-12-20,71,False
2015-12-21,75,False
2015-12-22,77,False
2015-12-23,78,False
2015-12-24,76,False
2015-12-25,83,False
2015-12-26,82,False
2015-12-27,78,False
2015-12-28,79,False
2015-12-29,82,False
2015-12-30,78,False
2015-12-31,68,False
2016-01-01,58,False
2016-01-02,63,False
2016-01-03,64,False
2016-01-04,67,False
2016-01-05,68,False
2016-01-06,74,False
2016-01-07,72,False
2016-01-08,71,False
2016-01-09,65,False
2016-01-10,62,False
2016-01-11,64,False
2016-01-12,68,False
2016-01-13,66,False
2016-01-14,68,False
2016-01-15,67,False
2016-01-16,67,False
2016-01-17,60,False
2016-01-18,67,False
2016-01-19,69,False
2016-01-20,66,False
2016-01-21,69,False
2016-01-22,69,False
2016-01-23,67,False
2016-01-24,58,False
2016-01-25,65,False
2016-01-26,68,False
2016-01-27,66,False
2016-01-28,67,False
2016-01-29,65,False
2016-01-30,65,False
2016-01-31,61,False
2016-02-01,66,False
2016-02-02,64,False
2016-02-03,65,False
2016-02-04,66,False
2016-02-05,65,False
2016-02-06,65,False
2016-02-07,61,False
2016-02-08,64,False
2016-02-09,64,False
2016-02-10,64,False
2016-02-11,70,False
2016-02-12,65,False
2016-02-13,63,False
2016-02-14,58,False
2016-02-15,62,False
2016-02-16,66,False
2016-02-17,66,False
2016-02-18,63,False
2016-02-19,64,False
2016-02-20,62,False
2016-02-21,60,False
2016-02-22,60,False
2016-02-23,65,False
2016-02-24,61,False
2016-02-25,62,False
2016-02-26,60,False
2016-02-27,63,False
2016-02-28,57,False
2016-02-29,63,False
2016-03-01,62,False
2016-03-02,64,False
2016-03-03,64,False
