date,Intel,isPartial
2017-01-19,87,False
2017-01-20,84,False
2017-01-21,81,False
2017-01-22,80,False
2017-01-23,84,False
2017-01-24,89,False
2017-01-25,87,False
2017-01-26,87,False
2017-01-27,88,False
2017-01-28,80,False
2017-01-29,77,False
2017-01-30,88,False
2017-01-31,87,False
2017-02-01,87,False
2017-02-02,88,False
2017-02-03,87,False
2017-02-04,79,False
2017-02-05,78,False
2017-02-06,95,False
2017-02-07,94,False
2017-02-08,100,False
2017-02-09,99,False
2017-02-10,90,False
2017-02-11,84,False
2017-02-12,79,False
2017-02-13,85,False
2017-02-14,86,False
2017-02-15,87,False
2017-02-16,86,False
2017-02-17,88,False
2017-02-18,80,False
2017-02-19,81,False
2017-02-20,83,False
2017-02-21,89,False
2017-02-22,91,False
2017-02-23,94,False
2017-02-24,89,False
2017-02-25,85,False
2017-02-26,86,False
2017-02-27,90,False
2017-02-28,91,False
2017-03-01,92,False
2017-03-02,94,False
2017-03-03,94,False
2017-03-04,85,False
2017-03-05,83,False
2017-03-06,87,False
2017-03-07,84,False
2017-03-08,82,False
2017-03-09,86,False
2017-03-10,85,False
2017-03-11,78,False
2017-03-12,79,False
2017-03-13,95,False
2017-03-14,91,False
2017-03-15,84,False
2017-03-16,85,False
2017-03-17,84,False
2017-03-18,81,False
2017-03-19,76,False
2017-03-20,88,False
2017-03-21,87,False
2017-03-22,87,False
2017-03-23,84,False
2017-03-24,86,False
2017-03-25,78,False
2017-03-26,76,False
2017-03-27,83,False
2017-03-28,88,False
2017-03-29,85,False
2017-03-30,82,False
2017-03-31,78,False
2017-04-01,74,False
2017-04-02,73,False
2017-04-03,76,False
2017-04-04,79,False
2017-04-05,81,False
2017-04-06,81,False
2017-04-07,77,False
2017-04-08,72,False
2017-04-09,71,False
2017-04-10,77,False
2017-04-11,79,False
2017-04-12,80,False
2017-04-13,83,False
2017-04-14,75,False
2017-04-15,72,False
2017-04-16,66,False
2017-04-17,77,False
2017-04-18,80,False
2017-04-19,79,False
2017-04-20,78,False
2017-04-21,77,False
2017-04-22,71,False
2017-04-23,69,False
2017-04-24,79,False
2017-04-25,82,False
2017-04-26,79,False
2017-04-27,80,False
2017-04-28,78,False
2017-04-29,69,False
2017-04-30,70,False
2017-05-01,75,False
2017-05-02,80,False
2017-05-03,81,False
2017-05-04,81,False
2017-05-05,80,False
2017-05-06,73,False
2017-05-07,70,False
2017-05-08,79,False
2017-05-09,79,False
2017-05-10,79,False
2017-05-11,79,False
2017-05-12,76,False
2017-05-13,74,False
