date,Intel,isPartial
2011-05-11,82,False
2011-05-12,82,False
2011-05-13,81,False
2011-05-14,77,False
2011-05-15,76,False
2011-05-16,81,False
2011-05-17,85,False
2011-05-18,80,False
2011-05-19,84,False
2011-05-20,83,False
2011-05-21,76,False
2011-05-22,69,False
2011-05-23,79,False
2011-05-24,81,False
2011-05-25,77,False
2011-05-26,82,False
2011-05-27,84,False
2011-05-28,78,False
2011-05-29,76,False
2011-05-30,82,False
2011-05-31,86,False
2011-06-01,86,False
2011-06-02,83,False
2011-06-03,87,False
2011-06-04,75,False
2011-06-05,77,False
2011-06-06,77,False
2011-06-07,86,False
2011-06-08,86,False
2011-06-09,84,False
2011-06-10,85,False
2011-06-11,81,False
2011-06-12,79,False
2011-06-13,79,False
2011-06-14,84,False
2011-06-15,80,False
2011-06-16,85,False
2011-06-17,85,False
2011-06-18,83,False
2011-06-19,76,False
2011-06-20,80,False
2011-06-21,84,False
2011-06-22,86,False
2011-06-23,86,False
2011-06-24,84,False
2011-06-25,81,False
2011-06-26,78,False
2011-06-27,81,False
2011-06-28,85,False
2011-06-29,90,False
2011-06-30,81,False
2011-07-01,80,False
2011-07-02,82,False
2011-07-03,80,False
2011-07-04,82,False
2011-07-05,82,False
2011-07-06,80,False
2011-07-07,83,False
2011-07-08,85,False
2011-07-09,85,False
2011-07-10,81,False
2011-07-11,83,False
2011-07-12,78,False
2011-07-13,85,False
2011-07-14,86,False
2011-07-15,84,False
2011-07-16,83,False
2011-07-17,82,False
2011-07-18,81,False
2011-07-19,85,False
2011-07-20,96,False
2011-07-21,89,False
2011-07-22,88,False
2011-07-23,83,False
2011-07-24,82,False
2011-07-25,86,False
2011-07-26,87,False
2011-07-27,86,False
2011-07-28,84,False
2011-07-29,86,False
2011-07-30,84,False
2011-07-31,78,False
2011-08-01,83,False
2011-08-02,89,False
2011-08-03,88,False
2011-08-04,82,False
2011-08-05,87,False
2011-08-06,84,False
2011-08-07,82,False
2011-08-08,82,False
2011-08-09,84,False
2011-08-10,85,False
2011-08-11,89,False
2011-08-12,83,False
2011-08-13,83,False
2011-08-14,80,False
2011-08-15,80,False
2011-08-16,87,False
2011-08-17,86,False
2011-08-18,89,False
2011-08-19,90,False
2011-08-20,93,False
2011-08-21,89,False
2011-08-22,82,False
2011-08-23,85,False
2011-08-24,88,False
2011-08-25,89,False
2011-08-26,82,False
2011-08-27,81,False
2011-08-28,77,False
2011-08-29,81,False
2011-08-30,85,False
2011-08-31,83,False
2011-09-01,86,False
2011-09-02,83,False
2011-09-03,81,False
2011-09-04,78,False
2011-09-05,81,False
2011-09-06,86,False
2011-09-07,82,False
2011-09-08,85,False
2011-09-09,86,False
2011-09-10,80,False
2011-09-11,75,False
2011-09-12,78,False
2011-09-13,87,False
2011-09-14,90,False
2011-09-15,82,False
2011-09-16,83,False
2011-09-17,86,False
2011-09-18,78,False
2011-09-19,86,False
2011-09-20,89,False
2011-09-21,82,False
2011-09-22,82,False
2011-09-23,79,False
2011-09-24,79,False
2011-09-25,78,False
2011-09-26,83,False
2011-09-27,79,False
2011-09-28,83,False
2011-09-29,79,False
2011-09-30,82,False
2011-10-01,78,False
2011-10-02,74,False
2011-10-03,78,False
2011-10-04,78,False
2011-10-05,80,False
2011-10-06,83,False
2011-10-07,80,False
2011-10-08,76,False
2011-10-09,78,False
2011-10-10,83,False
2011-10-11,86,False
2011-10-12,86,False
2011-10-13,86,False
2011-10-14,87,False
2011-10-15,86,False
2011-10-16,84,False
2011-10-17,82,False
2011-10-18,85,False
2011-10-19,86,False
2011-10-20,83,False
2011-10-21,79,False
2011-10-22,80,False
2011-10-23,74,False
2011-10-24,79,False
2011-10-25,83,False
2011-10-26,85,False
2011-10-27,84,False
2011-10-28,84,False
2011-10-29,79,False
2011-10-30,77,False
2011-10-31,80,False
2011-11-01,81,False
2011-11-02,81,False
2011-11-03,82,False
2011-11-04,82,False
2011-11-05,81,False
2011-11-06,77,False
2011-11-07,84,False
2011-11-08,83,False
2011-11-09,83,False
2011-11-10,84,False
2011-11-11,89,False
2011-11-12,81,False
2011-11-13,84,False
2011-11-14,92,False
2011-11-15,89,False
2011-11-16,86,False
2011-11-17,88,False
2011-11-18,87,False
2011-11-19,89,False
2011-11-20,78,False
2011-11-21,80,False
2011-11-22,85,False
2011-11-23,89,False
2011-11-24,91,False
2011-11-25,100,False
2011-11-26,91,False
2011-11-27,84,False
2011-11-28,87,False
2011-11-29,87,False
2011-11-30,83,False
2011-12-01,87,False
2011-12-02,83,False
2011-12-03,87,False
2011-12-04,80,False
2011-12-05,84,False
2011-12-06,81,False
2011-12-07,81,False
2011-12-08,80,False
2011-12-09,81,False
2011-12-10,83,False
2011-12-11,80,False
2011-12-12,91,False
2011-12-13,89,False
2011-12-14,80,False
2011-12-15,81,False
2011-12-16,79,False
2011-12-17,83,False
2011-12-18,81,False
2011-12-19,82,False
2011-12-20,82,False
2011-12-21,84,False
2011-12-22,83,False
2011-12-23,83,False
2011-12-24,76,False
2011-12-25,83,False
2011-12-26,88,False
2011-12-27,87,False
2011-12-28,91,False
2011-12-29,87,False
2011-12-30,84,False
2011-12-31,70,False
2012-01-01,72,False
2012-01-02,76,False
2012-01-03,83,False
2012-01-04,82,False
2012-01-05,79,False
2012-01-06,81,False
2012-01-07,82,False
2012-01-08,80,False
2012-01-09,77,False
2012-01-10,83,False
2012-01-11,88,False
2012-01-12,84,False
2012-01-13,80,False
2012-01-14,78,False
2012-01-15,79,False
2012-01-16,74,False
2012-01-17,71,False
2012-01-18,76,False
2012-01-19,83,False
2012-01-20,80,False
2012-01-21,78,False
2012-01-22,78,False
2012-01-23,74,False
2012-01-24,79,False
2012-01-25,75,False
2012-01-26,78,False
