date,Intel,isPartial
2011-01-01,73,False
2011-01-02,79,False
2011-01-03,90,False
2011-01-04,91,False
2011-01-05,94,False
2011-01-06,93,False
2011-01-07,93,False
2011-01-08,87,False
2011-01-09,92,False
2011-01-10,89,False
2011-01-11,93,False
2011-01-12,91,False
2011-01-13,96,False
2011-01-14,91,False
2011-01-15,93,False
2011-01-16,83,False
2011-01-17,85,False
2011-01-18,87,False
2011-01-19,90,False
2011-01-20,84,False
2011-01-21,82,False
2011-01-22,84,False
2011-01-23,80,False
2011-01-24,84,False
2011-01-25,85,False
2011-01-26,86,False
2011-01-27,88,False
2011-01-28,84,False
2011-01-29,85,False
2011-01-30,81,False
2011-01-31,91,False
2011-02-01,100,False
2011-02-02,92,False
2011-02-03,89,False
2011-02-04,88,False
2011-02-05,92,False
2011-02-06,79,False
2011-02-07,83,False
2011-02-08,88,False
2011-02-09,84,False
2011-02-10,87,False
2011-02-11,82,False
2011-02-12,86,False
2011-02-13,78,False
2011-02-14,80,False
2011-02-15,84,False
2011-02-16,83,False
2011-02-17,88,False
2011-02-18,84,False
2011-02-19,87,False
2011-02-20,80,False
2011-02-21,86,False
2011-02-22,82,False
2011-02-23,91,False
2011-02-24,92,False
2011-02-25,94,False
2011-02-26,87,False
2011-02-27,83,False
2011-02-28,88,False
2011-03-01,86,False
2011-03-02,88,False
2011-03-03,85,False
2011-03-04,84,False
2011-03-05,86,False
2011-03-06,81,False
2011-03-07,79,False
2011-03-08,77,False
2011-03-09,79,False
2011-03-10,77,False
2011-03-11,76,False
2011-03-12,72,False
2011-03-13,70,False
2011-03-14,73,False
2011-03-15,77,False
2011-03-16,83,False
2011-03-17,76,False
2011-03-18,80,False
2011-03-19,76,False
2011-03-20,71,False
2011-03-21,78,False
2011-03-22,82,False
2011-03-23,80,False
2011-03-24,80,False
2011-03-25,78,False
2011-03-26,79,False
2011-03-27,72,False
2011-03-28,84,False
2011-03-29,81,False
2011-03-30,78,False
2011-03-31,79,False
2011-04-01,75,False
2011-04-02,77,False
2011-04-03,73,False
2011-04-04,73,False
2011-04-05,77,False
2011-04-06,74,False
2011-04-07,75,False
2011-04-08,76,False
2011-04-09,79,False
2011-04-10,74,False
2011-04-11,69,False
2011-04-12,76,False
2011-04-13,78,False
2011-04-14,77,False
2011-04-15,73,False
2011-04-16,73,False
2011-04-17,72,False
2011-04-18,80,False
2011-04-19,82,False
2011-04-20,81,False
2011-04-21,79,False
2011-04-22,77,False
2011-04-23,78,False
2011-04-24,66,False
2011-04-25,77,False
2011-04-26,76,False
2011-04-27,71,False
2011-04-28,78,False
2011-04-29,74,False
2011-04-30,68,False
2011-05-01,65,False
2011-05-02,69,False
2011-05-03,77,False
2011-05-04,82,False
2011-05-05,84,False
2011-05-06,85,False
2011-05-07,74,False
2011-05-08,71,False
2011-05-09,75,False
2011-05-10,70,False
2011-05-11,77,False
2011-05-12,76,False
2011-05-13,73,False
2011-05-14,69,False
2011-05-15,67,False
2011-05-16,70,False
2011-05-17,75,False
2011-05-18,72,False
2011-05-19,79,False
2011-05-20,73,False
2011-05-21,69,False
2011-05-22,64,False
2011-05-23,70,False
2011-05-24,72,False
2011-05-25,70,False
2011-05-26,71,False
2011-05-27,76,False
2011-05-28,74,False
2011-05-29,71,False
2011-05-30,72,False
2011-05-31,74,False
2011-06-01,79,False
2011-06-02,75,False
2011-06-03,76,False
2011-06-04,70,False
2011-06-05,71,False
2011-06-06,71,False
2011-06-07,73,False
2011-06-08,81,False
2011-06-09,78,False
2011-06-10,76,False
2011-06-11,71,False
2011-06-12,71,False
2011-06-13,75,False
2011-06-14,75,False
2011-06-15,72,False
2011-06-16,75,False
2011-06-17,79,False
2011-06-18,78,False
2011-06-19,73,False
2011-06-20,73,False
2011-06-21,75,False
2011-06-22,79,False
2011-06-23,75,False
2011-06-24,75,False
2011-06-25,74,False
2011-06-26,72,False
2011-06-27,72,False
2011-06-28,74,False
2011-06-29,78,False
2011-06-30,74,False
2011-07-01,70,False
2011-07-02,76,False
2011-07-03,72,False
2011-07-04,73,False
2011-07-05,75,False
2011-07-06,74,False
2011-07-07,72,False
2011-07-08,76,False
2011-07-09,76,False
2011-07-10,73,False
2011-07-11,76,False
2011-07-12,73,False
2011-07-13,77,False
2011-07-14,78,False
2011-07-15,77,False
2011-07-16,74,False
2011-07-17,71,False
2011-07-18,70,False
2011-07-19,75,False
2011-07-20,82,False
2011-07-21,81,False
2011-07-22,80,False
2011-07-23,78,False
2011-07-24,75,False
2011-07-25,79,False
2011-07-26,76,False
2011-07-27,80,False
2011-07-28,76,False
2011-07-29,79,False
2011-07-30,75,False
2011-07-31,69,False
2011-08-01,76,False
2011-08-02,75,False
2011-08-03,75,False
2011-08-04,79,False
2011-08-05,77,False
2011-08-06,75,False
2011-08-07,72,False
2011-08-08,77,False
2011-08-09,77,False
2011-08-10,77,False
2011-08-11,79,False
2011-08-12,73,False
2011-08-13,74,False
2011-08-14,74,False
2011-08-15,74,False
2011-08-16,79,False
2011-08-17,78,False
2011-08-18,82,False
2011-08-19,83,False
2011-08-20,79,False
2011-08-21,79,False
2011-08-22,77,False
2011-08-23,81,False
2011-08-24,79,False
2011-08-25,76,False
2011-08-26,77,False
2011-08-27,76,False
2011-08-28,69,False
2011-08-29,73,False
2011-08-30,77,False
2011-08-31,74,False
2011-09-01,75,False
2011-09-02,75,False
2011-09-03,73,False
2011-09-04,72,False
2011-09-05,73,False
2011-09-06,73,False
2011-09-07,77,False
2011-09-08,76,False
2011-09-09,78,False
2011-09-10,71,False
2011-09-11,70,False
2011-09-12,73,False
2011-09-13,77,False
2011-09-14,79,False
