date,Intel,isPartial
2016-09-11,62,False
2016-09-12,67,False
2016-09-13,69,False
2016-09-14,69,False
2016-09-15,69,False
2016-09-16,68,False
2016-09-17,61,False
2016-09-18,62,False
2016-09-19,71,False
2016-09-20,72,False
2016-09-21,72,False
2016-09-22,71,False
2016-09-23,70,False
2016-09-24,66,False
2016-09-25,64,False
2016-09-26,69,False
2016-09-27,71,False
2016-09-28,73,False
2016-09-29,68,False
2016-09-30,66,False
2016-10-01,60,False
2016-10-02,62,False
2016-10-03,67,False
2016-10-04,71,False
2016-10-05,68,False
2016-10-06,69,False
2016-10-07,67,False
2016-10-08,64,False
2016-10-09,64,False
2016-10-10,70,False
2016-10-11,69,False
2016-10-12,68,False
2016-10-13,66,False
2016-10-14,68,False
2016-10-15,67,False
2016-10-16,61,False
2016-10-17,64,False
2016-10-18,71,False
2016-10-19,72,False
2016-10-20,66,False
2016-10-21,73,False
2016-10-22,63,False
2016-10-23,60,False
2016-10-24,69,False
2016-10-25,75,False
2016-10-26,72,False
2016-10-27,76,False
2016-10-28,78,False
2016-10-29,69,False
2016-10-30,64,False
2016-10-31,73,False
2016-11-01,74,False
2016-11-02,75,False
2016-11-03,71,False
2016-11-04,73,False
2016-11-05,68,False
2016-11-06,67,False
2016-11-07,73,False
2016-11-08,71,False
2016-11-09,60,False
2016-11-10,70,False
2016-11-11,72,False
2016-11-12,67,False
2016-11-13,63,False
2016-11-14,71,False
2016-11-15,71,False
2016-11-16,73,False
2016-11-17,72,False
2016-11-18,74,False
2016-11-19,73,False
2016-11-20,67,False
2016-11-21,77,False
2016-11-22,77,False
2016-11-23,78,False
2016-11-24,81,False
2016-11-25,100,False
2016-11-26,81,False
2016-11-27,75,False
2016-11-28,85,False
2016-11-29,80,False
2016-11-30,73,False
2016-12-01,71,False
2016-12-02,70,False
2016-12-03,68,False
2016-12-04,68,False
2016-12-05,72,False
2016-12-06,71,False
2016-12-07,72,False
2016-12-08,71,False
2016-12-09,68,False
2016-12-10,61,False
2016-12-11,65,False
2016-12-12,69,False
2016-12-13,72,False
2016-12-14,74,False
2016-12-15,75,False
2016-12-16,67,False
2016-12-17,68,False
2016-12-18,68,False
2016-12-19,71,False
2016-12-20,74,False
2016-12-21,70,False
2016-12-22,72,False
2016-12-23,70,False
2016-12-24,67,False
2016-12-25,70,False
2016-12-26,77,False
2016-12-27,78,False
2016-12-28,80,False
2016-12-29,74,False
2016-12-30,73,False
2016-12-31,56,False
2017-01-01,61,False
2017-01-02,71,False
2017-01-03,78,False
2017-01-04,79,False
2017-01-05,80,False
2017-01-06,79,False
2017-01-07,74,False
2017-01-08,70,False
2017-01-09,73,False
2017-01-10,75,False
2017-01-11,79,False
2017-01-12,77,False
2017-01-13,73,False
2017-01-14,68,False
2017-01-15,69,False
2017-01-16,71,False
2017-01-17,73,False
2017-01-18,70,False
2017-01-19,72,False
2017-01-20,69,False
2017-01-21,65,False
2017-01-22,62,False
2017-01-23,67,False
2017-01-24,68,False
2017-01-25,69,False
2017-01-26,67,False
2017-01-27,71,False
2017-01-28,68,False
2017-01-29,64,False
2017-01-30,70,False
2017-01-31,70,False
2017-02-01,69,False
2017-02-02,73,False
2017-02-03,67,False
2017-02-04,66,False
2017-02-05,65,False
2017-02-06,77,False
2017-02-07,76,False
2017-02-08,76,False
2017-02-09,79,False
2017-02-10,76,False
2017-02-11,66,False
2017-02-12,62,False
2017-02-13,72,False
2017-02-14,66,False
2017-02-15,73,False
2017-02-16,70,False
2017-02-17,69,False
2017-02-18,70,False
2017-02-19,64,False
2017-02-20,65,False
2017-02-21,71,False
2017-02-22,75,False
2017-02-23,77,False
2017-02-24,70,False
2017-02-25,66,False
2017-02-26,70,False
2017-02-27,75,False
2017-02-28,74,False
2017-03-01,77,False
2017-03-02,74,False
2017-03-03,74,False
2017-03-04,68,False
2017-03-05,68,False
2017-03-06,70,False
2017-03-07,69,False
2017-03-08,67,False
2017-03-09,66,False
2017-03-10,67,False
2017-03-11,62,False
2017-03-12,61,False
