date,Intel,isPartial
2014-07-24,74,False
2014-07-25,69,False
2014-07-26,67,False
2014-07-27,68,False
2014-07-28,71,False
2014-07-29,76,False
2014-07-30,74,False
2014-07-31,75,False
2014-08-01,69,False
2014-08-02,71,False
2014-08-03,68,False
2014-08-04,74,False
2014-08-05,73,False
2014-08-06,72,False
2014-08-07,77,False
2014-08-08,71,False
2014-08-09,72,False
2014-08-10,69,False
2014-08-11,75,False
2014-08-12,76,False
2014-08-13,76,False
2014-08-14,79,False
2014-08-15,78,False
2014-08-16,71,False
2014-08-17,72,False
2014-08-18,80,False
2014-08-19,79,False
2014-08-20,73,False
2014-08-21,81,False
2014-08-22,75,False
2014-08-23,72,False
2014-08-24,74,False
2014-08-25,76,False
2014-08-26,76,False
2014-08-27,73,False
2014-08-28,76,False
2014-08-29,79,False
2014-08-30,79,False
2014-08-31,70,False
2014-09-01,72,False
2014-09-02,78,False
2014-09-03,79,False
2014-09-04,81,False
2014-09-05,79,False
2014-09-06,75,False
2014-09-07,73,False
2014-09-08,76,False
2014-09-09,79,False
2014-09-10,78,False
2014-09-11,84,False
2014-09-12,79,False
2014-09-13,76,False
2014-09-14,70,False
2014-09-15,78,False
2014-09-16,75,False
2014-09-17,74,False
2014-09-18,74,False
2014-09-19,75,False
2014-09-20,69,False
2014-09-21,70,False
2014-09-22,72,False
2014-09-23,75,False
2014-09-24,77,False
2014-09-25,74,False
2014-09-26,75,False
2014-09-27,70,False
2014-09-28,71,False
2014-09-29,73,False
2014-09-30,73,False
2014-10-01,75,False
2014-10-02,78,False
2014-10-03,77,False
2014-10-04,76,False
2014-10-05,66,False
2014-10-06,70,False
2014-10-07,78,False
2014-10-08,74,False
2014-10-09,75,False
2014-10-10,73,False
2014-10-11,69,False
2014-10-12,67,False
2014-10-13,71,False
2014-10-14,74,False
2014-10-15,75,False
2014-10-16,79,False
2014-10-17,78,False
2014-10-18,73,False
2014-10-19,72,False
2014-10-20,78,False
2014-10-21,74,False
2014-10-22,73,False
2014-10-23,76,False
2014-10-24,76,False
2014-10-25,72,False
2014-10-26,69,False
2014-10-27,70,False
2014-10-28,73,False
2014-10-29,71,False
2014-10-30,76,False
2014-10-31,71,False
2014-11-01,68,False
2014-11-02,69,False
2014-11-03,73,False
2014-11-04,75,False
2014-11-05,74,False
2014-11-06,77,False
2014-11-07,78,False
2014-11-08,75,False
2014-11-09,73,False
2014-11-10,77,False
2014-11-11,74,False
2014-11-12,75,False
2014-11-13,77,False
2014-11-14,76,False
2014-11-15,77,False
2014-11-16,78,False
2014-11-17,77,False
2014-11-18,82,False
2014-11-19,79,False
2014-11-20,79,False
2014-11-21,83,False
2014-11-22,77,False
2014-11-23,76,False
2014-11-24,80,False
2014-11-25,81,False
2014-11-26,85,False
2014-11-27,89,False
2014-11-28,100,False
2014-11-29,85,False
2014-11-30,81,False
2014-12-01,84,False
2014-12-02,86,False
2014-12-03,79,False
2014-12-04,82,False
2014-12-05,78,False
2014-12-06,76,False
2014-12-07,73,False
2014-12-08,80,False
2014-12-09,76,False
2014-12-10,77,False
2014-12-11,80,False
2014-12-12,78,False
2014-12-13,77,False
2014-12-14,77,False
2014-12-15,76,False
2014-12-16,78,False
2014-12-17,75,False
2014-12-18,73,False
2014-12-19,74,False
2014-12-20,74,False
2014-12-21,74,False
2014-12-22,73,False
2014-12-23,80,False
2014-12-24,72,False
2014-12-25,80,False
2014-12-26,86,False
2014-12-27,79,False
2014-12-28,75,False
2014-12-29,76,False
2014-12-30,73,False
2014-12-31,70,False
2015-01-01,67,False
2015-01-02,72,False
2015-01-03,73,False
2015-01-04,70,False
2015-01-05,77,False
2015-01-06,81,False
2015-01-07,85,False
2015-01-08,81,False
2015-01-09,79,False
2015-01-10,74,False
2015-01-11,72,False
2015-01-12,78,False
2015-01-13,82,False
2015-01-14,77,False
2015-01-15,81,False
2015-01-16,78,False
2015-01-17,73,False
2015-01-18,71,False
2015-01-19,70,False
2015-01-20,75,False
2015-01-21,72,False
2015-01-22,76,False
2015-01-23,72,False
2015-01-24,74,False
2015-01-25,72,False
2015-01-26,69,False
2015-01-27,71,False
2015-01-28,79,False
2015-01-29,75,False
2015-01-30,73,False
2015-01-31,70,False
2015-02-01,69,False
2015-02-02,72,False
2015-02-03,74,False
2015-02-04,77,False
2015-02-05,74,False
2015-02-06,76,False
2015-02-07,72,False
2015-02-08,72,False
2015-02-09,73,False
2015-02-10,72,False
2015-02-11,71,False
2015-02-12,75,False
2015-02-13,72,False
2015-02-14,67,False
2015-02-15,67,False
2015-02-16,71,False
2015-02-17,71,False
2015-02-18,73,False
2015-02-19,71,False
2015-02-20,71,False
2015-02-21,71,False
2015-02-22,67,False
2015-02-23,71,False
2015-02-24,71,False
2015-02-25,70,False
2015-02-26,72,False
2015-02-27,74,False
2015-02-28,70,False
2015-03-01,70,False
2015-03-02,71,False
2015-03-03,71,False
2015-03-04,71,False
2015-03-05,70,False
2015-03-06,71,False
2015-03-07,71,False
2015-03-08,64,False
2015-03-09,78,False
2015-03-10,86,False
2015-03-11,75,False
2015-03-12,81,False
2015-03-13,79,False
2015-03-14,76,False
2015-03-15,75,False
2015-03-16,69,False
2015-03-17,73,False
2015-03-18,72,False
2015-03-19,70,False
2015-03-20,68,False
2015-03-21,71,False
2015-03-22,69,False
2015-03-23,68,False
2015-03-24,71,False
2015-03-25,72,False
2015-03-26,67,False
2015-03-27,68,False
2015-03-28,71,False
2015-03-29,64,False
2015-03-30,70,False
2015-03-31,73,False
2015-04-01,73,False
2015-04-02,73,False
2015-04-03,72,False
2015-04-04,68,False
2015-04-05,61,False
2015-04-06,67,False
2015-04-07,75,False
2015-04-08,75,False
2015-04-09,73,False
2015-04-10,72,False
