date,Kraft Heinz,isPartial
2015-12-26,8,False
2015-12-27,37,False
2015-12-28,11,False
2015-12-29,36,False
2015-12-30,7,False
2015-12-31,12,False
2016-01-01,32,False
2016-01-02,12,False
2016-01-03,4,False
2016-01-04,29,False
2016-01-05,61,False
2016-01-06,36,False
2016-01-07,54,False
2016-01-08,44,False
2016-01-09,20,False
2016-01-10,38,False
2016-01-11,79,False
2016-01-12,76,False
2016-01-13,49,False
2016-01-14,42,False
2016-01-15,51,False
2016-01-16,24,False
2016-01-17,19,False
2016-01-18,39,False
2016-01-19,42,False
2016-01-20,69,False
2016-01-21,60,False
2016-01-22,59,False
2016-01-23,16,False
2016-01-24,24,False
2016-01-25,34,False
2016-01-26,17,False
2016-01-27,63,False
2016-01-28,52,False
2016-01-29,76,False
2016-01-30,40,False
2016-01-31,12,False
2016-02-01,24,False
2016-02-02,48,False
2016-02-03,55,False
2016-02-04,53,False
2016-02-05,37,False
2016-02-06,40,False
2016-02-07,20,False
2016-02-08,43,False
2016-02-09,53,False
2016-02-10,49,False
2016-02-11,59,False
2016-02-12,43,False
2016-02-13,32,False
2016-02-14,27,False
2016-02-15,21,False
2016-02-16,62,False
2016-02-17,38,False
2016-02-18,55,False
2016-02-19,46,False
2016-02-20,31,False
2016-02-21,23,False
2016-02-22,37,False
2016-02-23,58,False
2016-02-24,89,False
2016-02-25,80,False
2016-02-26,79,False
2016-02-27,43,False
2016-02-28,47,False
2016-02-29,63,False
2016-03-01,57,False
2016-03-02,24,False
2016-03-03,48,False
2016-03-04,54,False
2016-03-05,27,False
2016-03-06,31,False
2016-03-07,58,False
2016-03-08,31,False
2016-03-09,72,False
2016-03-10,52,False
2016-03-11,36,False
2016-03-12,16,False
2016-03-13,27,False
2016-03-14,65,False
2016-03-15,51,False
2016-03-16,85,False
2016-03-17,70,False
2016-03-18,36,False
2016-03-19,36,False
2016-03-20,24,False
2016-03-21,41,False
2016-03-22,49,False
2016-03-23,64,False
2016-03-24,66,False
2016-03-25,27,False
2016-03-26,12,False
2016-03-27,17,False
2016-03-28,46,False
2016-03-29,59,False
2016-03-30,55,False
2016-03-31,42,False
2016-04-01,54,False
2016-04-02,12,False
2016-04-03,35,False
2016-04-04,100,False
2016-04-05,82,False
2016-04-06,52,False
2016-04-07,42,False
2016-04-08,50,False
2016-04-09,40,False
2016-04-10,35,False
2016-04-11,52,False
2016-04-12,55,False
2016-04-13,48,False
2016-04-14,24,False
2016-04-15,47,False
2016-04-16,16,False
2016-04-17,28,False
2016-04-18,59,False
2016-04-19,42,False
2016-04-20,21,False
2016-04-21,60,False
2016-04-22,65,False
2016-04-23,20,False
2016-04-24,12,False
2016-04-25,51,False
2016-04-26,61,False
2016-04-27,75,False
2016-04-28,59,False
2016-04-29,22,False
2016-04-30,20,False
2016-05-01,36,False
2016-05-02,28,False
2016-05-03,48,False
2016-05-04,91,False
2016-05-05,86,False
2016-05-06,45,False
2016-05-07,37,False
2016-05-08,20,False
2016-05-09,42,False
2016-05-10,58,False
2016-05-11,62,False
2016-05-12,81,False
2016-05-13,65,False
2016-05-14,20,False
2016-05-15,16,False
2016-05-16,72,False
2016-05-17,99,False
2016-05-18,48,False
2016-05-19,73,False
2016-05-20,51,False
2016-05-21,25,False
2016-05-22,52,False
2016-05-23,51,False
2016-05-24,66,False
2016-05-25,49,False
2016-05-26,51,False
2016-05-27,33,False
2016-05-28,29,False
2016-05-29,20,False
2016-05-30,7,False
2016-05-31,53,False
2016-06-01,63,False
2016-06-02,61,False
2016-06-03,55,False
2016-06-04,12,False
2016-06-05,8,False
2016-06-06,39,False
2016-06-07,60,False
2016-06-08,60,False
2016-06-09,64,False
2016-06-10,52,False
2016-06-11,33,False
