date,Kraft Heinz,isPartial
2015-04-10,10,False
2015-04-11,7,False
2015-04-12,4,False
2015-04-13,9,False
2015-04-14,19,False
2015-04-15,11,False
2015-04-16,19,False
2015-04-17,6,False
2015-04-18,3,False
2015-04-19,5,False
2015-04-20,10,False
2015-04-21,14,False
2015-04-22,12,False
2015-04-23,8,False
2015-04-24,5,False
2015-04-25,7,False
2015-04-26,3,False
2015-04-27,6,False
2015-04-28,14,False
2015-04-29,14,False
2015-04-30,5,False
2015-05-01,5,False
2015-05-02,6,False
2015-05-03,7,False
2015-05-04,11,False
2015-05-05,6,False
2015-05-06,5,False
2015-05-07,5,False
2015-05-08,9,False
2015-05-09,7,False
2015-05-10,3,False
2015-05-11,7,False
2015-05-12,6,False
2015-05-13,6,False
2015-05-14,5,False
2015-05-15,4,False
2015-05-16,4,False
2015-05-17,3,False
2015-05-18,6,False
2015-05-19,5,False
2015-05-20,5,False
2015-05-21,7,False
2015-05-22,11,False
2015-05-23,3,False
2015-05-24,1,False
2015-05-25,2,False
2015-05-26,3,False
2015-05-27,10,False
2015-05-28,1,False
2015-05-29,4,False
2015-05-30,3,False
2015-05-31,3,False
2015-06-01,3,False
2015-06-02,2,False
2015-06-03,8,False
2015-06-04,6,False
2015-06-05,2,False
2015-06-06,0,False
2015-06-07,3,False
2015-06-08,9,False
2015-06-09,8,False
2015-06-10,3,False
2015-06-11,15,False
2015-06-12,11,False
2015-06-13,4,False
2015-06-14,7,False
2015-06-15,3,False
2015-06-16,8,False
2015-06-17,9,False
2015-06-18,9,False
2015-06-19,11,False
2015-06-20,0,False
2015-06-21,4,False
2015-06-22,2,False
2015-06-23,7,False
2015-06-24,7,False
2015-06-25,5,False
2015-06-26,7,False
2015-06-27,6,False
2015-06-28,1,False
2015-06-29,11,False
2015-06-30,14,False
2015-07-01,14,False
2015-07-02,33,False
2015-07-03,20,False
2015-07-04,7,False
2015-07-05,9,False
2015-07-06,54,False
2015-07-07,39,False
2015-07-08,44,False
2015-07-09,41,False
2015-07-10,24,False
2015-07-11,19,False
2015-07-12,11,False
2015-07-13,25,False
2015-07-14,21,False
2015-07-15,26,False
2015-07-16,37,False
2015-07-17,32,False
2015-07-18,11,False
2015-07-19,12,False
2015-07-20,16,False
2015-07-21,19,False
2015-07-22,19,False
2015-07-23,18,False
2015-07-24,20,False
2015-07-25,6,False
2015-07-26,6,False
2015-07-27,18,False
2015-07-28,16,False
2015-07-29,18,False
2015-07-30,9,False
2015-07-31,17,False
2015-08-01,10,False
2015-08-02,7,False
2015-08-03,15,False
2015-08-04,24,False
2015-08-05,14,False
2015-08-06,20,False
2015-08-07,14,False
2015-08-08,17,False
2015-08-09,10,False
2015-08-10,28,False
2015-08-11,28,False
2015-08-12,61,False
2015-08-13,64,False
2015-08-14,21,False
2015-08-15,8,False
2015-08-16,8,False
2015-08-17,21,False
2015-08-18,14,False
2015-08-19,13,False
2015-08-20,22,False
2015-08-21,18,False
2015-08-22,15,False
2015-08-23,11,False
2015-08-24,18,False
2015-08-25,19,False
2015-08-26,21,False
2015-08-27,18,False
2015-08-28,14,False
2015-08-29,7,False
2015-08-30,5,False
2015-08-31,6,False
2015-09-01,15,False
2015-09-02,15,False
2015-09-03,16,False
2015-09-04,15,False
2015-09-05,4,False
