date,Kraft Heinz,isPartial
2012-06-04,23,False
2012-06-05,0,False
2012-06-06,0,False
2012-06-07,0,False
2012-06-08,48,False
2012-06-09,0,False
2012-06-10,55,False
2012-06-11,44,False
2012-06-12,0,False
2012-06-13,45,False
2012-06-14,0,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,22,False
2012-06-19,22,False
2012-06-20,45,False
2012-06-21,0,False
2012-06-22,0,False
2012-06-23,0,False
2012-06-24,57,False
2012-06-25,45,False
2012-06-26,23,False
2012-06-27,46,False
2012-06-28,23,False
2012-06-29,24,False
2012-06-30,0,False
2012-07-01,28,False
2012-07-02,0,False
2012-07-03,46,False
2012-07-04,48,False
2012-07-05,24,False
2012-07-06,24,False
2012-07-07,58,False
2012-07-08,0,False
2012-07-09,34,False
2012-07-10,23,False
2012-07-11,23,False
2012-07-12,23,False
2012-07-13,24,False
2012-07-14,0,False
2012-07-15,0,False
2012-07-16,0,False
2012-07-17,0,False
2012-07-18,23,False
2012-07-19,24,False
2012-07-20,0,False
2012-07-21,29,False
2012-07-22,0,False
2012-07-23,35,False
2012-07-24,23,False
2012-07-25,0,False
2012-07-26,71,False
2012-07-27,49,False
2012-07-28,0,False
2012-07-29,0,False
2012-07-30,0,False
2012-07-31,23,False
2012-08-01,23,False
2012-08-02,23,False
2012-08-03,49,False
2012-08-04,29,False
2012-08-05,29,False
2012-08-06,23,False
2012-08-07,23,False
2012-08-08,23,False
2012-08-09,0,False
2012-08-10,49,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,0,False
2012-08-15,0,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,23,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,46,False
2012-08-24,24,False
2012-08-25,28,False
2012-08-26,0,False
2012-08-27,34,False
2012-08-28,33,False
2012-08-29,67,False
2012-08-30,0,False
2012-08-31,23,False
2012-09-01,28,False
2012-09-02,27,False
2012-09-03,0,False
2012-09-04,22,False
2012-09-05,44,False
2012-09-06,23,False
2012-09-07,24,False
2012-09-08,27,False
2012-09-09,27,False
2012-09-10,44,False
2012-09-11,22,False
2012-09-12,22,False
2012-09-13,22,False
2012-09-14,0,False
2012-09-15,54,False
2012-09-16,0,False
2012-09-17,22,False
2012-09-18,21,False
2012-09-19,33,False
2012-09-20,22,False
2012-09-21,23,False
2012-09-22,40,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,22,False
2012-09-26,65,False
2012-09-27,33,False
2012-09-28,23,False
2012-09-29,26,False
2012-09-30,0,False
2012-10-01,22,False
2012-10-02,22,False
2012-10-03,22,False
2012-10-04,22,False
2012-10-05,0,False
2012-10-06,26,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,42,False
2012-10-10,21,False
2012-10-11,0,False
2012-10-12,34,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,0,False
2012-10-16,21,False
2012-10-17,21,False
2012-10-18,0,False
2012-10-19,0,False
2012-10-20,25,False
2012-10-21,0,False
2012-10-22,21,False
2012-10-23,0,False
2012-10-24,0,False
2012-10-25,43,False
2012-10-26,0,False
2012-10-27,26,False
2012-10-28,0,False
2012-10-29,20,False
2012-10-30,0,False
2012-10-31,21,False
2012-11-01,22,False
2012-11-02,0,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,20,False
2012-11-06,41,False
2012-11-07,20,False
2012-11-08,42,False
2012-11-09,43,False
2012-11-10,25,False
2012-11-11,25,False
2012-11-12,21,False
2012-11-13,21,False
2012-11-14,21,False
2012-11-15,42,False
2012-11-16,22,False
2012-11-17,0,False
2012-11-18,36,False
2012-11-19,20,False
2012-11-20,31,False
2012-11-21,21,False
2012-11-22,0,False
2012-11-23,22,False
2012-11-24,0,False
2012-11-25,24,False
2012-11-26,20,False
2012-11-27,40,False
2012-11-28,0,False
2012-11-29,0,False
2012-11-30,21,False
2012-12-01,24,False
2012-12-02,24,False
2012-12-03,0,False
2012-12-04,20,False
2012-12-05,0,False
2012-12-06,21,False
2012-12-07,22,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,39,False
2012-12-11,40,False
2012-12-12,0,False
2012-12-13,0,False
2012-12-14,43,False
2012-12-15,0,False
2012-12-16,24,False
2012-12-17,20,False
2012-12-18,0,False
2012-12-19,0,False
2012-12-20,0,False
2012-12-21,0,False
2012-12-22,0,False
2012-12-23,26,False
2012-12-24,51,False
2012-12-25,0,False
2012-12-26,0,False
2012-12-27,0,False
2012-12-28,45,False
2012-12-29,0,False
2012-12-30,50,False
2012-12-31,25,False
2013-01-01,52,False
2013-01-02,0,False
2013-01-03,0,False
2013-01-04,0,False
2013-01-05,0,False
2013-01-06,70,False
2013-01-07,0,False
2013-01-08,19,False
2013-01-09,0,False
2013-01-10,0,False
2013-01-11,41,False
2013-01-12,23,False
2013-01-13,34,False
2013-01-14,0,False
2013-01-15,38,False
2013-01-16,0,False
2013-01-17,0,False
2013-01-18,0,False
2013-01-19,23,False
2013-01-20,23,False
2013-01-21,47,False
2013-01-22,19,False
2013-01-23,19,False
2013-01-24,0,False
2013-01-25,0,False
2013-01-26,0,False
2013-01-27,22,False
2013-01-28,38,False
2013-01-29,19,False
2013-01-30,19,False
2013-01-31,19,False
2013-02-01,20,False
2013-02-02,23,False
2013-02-03,22,False
2013-02-04,19,False
2013-02-05,0,False
2013-02-06,0,False
2013-02-07,0,False
2013-02-08,20,False
2013-02-09,23,False
2013-02-10,0,False
2013-02-11,0,False
2013-02-12,19,False
2013-02-13,0,False
2013-02-14,100,False
2013-02-15,50,False
2013-02-16,23,False
2013-02-17,22,False
2013-02-18,19,False
2013-02-19,19,False
