date,Kraft Heinz,isPartial
2017-05-29,17,False
2017-05-30,46,False
2017-05-31,50,False
2017-06-01,40,False
2017-06-02,52,False
2017-06-03,29,False
2017-06-04,21,False
2017-06-05,41,False
2017-06-06,44,False
2017-06-07,36,False
2017-06-08,26,False
2017-06-09,33,False
2017-06-10,22,False
2017-06-11,12,False
2017-06-12,32,False
2017-06-13,39,False
2017-06-14,40,False
2017-06-15,35,False
2017-06-16,25,False
2017-06-17,10,False
2017-06-18,19,False
2017-06-19,34,False
2017-06-20,45,False
2017-06-21,29,False
2017-06-22,38,False
2017-06-23,35,False
2017-06-24,17,False
2017-06-25,7,False
2017-06-26,46,False
2017-06-27,38,False
2017-06-28,46,False
2017-06-29,29,False
2017-06-30,24,False
2017-07-01,19,False
2017-07-02,12,False
2017-07-03,40,False
2017-07-04,23,False
2017-07-05,25,False
2017-07-06,23,False
2017-07-07,33,False
2017-07-08,24,False
2017-07-09,27,False
2017-07-10,47,False
2017-07-11,49,False
2017-07-12,63,False
2017-07-13,63,False
2017-07-14,26,False
2017-07-15,19,False
2017-07-16,24,False
2017-07-17,50,False
2017-07-18,39,False
2017-07-19,35,False
2017-07-20,39,False
2017-07-21,34,False
2017-07-22,26,False
2017-07-23,17,False
2017-07-24,45,False
2017-07-25,30,False
2017-07-26,41,False
2017-07-27,41,False
2017-07-28,23,False
2017-07-29,28,False
2017-07-30,29,False
2017-07-31,47,False
2017-08-01,39,False
2017-08-02,42,False
2017-08-03,64,False
2017-08-04,52,False
2017-08-05,38,False
2017-08-06,21,False
2017-08-07,33,False
2017-08-08,67,False
2017-08-09,47,False
2017-08-10,40,False
2017-08-11,56,False
2017-08-12,28,False
2017-08-13,16,False
2017-08-14,55,False
2017-08-15,68,False
2017-08-16,38,False
2017-08-17,49,False
2017-08-18,41,False
2017-08-19,34,False
2017-08-20,14,False
2017-08-21,40,False
2017-08-22,55,False
2017-08-23,54,False
2017-08-24,48,False
2017-08-25,49,False
2017-08-26,16,False
2017-08-27,23,False
2017-08-28,28,False
2017-08-29,30,False
2017-08-30,50,False
2017-08-31,46,False
2017-09-01,44,False
2017-09-02,12,False
2017-09-03,25,False
2017-09-04,24,False
2017-09-05,35,False
2017-09-06,50,False
2017-09-07,34,False
2017-09-08,100,False
2017-09-09,97,False
2017-09-10,53,False
2017-09-11,95,False
2017-09-12,77,False
2017-09-13,58,False
2017-09-14,57,False
2017-09-15,49,False
2017-09-16,23,False
2017-09-17,49,False
2017-09-18,52,False
2017-09-19,68,False
2017-09-20,44,False
2017-09-21,43,False
2017-09-22,45,False
2017-09-23,25,False
2017-09-24,24,False
2017-09-25,56,False
2017-09-26,51,False
2017-09-27,41,False
2017-09-28,33,False
2017-09-29,54,False
2017-09-30,18,False
2017-10-01,25,False
2017-10-02,31,False
2017-10-03,39,False
2017-10-04,62,False
2017-10-05,44,False
2017-10-06,44,False
2017-10-07,13,False
2017-10-08,22,False
2017-10-09,68,False
2017-10-10,53,False
2017-10-11,60,False
2017-10-12,41,False
2017-10-13,42,False
2017-10-14,31,False
2017-10-15,31,False
2017-10-16,39,False
2017-10-17,48,False
2017-10-18,33,False
2017-10-19,51,False
2017-10-20,51,False
2017-10-21,36,False
2017-10-22,21,False
2017-10-23,55,False
2017-10-24,55,False
2017-10-25,36,False
2017-10-26,37,False
2017-10-27,42,False
2017-10-28,24,False
2017-10-29,22,False
2017-10-30,46,False
2017-10-31,49,False
2017-11-01,79,False
2017-11-02,45,False
2017-11-03,31,False
2017-11-04,26,False
2017-11-05,27,False
2017-11-06,64,False
2017-11-07,47,False
2017-11-08,57,False
2017-11-09,55,False
2017-11-10,49,False
2017-11-11,15,False
2017-11-12,21,False
2017-11-13,35,False
2017-11-14,54,False
2017-11-15,60,False
2017-11-16,64,False
2017-11-17,31,False
2017-11-18,17,False
2017-11-19,29,False
2017-11-20,39,False
2017-11-21,34,False
2017-11-22,25,False
2017-11-23,35,False
2017-11-24,37,False
2017-11-25,11,False
2017-11-26,23,False
2017-11-27,49,False
2017-11-28,59,False
2017-11-29,36,False
2017-11-30,42,False
2017-12-01,29,False
2017-12-02,17,False
2017-12-03,13,False
2017-12-04,34,False
2017-12-05,39,False
2017-12-06,49,False
2017-12-07,28,False
2017-12-08,28,False
2017-12-09,33,False
2017-12-10,15,False
2017-12-11,41,False
2017-12-12,56,False
2017-12-13,34,False
2017-12-14,32,False
2017-12-15,34,False
2017-12-16,15,False
2017-12-17,13,False
2017-12-18,38,False
2017-12-19,25,False
2017-12-20,55,False
2017-12-21,42,False
2017-12-22,19,False
2017-12-23,34,False
2017-12-24,14,False
2017-12-25,2,False
2017-12-26,13,False
2017-12-27,28,False
2017-12-28,24,False
2017-12-29,21,False
2017-12-30,16,False
2017-12-31,7,False
2018-01-01,21,False
2018-01-02,41,False
2018-01-03,38,False
2018-01-04,45,False
2018-01-05,27,False
2018-01-06,8,False
2018-01-07,8,False
2018-01-08,42,False
2018-01-09,47,False
2018-01-10,54,False
2018-01-11,48,False
2018-01-12,46,False
2018-01-13,31,False
2018-01-14,31,False
2018-01-15,29,False
2018-01-16,33,False
2018-01-17,34,False
2018-01-18,82,False
2018-01-19,27,False
2018-01-20,23,False
2018-01-21,29,False
2018-01-22,51,False
2018-01-23,49,False
2018-01-24,38,False
2018-01-25,28,False
2018-01-26,25,False
2018-01-27,19,False
2018-01-28,19,False
2018-01-29,45,False
2018-01-30,38,False
2018-01-31,44,False
2018-02-01,51,False
2018-02-02,32,False
2018-02-03,13,False
2018-02-04,22,False
2018-02-05,55,False
2018-02-06,65,False
2018-02-07,56,False
2018-02-08,49,False
2018-02-09,53,False
2018-02-10,23,False
2018-02-11,33,False
2018-02-12,52,False
2018-02-13,59,False
