date,Kraft Heinz,isPartial
2016-05-04,89,False
2016-05-05,75,False
2016-05-06,42,False
2016-05-07,22,False
2016-05-08,17,False
2016-05-09,55,False
2016-05-10,78,False
2016-05-11,61,False
2016-05-12,64,False
2016-05-13,51,False
2016-05-14,27,False
2016-05-15,19,False
2016-05-16,54,False
2016-05-17,66,False
2016-05-18,66,False
2016-05-19,73,False
2016-05-20,57,False
2016-05-21,26,False
2016-05-22,23,False
2016-05-23,57,False
2016-05-24,67,False
2016-05-25,67,False
2016-05-26,74,False
2016-05-27,52,False
2016-05-28,21,False
2016-05-29,21,False
2016-05-30,32,False
2016-05-31,54,False
2016-06-01,69,False
2016-06-02,48,False
2016-06-03,44,False
2016-06-04,37,False
2016-06-05,19,False
2016-06-06,53,False
2016-06-07,47,False
2016-06-08,44,False
2016-06-09,52,False
2016-06-10,44,False
2016-06-11,21,False
2016-06-12,25,False
2016-06-13,42,False
2016-06-14,50,False
2016-06-15,61,False
2016-06-16,63,False
2016-06-17,69,False
2016-06-18,22,False
2016-06-19,15,False
2016-06-20,60,False
2016-06-21,62,False
2016-06-22,51,False
2016-06-23,62,False
2016-06-24,58,False
2016-06-25,30,False
2016-06-26,19,False
2016-06-27,49,False
2016-06-28,57,False
2016-06-29,45,False
2016-06-30,64,False
2016-07-01,57,False
2016-07-02,18,False
2016-07-03,22,False
2016-07-04,27,False
2016-07-05,62,False
2016-07-06,39,False
2016-07-07,50,False
2016-07-08,47,False
2016-07-09,43,False
2016-07-10,22,False
2016-07-11,64,False
2016-07-12,48,False
2016-07-13,80,False
2016-07-14,54,False
2016-07-15,42,False
2016-07-16,22,False
2016-07-17,20,False
2016-07-18,76,False
2016-07-19,41,False
2016-07-20,41,False
2016-07-21,69,False
2016-07-22,46,False
2016-07-23,21,False
2016-07-24,32,False
2016-07-25,100,False
2016-07-26,79,False
2016-07-27,58,False
2016-07-28,48,False
2016-07-29,26,False
2016-07-30,16,False
2016-07-31,16,False
2016-08-01,56,False
2016-08-02,48,False
2016-08-03,47,False
2016-08-04,67,False
2016-08-05,75,False
2016-08-06,19,False
2016-08-07,19,False
2016-08-08,57,False
2016-08-09,61,False
2016-08-10,52,False
2016-08-11,53,False
2016-08-12,25,False
2016-08-13,21,False
2016-08-14,19,False
2016-08-15,40,False
2016-08-16,63,False
2016-08-17,51,False
2016-08-18,31,False
2016-08-19,36,False
2016-08-20,19,False
2016-08-21,21,False
2016-08-22,50,False
2016-08-23,68,False
2016-08-24,61,False
2016-08-25,91,False
2016-08-26,46,False
2016-08-27,22,False
2016-08-28,26,False
2016-08-29,49,False
2016-08-30,39,False
2016-08-31,51,False
2016-09-01,69,False
2016-09-02,57,False
2016-09-03,22,False
2016-09-04,34,False
2016-09-05,38,False
2016-09-06,59,False
2016-09-07,52,False
2016-09-08,69,False
2016-09-09,50,False
2016-09-10,31,False
2016-09-11,26,False
2016-09-12,69,False
2016-09-13,67,False
2016-09-14,66,False
2016-09-15,66,False
2016-09-16,57,False
2016-09-17,23,False
2016-09-18,29,False
2016-09-19,57,False
2016-09-20,57,False
2016-09-21,65,False
2016-09-22,61,False
2016-09-23,68,False
2016-09-24,22,False
2016-09-25,17,False
2016-09-26,57,False
2016-09-27,77,False
2016-09-28,37,False
2016-09-29,60,False
2016-09-30,62,False
2016-10-01,25,False
2016-10-02,31,False
2016-10-03,44,False
2016-10-04,64,False
2016-10-05,61,False
2016-10-06,76,False
2016-10-07,40,False
2016-10-08,19,False
2016-10-09,27,False
2016-10-10,61,False
2016-10-11,74,False
2016-10-12,48,False
2016-10-13,48,False
2016-10-14,44,False
2016-10-15,32,False
2016-10-16,23,False
2016-10-17,63,False
2016-10-18,67,False
2016-10-19,71,False
2016-10-20,62,False
2016-10-21,52,False
2016-10-22,30,False
2016-10-23,25,False
2016-10-24,43,False
2016-10-25,66,False
2016-10-26,56,False
2016-10-27,56,False
2016-10-28,33,False
2016-10-29,11,False
2016-10-30,27,False
2016-10-31,58,False
2016-11-01,88,False
2016-11-02,81,False
2016-11-03,84,False
2016-11-04,72,False
2016-11-05,32,False
2016-11-06,35,False
2016-11-07,79,False
2016-11-08,75,False
2016-11-09,69,False
2016-11-10,90,False
2016-11-11,61,False
2016-11-12,19,False
2016-11-13,43,False
2016-11-14,59,False
2016-11-15,78,False
