date,Microchip Technology,isPartial
2018-02-13,8,False
2018-02-14,7,False
2018-02-15,23,False
2018-02-16,24,False
2018-02-17,0,False
2018-02-18,0,False
2018-02-19,8,False
2018-02-20,44,False
2018-02-21,22,False
2018-02-22,15,False
2018-02-23,15,False
2018-02-24,17,False
2018-02-25,8,False
2018-02-26,22,False
2018-02-27,74,False
2018-02-28,59,False
2018-03-01,51,False
2018-03-02,100,False
2018-03-03,26,False
2018-03-04,8,False
2018-03-05,22,False
2018-03-06,15,False
2018-03-07,59,False
2018-03-08,15,False
2018-03-09,23,False
2018-03-10,8,False
2018-03-11,8,False
2018-03-12,14,False
2018-03-13,22,False
2018-03-14,37,False
2018-03-15,22,False
2018-03-16,31,False
2018-03-17,34,False
2018-03-18,8,False
2018-03-19,0,False
2018-03-20,44,False
2018-03-21,15,False
2018-03-22,23,False
2018-03-23,31,False
2018-03-24,9,False
2018-03-25,17,False
2018-03-26,22,False
2018-03-27,23,False
2018-03-28,0,False
2018-03-29,32,False
2018-03-30,34,False
2018-03-31,18,False
2018-04-01,9,False
2018-04-02,8,False
2018-04-03,52,False
2018-04-04,22,False
2018-04-05,15,False
2018-04-06,24,False
2018-04-07,9,False
2018-04-08,9,False
2018-04-09,30,False
2018-04-10,37,False
2018-04-11,0,False
2018-04-12,22,False
2018-04-13,8,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,0,False
2018-04-17,7,False
2018-04-18,8,False
2018-04-19,15,False
2018-04-20,16,False
2018-04-21,9,False
2018-04-22,9,False
2018-04-23,7,False
2018-04-24,29,False
2018-04-25,37,False
2018-04-26,15,False
2018-04-27,24,False
2018-04-28,0,False
2018-04-29,26,False
2018-04-30,15,False
2018-05-01,16,False
2018-05-02,45,False
2018-05-03,7,False
2018-05-04,0,False
2018-05-05,9,False
2018-05-06,17,False
2018-05-07,8,False
2018-05-08,22,False
2018-05-09,8,False
2018-05-10,38,False
2018-05-11,31,False
2018-05-12,18,False
2018-05-13,17,False
2018-05-14,22,False
2018-05-15,29,False
2018-05-16,15,False
2018-05-17,23,False
2018-05-18,24,False
2018-05-19,9,False
2018-05-20,0,False
2018-05-21,8,False
2018-05-22,15,False
2018-05-23,38,False
2018-05-24,23,False
2018-05-25,8,False
2018-05-26,9,False
2018-05-27,26,False
2018-05-28,8,False
2018-05-29,15,False
2018-05-30,0,False
2018-05-31,8,False
2018-06-01,16,False
2018-06-02,0,False
2018-06-03,18,False
2018-06-04,22,False
2018-06-05,44,False
2018-06-06,23,False
2018-06-07,15,False
2018-06-08,8,False
2018-06-09,9,False
2018-06-10,17,False
2018-06-11,0,False
2018-06-12,21,False
2018-06-13,14,False
2018-06-14,15,False
2018-06-15,16,False
2018-06-16,0,False
2018-06-17,9,False
2018-06-18,15,False
2018-06-19,22,False
2018-06-20,7,False
2018-06-21,7,False
2018-06-22,16,False
2018-06-23,17,False
2018-06-24,0,False
2018-06-25,7,False
2018-06-26,22,False
2018-06-27,22,False
2018-06-28,23,False
