date,Microchip Technology,isPartial
2017-05-29,29,False
2017-05-30,53,False
2017-05-31,13,False
2017-06-01,0,False
2017-06-02,14,False
2017-06-03,48,False
2017-06-04,47,False
2017-06-05,41,False
2017-06-06,26,False
2017-06-07,0,False
2017-06-08,40,False
2017-06-09,42,False
2017-06-10,16,False
2017-06-11,0,False
2017-06-12,27,False
2017-06-13,66,False
2017-06-14,27,False
2017-06-15,0,False
2017-06-16,0,False
2017-06-17,16,False
2017-06-18,0,False
2017-06-19,27,False
2017-06-20,0,False
2017-06-21,39,False
2017-06-22,0,False
2017-06-23,41,False
2017-06-24,32,False
2017-06-25,32,False
2017-06-26,14,False
2017-06-27,14,False
2017-06-28,28,False
2017-06-29,14,False
2017-06-30,15,False
2017-07-01,32,False
2017-07-02,16,False
2017-07-03,43,False
2017-07-04,43,False
2017-07-05,29,False
2017-07-06,57,False
2017-07-07,14,False
2017-07-08,16,False
2017-07-09,16,False
2017-07-10,41,False
2017-07-11,69,False
2017-07-12,14,False
2017-07-13,42,False
2017-07-14,29,False
2017-07-15,16,False
2017-07-16,48,False
2017-07-17,28,False
2017-07-18,14,False
2017-07-19,55,False
2017-07-20,69,False
2017-07-21,43,False
2017-07-22,0,False
2017-07-23,16,False
2017-07-24,41,False
2017-07-25,27,False
2017-07-26,27,False
2017-07-27,41,False
2017-07-28,57,False
2017-07-29,16,False
2017-07-30,32,False
2017-07-31,14,False
2017-08-01,13,False
2017-08-02,51,False
2017-08-03,27,False
2017-08-04,28,False
2017-08-05,16,False
2017-08-06,16,False
2017-08-07,65,False
2017-08-08,0,False
2017-08-09,40,False
2017-08-10,14,False
2017-08-11,42,False
2017-08-12,16,False
2017-08-13,0,False
2017-08-14,54,False
2017-08-15,27,False
2017-08-16,54,False
2017-08-17,40,False
2017-08-18,0,False
2017-08-19,0,False
2017-08-20,30,False
2017-08-21,13,False
2017-08-22,13,False
2017-08-23,27,False
2017-08-24,27,False
2017-08-25,14,False
2017-08-26,16,False
2017-08-27,15,False
2017-08-28,54,False
2017-08-29,26,False
2017-08-30,27,False
2017-08-31,40,False
2017-09-01,42,False
2017-09-02,31,False
2017-09-03,0,False
2017-09-04,27,False
2017-09-05,0,False
2017-09-06,13,False
2017-09-07,53,False
2017-09-08,55,False
2017-09-09,0,False
2017-09-10,15,False
2017-09-11,13,False
2017-09-12,26,False
2017-09-13,51,False
2017-09-14,13,False
2017-09-15,54,False
2017-09-16,31,False
2017-09-17,0,False
2017-09-18,13,False
2017-09-19,0,False
2017-09-20,53,False
2017-09-21,26,False
2017-09-22,41,False
2017-09-23,0,False
2017-09-24,15,False
2017-09-25,39,False
2017-09-26,39,False
2017-09-27,26,False
2017-09-28,13,False
2017-09-29,14,False
2017-09-30,15,False
2017-10-01,15,False
2017-10-02,39,False
2017-10-03,26,False
2017-10-04,78,False
2017-10-05,26,False
2017-10-06,0,False
2017-10-07,30,False
2017-10-08,45,False
2017-10-09,65,False
2017-10-10,0,False
2017-10-11,13,False
2017-10-12,26,False
2017-10-13,14,False
2017-10-14,0,False
2017-10-15,30,False
2017-10-16,13,False
2017-10-17,13,False
2017-10-18,39,False
2017-10-19,13,False
2017-10-20,54,False
2017-10-21,30,False
2017-10-22,14,False
2017-10-23,38,False
2017-10-24,13,False
2017-10-25,26,False
2017-10-26,39,False
2017-10-27,40,False
2017-10-28,0,False
2017-10-29,73,False
2017-10-30,0,False
2017-10-31,39,False
2017-11-01,93,False
2017-11-02,53,False
2017-11-03,13,False
2017-11-04,14,False
2017-11-05,0,False
2017-11-06,50,False
2017-11-07,62,False
2017-11-08,64,False
2017-11-09,50,False
2017-11-10,39,False
2017-11-11,14,False
2017-11-12,14,False
2017-11-13,100,False
2017-11-14,12,False
2017-11-15,88,False
2017-11-16,12,False
2017-11-17,26,False
2017-11-18,29,False
2017-11-19,14,False
2017-11-20,88,False
2017-11-21,12,False
2017-11-22,38,False
2017-11-23,13,False
2017-11-24,13,False
2017-11-25,43,False
2017-11-26,0,False
2017-11-27,37,False
2017-11-28,12,False
2017-11-29,38,False
2017-11-30,38,False
2017-12-01,26,False
2017-12-02,29,False
2017-12-03,14,False
2017-12-04,37,False
2017-12-05,12,False
2017-12-06,50,False
2017-12-07,38,False
2017-12-08,0,False
2017-12-09,0,False
2017-12-10,14,False
2017-12-11,37,False
2017-12-12,13,False
2017-12-13,12,False
2017-12-14,26,False
2017-12-15,27,False
2017-12-16,0,False
2017-12-17,0,False
2017-12-18,38,False
2017-12-19,13,False
2017-12-20,13,False
2017-12-21,0,False
2017-12-22,29,False
2017-12-23,31,False
2017-12-24,16,False
2017-12-25,0,False
2017-12-26,28,False
2017-12-27,27,False
2017-12-28,27,False
2017-12-29,70,False
2017-12-30,0,False
2017-12-31,16,False
2018-01-01,15,False
2018-01-02,26,False
2018-01-03,12,False
2018-01-04,63,False
2018-01-05,0,False
2018-01-06,0,False
2018-01-07,0,False
2018-01-08,37,False
2018-01-09,61,False
2018-01-10,12,False
2018-01-11,49,False
2018-01-12,13,False
2018-01-13,14,False
2018-01-14,14,False
2018-01-15,12,False
2018-01-16,60,False
2018-01-17,12,False
2018-01-18,12,False
2018-01-19,51,False
2018-01-20,0,False
2018-01-21,14,False
2018-01-22,24,False
2018-01-23,24,False
2018-01-24,24,False
2018-01-25,49,False
2018-01-26,0,False
2018-01-27,0,False
2018-01-28,0,False
2018-01-29,24,False
2018-01-30,24,False
2018-01-31,24,False
2018-02-01,25,False
2018-02-02,26,False
2018-02-03,42,False
2018-02-04,14,False
2018-02-05,73,False
2018-02-06,97,False
2018-02-07,49,False
2018-02-08,86,False
2018-02-09,38,False
2018-02-10,28,False
2018-02-11,14,False
2018-02-12,49,False
2018-02-13,0,False
