date,Microchip Technology,isPartial
2017-10-06,41,False
2017-10-07,20,False
2017-10-08,13,False
2017-10-09,40,False
2017-10-10,28,False
2017-10-11,17,False
2017-10-12,29,False
2017-10-13,18,False
2017-10-14,0,False
2017-10-15,20,False
2017-10-16,11,False
2017-10-17,34,False
2017-10-18,40,False
2017-10-19,52,False
2017-10-20,24,False
2017-10-21,13,False
2017-10-22,13,False
2017-10-23,44,False
2017-10-24,22,False
2017-10-25,39,False
2017-10-26,17,False
2017-10-27,36,False
2017-10-28,13,False
2017-10-29,19,False
2017-10-30,11,False
2017-10-31,12,False
2017-11-01,35,False
2017-11-02,58,False
2017-11-03,35,False
2017-11-04,19,False
2017-11-05,13,False
2017-11-06,55,False
2017-11-07,61,False
2017-11-08,23,False
2017-11-09,28,False
2017-11-10,23,False
2017-11-11,13,False
2017-11-12,19,False
2017-11-13,55,False
2017-11-14,22,False
2017-11-15,22,False
2017-11-16,17,False
2017-11-17,29,False
2017-11-18,25,False
2017-11-19,25,False
2017-11-20,39,False
2017-11-21,33,False
2017-11-22,34,False
2017-11-23,11,False
2017-11-24,29,False
2017-11-25,13,False
2017-11-26,0,False
2017-11-27,22,False
2017-11-28,33,False
2017-11-29,45,False
2017-11-30,22,False
2017-12-01,23,False
2017-12-02,26,False
2017-12-03,25,False
2017-12-04,16,False
2017-12-05,11,False
2017-12-06,50,False
2017-12-07,39,False
2017-12-08,35,False
2017-12-09,20,False
2017-12-10,13,False
2017-12-11,27,False
2017-12-12,27,False
2017-12-13,44,False
2017-12-14,23,False
2017-12-15,12,False
2017-12-16,0,False
2017-12-17,26,False
2017-12-18,45,False
2017-12-19,52,False
2017-12-20,17,False
2017-12-21,0,False
2017-12-22,31,False
2017-12-23,13,False
2017-12-24,14,False
2017-12-25,14,False
2017-12-26,13,False
2017-12-27,24,False
2017-12-28,24,False
2017-12-29,50,False
2017-12-30,27,False
2017-12-31,14,False
2018-01-01,14,False
2018-01-02,47,False
2018-01-03,39,False
2018-01-04,51,False
2018-01-05,34,False
2018-01-06,13,False
2018-01-07,13,False
2018-01-08,49,False
2018-01-09,43,False
2018-01-10,44,False
2018-01-11,55,False
2018-01-12,57,False
2018-01-13,25,False
2018-01-14,25,False
2018-01-15,33,False
2018-01-16,32,False
2018-01-17,21,False
2018-01-18,22,False
2018-01-19,28,False
2018-01-20,0,False
2018-01-21,12,False
2018-01-22,21,False
2018-01-23,32,False
2018-01-24,38,False
2018-01-25,33,False
2018-01-26,23,False
2018-01-27,19,False
2018-01-28,25,False
2018-01-29,27,False
2018-01-30,21,False
2018-01-31,27,False
2018-02-01,44,False
2018-02-02,39,False
2018-02-03,25,False
2018-02-04,12,False
2018-02-05,27,False
2018-02-06,37,False
2018-02-07,43,False
2018-02-08,54,False
2018-02-09,28,False
2018-02-10,25,False
2018-02-11,19,False
2018-02-12,44,False
2018-02-13,22,False
2018-02-14,38,False
2018-02-15,33,False
2018-02-16,40,False
2018-02-17,12,False
2018-02-18,12,False
2018-02-19,32,False
2018-02-20,64,False
2018-02-21,27,False
2018-02-22,32,False
2018-02-23,34,False
2018-02-24,12,False
2018-02-25,0,False
2018-02-26,21,False
2018-02-27,69,False
2018-02-28,53,False
2018-03-01,58,False
2018-03-02,100,False
2018-03-03,61,False
2018-03-04,12,False
2018-03-05,52,False
2018-03-06,21,False
2018-03-07,16,False
2018-03-08,21,False
2018-03-09,17,False
2018-03-10,18,False
2018-03-11,24,False
2018-03-12,58,False
2018-03-13,53,False
2018-03-14,21,False
2018-03-15,38,False
2018-03-16,11,False
2018-03-17,31,False
2018-03-18,36,False
2018-03-19,21,False
2018-03-20,53,False
2018-03-21,48,False
2018-03-22,38,False
2018-03-23,56,False
2018-03-24,12,False
2018-03-25,38,False
2018-03-26,43,False
2018-03-27,16,False
2018-03-28,28,False
2018-03-29,17,False
2018-03-30,37,False
2018-03-31,13,False
2018-04-01,26,False
2018-04-02,23,False
2018-04-03,43,False
2018-04-04,48,False
2018-04-05,17,False
2018-04-06,23,False
2018-04-07,12,False
2018-04-08,0,False
2018-04-09,48,False
2018-04-10,48,False
2018-04-11,16,False
2018-04-12,22,False
2018-04-13,0,False
2018-04-14,37,False
2018-04-15,0,False
2018-04-16,37,False
2018-04-17,32,False
2018-04-18,32,False
2018-04-19,22,False
2018-04-20,17,False
2018-04-21,13,False
2018-04-22,0,False
2018-04-23,0,False
2018-04-24,32,False
2018-04-25,27,False
2018-04-26,11,False
2018-04-27,29,False
2018-04-28,26,False
2018-04-29,13,False
2018-04-30,22,False
2018-05-01,29,False
2018-05-02,37,False
2018-05-03,16,False
2018-05-04,34,False
2018-05-05,19,False
2018-05-06,19,False
2018-05-07,27,False
2018-05-08,48,False
2018-05-09,16,False
2018-05-10,17,False
2018-05-11,34,False
2018-05-12,26,False
2018-05-13,0,False
2018-05-14,27,False
2018-05-15,37,False
2018-05-16,37,False
2018-05-17,27,False
2018-05-18,34,False
2018-05-19,25,False
2018-05-20,25,False
2018-05-21,44,False
2018-05-22,37,False
2018-05-23,43,False
2018-05-24,16,False
2018-05-25,29,False
2018-05-26,0,False
2018-05-27,32,False
2018-05-28,22,False
2018-05-29,32,False
2018-05-30,33,False
2018-05-31,33,False
2018-06-01,34,False
2018-06-02,13,False
2018-06-03,25,False
2018-06-04,32,False
2018-06-05,54,False
2018-06-06,22,False
2018-06-07,38,False
2018-06-08,17,False
2018-06-09,0,False
2018-06-10,25,False
2018-06-11,16,False
2018-06-12,30,False
2018-06-13,40,False
2018-06-14,21,False
2018-06-15,23,False
2018-06-16,13,False
2018-06-17,12,False
2018-06-18,27,False
2018-06-19,37,False
2018-06-20,11,False
2018-06-21,22,False
2018-06-22,28,False
2018-06-23,0,False
