date,Microchip Technology,isPartial
2015-08-18,66,False
2015-08-19,0,False
2015-08-20,50,False
2015-08-21,52,False
2015-08-22,20,False
2015-08-23,0,False
2015-08-24,32,False
2015-08-25,65,False
2015-08-26,16,False
2015-08-27,83,False
2015-08-28,17,False
2015-08-29,0,False
2015-08-30,20,False
2015-08-31,0,False
2015-09-01,0,False
2015-09-02,16,False
2015-09-03,33,False
2015-09-04,17,False
2015-09-05,0,False
2015-09-06,39,False
2015-09-07,34,False
2015-09-08,48,False
2015-09-09,48,False
2015-09-10,49,False
2015-09-11,51,False
2015-09-12,0,False
2015-09-13,18,False
2015-09-14,16,False
2015-09-15,80,False
2015-09-16,16,False
2015-09-17,0,False
2015-09-18,17,False
2015-09-19,76,False
2015-09-20,37,False
2015-09-21,0,False
2015-09-22,0,False
2015-09-23,32,False
2015-09-24,16,False
2015-09-25,34,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,16,False
2015-09-29,16,False
2015-09-30,0,False
2015-10-01,47,False
2015-10-02,50,False
2015-10-03,19,False
2015-10-04,37,False
2015-10-05,16,False
2015-10-06,31,False
2015-10-07,16,False
2015-10-08,32,False
2015-10-09,16,False
2015-10-10,18,False
2015-10-11,0,False
2015-10-12,49,False
2015-10-13,62,False
2015-10-14,16,False
2015-10-15,32,False
2015-10-16,0,False
2015-10-17,19,False
2015-10-18,18,False
2015-10-19,16,False
2015-10-20,0,False
2015-10-21,47,False
2015-10-22,16,False
2015-10-23,16,False
2015-10-24,18,False
2015-10-25,0,False
2015-10-26,77,False
2015-10-27,47,False
2015-10-28,62,False
2015-10-29,16,False
2015-10-30,17,False
2015-10-31,19,False
2015-11-01,0,False
2015-11-02,16,False
2015-11-03,31,False
2015-11-04,47,False
2015-11-05,31,False
2015-11-06,0,False
2015-11-07,18,False
2015-11-08,18,False
2015-11-09,46,False
2015-11-10,16,False
2015-11-11,16,False
2015-11-12,0,False
2015-11-13,49,False
2015-11-14,0,False
2015-11-15,36,False
2015-11-16,31,False
2015-11-17,0,False
2015-11-18,47,False
2015-11-19,47,False
2015-11-20,16,False
2015-11-21,0,False
2015-11-22,0,False
2015-11-23,15,False
2015-11-24,62,False
2015-11-25,0,False
2015-11-26,0,False
2015-11-27,0,False
2015-11-28,36,False
2015-11-29,18,False
2015-11-30,15,False
2015-12-01,0,False
2015-12-02,0,False
2015-12-03,0,False
2015-12-04,16,False
2015-12-05,0,False
2015-12-06,18,False
2015-12-07,31,False
2015-12-08,32,False
2015-12-09,62,False
2015-12-10,16,False
2015-12-11,16,False
2015-12-12,0,False
2015-12-13,18,False
2015-12-14,15,False
2015-12-15,16,False
2015-12-16,49,False
2015-12-17,49,False
2015-12-18,0,False
2015-12-19,0,False
2015-12-20,0,False
2015-12-21,33,False
2015-12-22,34,False
2015-12-23,0,False
2015-12-24,39,False
2015-12-25,0,False
2015-12-26,20,False
2015-12-27,0,False
2015-12-28,0,False
2015-12-29,34,False
2015-12-30,34,False
2015-12-31,0,False
2016-01-01,0,False
2016-01-02,59,False
2016-01-03,19,False
2016-01-04,0,False
2016-01-05,68,False
2016-01-06,17,False
2016-01-07,50,False
2016-01-08,17,False
2016-01-09,0,False
2016-01-10,0,False
2016-01-11,0,False
2016-01-12,49,False
2016-01-13,50,False
2016-01-14,16,False
2016-01-15,17,False
2016-01-16,19,False
2016-01-17,0,False
2016-01-18,49,False
2016-01-19,33,False
2016-01-20,50,False
2016-01-21,50,False
2016-01-22,0,False
2016-01-23,38,False
2016-01-24,19,False
2016-01-25,16,False
2016-01-26,33,False
2016-01-27,33,False
2016-01-28,50,False
2016-01-29,17,False
2016-01-30,0,False
2016-01-31,0,False
2016-02-01,33,False
2016-02-02,16,False
2016-02-03,49,False
2016-02-04,17,False
2016-02-05,0,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,17,False
2016-02-09,0,False
2016-02-10,65,False
2016-02-11,16,False
2016-02-12,34,False
2016-02-13,19,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,64,False
2016-02-17,82,False
2016-02-18,49,False
2016-02-19,51,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,65,False
2016-02-23,16,False
2016-02-24,16,False
2016-02-25,16,False
2016-02-26,34,False
2016-02-27,19,False
2016-02-28,18,False
2016-02-29,47,False
2016-03-01,16,False
2016-03-02,48,False
2016-03-03,32,False
2016-03-04,17,False
2016-03-05,0,False
2016-03-06,18,False
2016-03-07,32,False
2016-03-08,0,False
