date,Microchip Technology,isPartial
2017-01-19,44,False
2017-01-20,32,False
2017-01-21,29,False
2017-01-22,14,False
2017-01-23,37,False
2017-01-24,12,False
2017-01-25,31,False
2017-01-26,31,False
2017-01-27,26,False
2017-01-28,29,False
2017-01-29,28,False
2017-01-30,18,False
2017-01-31,25,False
2017-02-01,60,False
2017-02-02,19,False
2017-02-03,26,False
2017-02-04,21,False
2017-02-05,28,False
2017-02-06,12,False
2017-02-07,49,False
2017-02-08,74,False
2017-02-09,12,False
2017-02-10,32,False
2017-02-11,14,False
2017-02-12,21,False
2017-02-13,42,False
2017-02-14,31,False
2017-02-15,44,False
2017-02-16,12,False
2017-02-17,37,False
2017-02-18,28,False
2017-02-19,28,False
2017-02-20,31,False
2017-02-21,24,False
2017-02-22,49,False
2017-02-23,31,False
2017-02-24,26,False
2017-02-25,14,False
2017-02-26,14,False
2017-02-27,42,False
2017-02-28,30,False
2017-03-01,24,False
2017-03-02,48,False
2017-03-03,31,False
2017-03-04,21,False
2017-03-05,41,False
2017-03-06,23,False
2017-03-07,35,False
2017-03-08,18,False
2017-03-09,30,False
2017-03-10,44,False
2017-03-11,14,False
2017-03-12,13,False
2017-03-13,23,False
2017-03-14,18,False
2017-03-15,36,False
2017-03-16,37,False
2017-03-17,26,False
2017-03-18,14,False
2017-03-19,0,False
2017-03-20,18,False
2017-03-21,42,False
2017-03-22,61,False
2017-03-23,62,False
2017-03-24,19,False
2017-03-25,29,False
2017-03-26,14,False
2017-03-27,61,False
2017-03-28,18,False
2017-03-29,37,False
2017-03-30,37,False
2017-03-31,26,False
2017-04-01,14,False
2017-04-02,14,False
2017-04-03,30,False
2017-04-04,18,False
2017-04-05,24,False
2017-04-06,37,False
2017-04-07,19,False
2017-04-08,29,False
2017-04-09,36,False
2017-04-10,31,False
2017-04-11,31,False
2017-04-12,38,False
2017-04-13,26,False
2017-04-14,14,False
2017-04-15,22,False
2017-04-16,15,False
2017-04-17,45,False
2017-04-18,36,False
2017-04-19,12,False
2017-04-20,25,False
2017-04-21,32,False
2017-04-22,28,False
2017-04-23,14,False
2017-04-24,25,False
2017-04-25,48,False
2017-04-26,54,False
2017-04-27,25,False
2017-04-28,13,False
2017-04-29,29,False
2017-04-30,15,False
2017-05-01,33,False
2017-05-02,37,False
2017-05-03,37,False
2017-05-04,25,False
2017-05-05,19,False
2017-05-06,14,False
2017-05-07,28,False
2017-05-08,18,False
2017-05-09,24,False
2017-05-10,37,False
2017-05-11,25,False
2017-05-12,65,False
2017-05-13,14,False
2017-05-14,14,False
2017-05-15,32,False
2017-05-16,85,False
2017-05-17,26,False
2017-05-18,46,False
2017-05-19,27,False
2017-05-20,23,False
2017-05-21,30,False
2017-05-22,46,False
2017-05-23,32,False
2017-05-24,20,False
2017-05-25,54,False
2017-05-26,42,False
2017-05-27,16,False
2017-05-28,16,False
2017-05-29,41,False
2017-05-30,38,False
2017-05-31,26,False
2017-06-01,20,False
2017-06-02,35,False
2017-06-03,30,False
2017-06-04,30,False
2017-06-05,33,False
2017-06-06,13,False
2017-06-07,25,False
2017-06-08,45,False
2017-06-09,20,False
2017-06-10,31,False
2017-06-11,47,False
2017-06-12,45,False
2017-06-13,38,False
2017-06-14,26,False
2017-06-15,13,False
2017-06-16,21,False
2017-06-17,16,False
2017-06-18,31,False
2017-06-19,52,False
2017-06-20,51,False
2017-06-21,25,False
2017-06-22,19,False
2017-06-23,33,False
2017-06-24,23,False
2017-06-25,15,False
2017-06-26,40,False
2017-06-27,27,False
2017-06-28,20,False
2017-06-29,20,False
2017-06-30,21,False
2017-07-01,39,False
2017-07-02,23,False
2017-07-03,14,False
2017-07-04,14,False
2017-07-05,14,False
2017-07-06,34,False
2017-07-07,35,False
2017-07-08,39,False
2017-07-09,23,False
2017-07-10,39,False
2017-07-11,33,False
2017-07-12,13,False
2017-07-13,61,False
2017-07-14,28,False
2017-07-15,0,False
2017-07-16,31,False
2017-07-17,20,False
2017-07-18,20,False
2017-07-19,47,False
2017-07-20,33,False
2017-07-21,14,False
2017-07-22,23,False
2017-07-23,31,False
2017-07-24,39,False
2017-07-25,26,False
2017-07-26,26,False
2017-07-27,26,False
2017-07-28,27,False
2017-07-29,46,False
2017-07-30,30,False
2017-07-31,33,False
2017-08-01,13,False
2017-08-02,12,False
2017-08-03,26,False
2017-08-04,27,False
2017-08-05,0,False
2017-08-06,23,False
2017-08-07,38,False
2017-08-08,31,False
2017-08-09,32,False
2017-08-10,79,False
2017-08-11,27,False
2017-08-12,22,False
2017-08-13,22,False
2017-08-14,33,False
2017-08-15,53,False
2017-08-16,32,False
2017-08-17,32,False
2017-08-18,20,False
2017-08-19,15,False
2017-08-20,44,False
2017-08-21,19,False
2017-08-22,44,False
2017-08-23,26,False
2017-08-24,52,False
2017-08-25,14,False
2017-08-26,15,False
2017-08-27,0,False
2017-08-28,13,False
2017-08-29,44,False
2017-08-30,64,False
2017-08-31,51,False
2017-09-01,34,False
2017-09-02,30,False
2017-09-03,0,False
2017-09-04,20,False
2017-09-05,19,False
2017-09-06,12,False
2017-09-07,45,False
2017-09-08,39,False
2017-09-09,58,False
2017-09-10,36,False
2017-09-11,25,False
2017-09-12,100,False
2017-09-13,44,False
2017-09-14,25,False
2017-09-15,32,False
2017-09-16,22,False
2017-09-17,14,False
2017-09-18,25,False
2017-09-19,37,False
2017-09-20,50,False
2017-09-21,31,False
2017-09-22,46,False
2017-09-23,29,False
2017-09-24,14,False
2017-09-25,37,False
2017-09-26,43,False
2017-09-27,25,False
2017-09-28,13,False
2017-09-29,13,False
2017-09-30,0,False
2017-10-01,28,False
2017-10-02,31,False
2017-10-03,25,False
2017-10-04,44,False
2017-10-05,25,False
2017-10-06,19,False
