date,Microchip Technology,isPartial
2014-03-16,8,False
2014-03-17,21,False
2014-03-18,7,False
2014-03-19,14,False
2014-03-20,14,False
2014-03-21,0,False
2014-03-22,8,False
2014-03-23,8,False
2014-03-24,14,False
2014-03-25,14,False
2014-03-26,28,False
2014-03-27,21,False
2014-03-28,22,False
2014-03-29,8,False
2014-03-30,0,False
2014-03-31,21,False
2014-04-01,7,False
2014-04-02,21,False
2014-04-03,28,False
2014-04-04,7,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,7,False
2014-04-08,21,False
2014-04-09,14,False
2014-04-10,7,False
2014-04-11,0,False
2014-04-12,0,False
2014-04-13,8,False
2014-04-14,28,False
2014-04-15,7,False
2014-04-16,7,False
2014-04-17,15,False
2014-04-18,24,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,35,False
2014-04-23,35,False
2014-04-24,7,False
2014-04-25,0,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,14,False
2014-04-29,21,False
2014-04-30,0,False
2014-05-01,15,False
2014-05-02,15,False
2014-05-03,17,False
2014-05-04,8,False
2014-05-05,43,False
2014-05-06,21,False
2014-05-07,21,False
2014-05-08,21,False
2014-05-09,0,False
2014-05-10,0,False
2014-05-11,0,False
2014-05-12,7,False
2014-05-13,21,False
2014-05-14,21,False
2014-05-15,7,False
2014-05-16,14,False
2014-05-17,17,False
2014-05-18,25,False
2014-05-19,35,False
2014-05-20,28,False
2014-05-21,15,False
2014-05-22,8,False
2014-05-23,24,False
2014-05-24,9,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,15,False
2014-05-28,15,False
2014-05-29,8,False
2014-05-30,0,False
2014-05-31,0,False
2014-06-01,0,False
2014-06-02,15,False
2014-06-03,53,False
2014-06-04,23,False
2014-06-05,16,False
2014-06-06,8,False
2014-06-07,10,False
2014-06-08,0,False
2014-06-09,0,False
2014-06-10,0,False
2014-06-11,8,False
2014-06-12,0,False
2014-06-13,24,False
2014-06-14,10,False
2014-06-15,0,False
2014-06-16,8,False
2014-06-17,15,False
2014-06-18,47,False
2014-06-19,0,False
2014-06-20,8,False
2014-06-21,10,False
2014-06-22,38,False
2014-06-23,8,False
2014-06-24,8,False
2014-06-25,8,False
2014-06-26,0,False
2014-06-27,0,False
2014-06-28,19,False
2014-06-29,0,False
2014-06-30,8,False
2014-07-01,24,False
2014-07-02,16,False
2014-07-03,16,False
2014-07-04,9,False
2014-07-05,19,False
2014-07-06,29,False
2014-07-07,24,False
2014-07-08,15,False
2014-07-09,16,False
2014-07-10,24,False
2014-07-11,16,False
2014-07-12,0,False
2014-07-13,9,False
2014-07-14,16,False
2014-07-15,31,False
2014-07-16,16,False
2014-07-17,16,False
2014-07-18,25,False
2014-07-19,0,False
2014-07-20,19,False
2014-07-21,23,False
2014-07-22,16,False
2014-07-23,16,False
2014-07-24,16,False
2014-07-25,25,False
2014-07-26,20,False
2014-07-27,10,False
2014-07-28,8,False
2014-07-29,8,False
2014-07-30,0,False
2014-07-31,40,False
2014-08-01,17,False
2014-08-02,0,False
2014-08-03,29,False
2014-08-04,8,False
2014-08-05,23,False
2014-08-06,0,False
2014-08-07,11,False
2014-08-08,0,False
2014-08-09,19,False
2014-08-10,9,False
2014-08-11,8,False
2014-08-12,31,False
2014-08-13,0,False
2014-08-14,8,False
2014-08-15,9,False
2014-08-16,9,False
2014-08-17,9,False
2014-08-18,8,False
2014-08-19,0,False
2014-08-20,15,False
2014-08-21,47,False
2014-08-22,8,False
2014-08-23,9,False
2014-08-24,9,False
2014-08-25,23,False
2014-08-26,0,False
2014-08-27,8,False
2014-08-28,62,False
2014-08-29,0,False
2014-08-30,28,False
2014-08-31,9,False
2014-09-01,45,False
2014-09-02,22,False
2014-09-03,15,False
2014-09-04,15,False
2014-09-05,16,False
2014-09-06,9,False
2014-09-07,9,False
2014-09-08,7,False
2014-09-09,7,False
2014-09-10,7,False
2014-09-11,22,False
2014-09-12,15,False
2014-09-13,18,False
2014-09-14,9,False
2014-09-15,30,False
2014-09-16,30,False
2014-09-17,15,False
2014-09-18,22,False
2014-09-19,8,False
2014-09-20,9,False
2014-09-21,9,False
2014-09-22,7,False
2014-09-23,22,False
2014-09-24,29,False
2014-09-25,30,False
2014-09-26,31,False
2014-09-27,9,False
