date,qqq,isPartial
2017-05-29,16,False
2017-05-30,35,False
2017-05-31,48,False
2017-06-01,38,False
2017-06-02,39,False
2017-06-03,28,False
2017-06-04,25,False
2017-06-05,36,False
2017-06-06,38,False
2017-06-07,42,False
2017-06-08,41,False
2017-06-09,57,False
2017-06-10,29,False
2017-06-11,32,False
2017-06-12,55,False
2017-06-13,51,False
2017-06-14,49,False
2017-06-15,55,False
2017-06-16,53,False
2017-06-17,32,False
2017-06-18,18,False
2017-06-19,53,False
2017-06-20,44,False
2017-06-21,40,False
2017-06-22,43,False
2017-06-23,49,False
2017-06-24,22,False
2017-06-25,21,False
2017-06-26,39,False
2017-06-27,47,False
2017-06-28,44,False
2017-06-29,58,False
2017-06-30,48,False
2017-07-01,24,False
2017-07-02,20,False
2017-07-03,40,False
2017-07-04,39,False
2017-07-05,50,False
2017-07-06,55,False
2017-07-07,45,False
2017-07-08,34,False
2017-07-09,26,False
2017-07-10,44,False
2017-07-11,42,False
2017-07-12,47,False
2017-07-13,43,False
2017-07-14,42,False
2017-07-15,23,False
2017-07-16,19,False
2017-07-17,39,False
2017-07-18,42,False
2017-07-19,50,False
2017-07-20,43,False
2017-07-21,47,False
2017-07-22,31,False
2017-07-23,19,False
2017-07-24,43,False
2017-07-25,48,False
2017-07-26,46,False
2017-07-27,43,False
2017-07-28,57,False
2017-07-29,19,False
2017-07-30,24,False
2017-07-31,41,False
2017-08-01,52,False
2017-08-02,49,False
2017-08-03,44,False
2017-08-04,38,False
2017-08-05,21,False
2017-08-06,18,False
2017-08-07,37,False
2017-08-08,45,False
2017-08-09,38,False
2017-08-10,48,False
2017-08-11,51,False
2017-08-12,25,False
2017-08-13,25,False
2017-08-14,40,False
2017-08-15,56,False
2017-08-16,40,False
2017-08-17,48,False
2017-08-18,44,False
2017-08-19,25,False
2017-08-20,24,False
2017-08-21,39,False
2017-08-22,41,False
2017-08-23,35,False
2017-08-24,40,False
2017-08-25,34,False
2017-08-26,28,False
2017-08-27,24,False
2017-08-28,38,False
2017-08-29,34,False
2017-08-30,42,False
2017-08-31,44,False
2017-09-01,46,False
2017-09-02,24,False
2017-09-03,20,False
