date,qqq,isPartial
2018-02-13,83,False
2018-02-14,82,False
2018-02-15,83,False
2018-02-16,76,False
2018-02-17,62,False
2018-02-18,42,False
2018-02-19,38,False
2018-02-20,65,False
2018-02-21,67,False
2018-02-22,80,False
2018-02-23,65,False
2018-02-24,35,False
2018-02-25,25,False
2018-02-26,65,False
2018-02-27,64,False
2018-02-28,61,False
2018-03-01,61,False
2018-03-02,70,False
2018-03-03,41,False
2018-03-04,31,False
2018-03-05,63,False
2018-03-06,63,False
2018-03-07,75,False
2018-03-08,76,False
2018-03-09,74,False
2018-03-10,32,False
2018-03-11,37,False
2018-03-12,69,False
2018-03-13,72,False
2018-03-14,73,False
2018-03-15,77,False
2018-03-16,74,False
2018-03-17,32,False
2018-03-18,37,False
2018-03-19,87,False
2018-03-20,81,False
2018-03-21,73,False
2018-03-22,99,False
2018-03-23,92,False
2018-03-24,42,False
2018-03-25,36,False
2018-03-26,82,False
2018-03-27,83,False
2018-03-28,100,False
2018-03-29,91,False
2018-03-30,45,False
2018-03-31,35,False
2018-04-01,31,False
2018-04-02,99,False
2018-04-03,91,False
2018-04-04,89,False
2018-04-05,92,False
2018-04-06,85,False
2018-04-07,43,False
2018-04-08,37,False
2018-04-09,78,False
2018-04-10,73,False
2018-04-11,57,False
2018-04-12,79,False
2018-04-13,69,False
2018-04-14,36,False
2018-04-15,33,False
2018-04-16,66,False
2018-04-17,87,False
2018-04-18,73,False
2018-04-19,79,False
2018-04-20,78,False
2018-04-21,37,False
2018-04-22,33,False
2018-04-23,65,False
2018-04-24,82,False
2018-04-25,84,False
2018-04-26,84,False
2018-04-27,93,False
2018-04-28,39,False
2018-04-29,33,False
2018-04-30,74,False
2018-05-01,73,False
2018-05-02,77,False
2018-05-03,78,False
2018-05-04,76,False
2018-05-05,37,False
2018-05-06,32,False
2018-05-07,60,False
2018-05-08,83,False
2018-05-09,71,False
2018-05-10,77,False
2018-05-11,81,False
2018-05-12,37,False
2018-05-13,34,False
2018-05-14,73,False
2018-05-15,69,False
2018-05-16,71,False
2018-05-17,53,False
2018-05-18,73,False
2018-05-19,37,False
2018-05-20,28,False
2018-05-21,65,False
2018-05-22,61,False
2018-05-23,53,False
2018-05-24,66,False
2018-05-25,74,False
2018-05-26,34,False
2018-05-27,32,False
2018-05-28,42,False
2018-05-29,75,False
2018-05-30,57,False
2018-05-31,69,False
2018-06-01,59,False
2018-06-02,49,False
2018-06-03,36,False
2018-06-04,81,False
2018-06-05,79,False
2018-06-06,74,False
2018-06-07,72,False
2018-06-08,75,False
2018-06-09,40,False
2018-06-10,44,False
2018-06-11,76,False
2018-06-12,63,False
2018-06-13,73,False
2018-06-14,77,False
2018-06-15,75,False
2018-06-16,39,False
2018-06-17,38,False
2018-06-18,74,False
2018-06-19,76,False
2018-06-20,62,False
2018-06-21,73,False
2018-06-22,81,False
2018-06-23,40,False
2018-06-24,36,False
2018-06-25,97,False
2018-06-26,81,False
2018-06-27,83,False
2018-06-28,79,False
2018-06-29,73,False
