date,qqq,isPartial
2017-01-19,57,False
2017-01-20,57,False
2017-01-21,45,False
2017-01-22,33,False
2017-01-23,48,False
2017-01-24,60,False
2017-01-25,54,False
2017-01-26,60,False
2017-01-27,59,False
2017-01-28,31,False
2017-01-29,36,False
2017-01-30,45,False
2017-01-31,56,False
2017-02-01,59,False
2017-02-02,56,False
2017-02-03,60,False
2017-02-04,33,False
2017-02-05,39,False
2017-02-06,47,False
2017-02-07,56,False
2017-02-08,51,False
2017-02-09,59,False
2017-02-10,56,False
2017-02-11,35,False
2017-02-12,30,False
2017-02-13,48,False
2017-02-14,66,False
2017-02-15,50,False
2017-02-16,51,False
2017-02-17,51,False
2017-02-18,44,False
2017-02-19,29,False
2017-02-20,39,False
2017-02-21,50,False
2017-02-22,46,False
2017-02-23,53,False
2017-02-24,57,False
2017-02-25,61,False
2017-02-26,35,False
2017-02-27,58,False
2017-02-28,49,False
2017-03-01,50,False
2017-03-02,56,False
2017-03-03,49,False
2017-03-04,39,False
2017-03-05,36,False
2017-03-06,45,False
2017-03-07,48,False
2017-03-08,50,False
2017-03-09,52,False
2017-03-10,65,False
2017-03-11,28,False
2017-03-12,36,False
2017-03-13,37,False
2017-03-14,50,False
2017-03-15,65,False
2017-03-16,55,False
2017-03-17,44,False
2017-03-18,34,False
2017-03-19,24,False
2017-03-20,50,False
2017-03-21,51,False
2017-03-22,59,False
2017-03-23,57,False
2017-03-24,52,False
2017-03-25,39,False
2017-03-26,34,False
2017-03-27,50,False
2017-03-28,56,False
2017-03-29,53,False
2017-03-30,48,False
2017-03-31,59,False
2017-04-01,37,False
2017-04-02,32,False
2017-04-03,42,False
2017-04-04,44,False
2017-04-05,53,False
2017-04-06,45,False
2017-04-07,58,False
2017-04-08,39,False
2017-04-09,37,False
2017-04-10,52,False
2017-04-11,46,False
2017-04-12,56,False
2017-04-13,45,False
2017-04-14,37,False
2017-04-15,30,False
2017-04-16,24,False
2017-04-17,46,False
2017-04-18,41,False
2017-04-19,52,False
2017-04-20,57,False
2017-04-21,47,False
2017-04-22,27,False
2017-04-23,29,False
2017-04-24,47,False
2017-04-25,63,False
2017-04-26,58,False
2017-04-27,59,False
2017-04-28,62,False
2017-04-29,41,False
2017-04-30,41,False
2017-05-01,61,False
2017-05-02,61,False
2017-05-03,62,False
2017-05-04,52,False
2017-05-05,56,False
2017-05-06,37,False
2017-05-07,37,False
2017-05-08,52,False
2017-05-09,51,False
2017-05-10,48,False
2017-05-11,55,False
2017-05-12,54,False
2017-05-13,40,False
2017-05-14,33,False
2017-05-15,48,False
2017-05-16,56,False
2017-05-17,64,False
2017-05-18,69,False
2017-05-19,60,False
2017-05-20,40,False
2017-05-21,36,False
2017-05-22,54,False
2017-05-23,63,False
2017-05-24,63,False
2017-05-25,59,False
2017-05-26,68,False
2017-05-27,40,False
2017-05-28,33,False
2017-05-29,25,False
2017-05-30,51,False
2017-05-31,56,False
2017-06-01,63,False
2017-06-02,70,False
2017-06-03,43,False
2017-06-04,38,False
2017-06-05,51,False
2017-06-06,69,False
2017-06-07,64,False
2017-06-08,59,False
2017-06-09,100,False
2017-06-10,44,False
2017-06-11,48,False
2017-06-12,79,False
2017-06-13,78,False
2017-06-14,79,False
2017-06-15,84,False
2017-06-16,79,False
2017-06-17,48,False
2017-06-18,22,False
2017-06-19,77,False
2017-06-20,66,False
2017-06-21,57,False
2017-06-22,72,False
2017-06-23,67,False
2017-06-24,33,False
2017-06-25,30,False
2017-06-26,54,False
2017-06-27,71,False
2017-06-28,63,False
2017-06-29,83,False
2017-06-30,72,False
2017-07-01,45,False
2017-07-02,31,False
2017-07-03,68,False
2017-07-04,60,False
2017-07-05,73,False
2017-07-06,81,False
2017-07-07,61,False
2017-07-08,46,False
2017-07-09,32,False
2017-07-10,58,False
2017-07-11,60,False
2017-07-12,63,False
2017-07-13,67,False
2017-07-14,70,False
2017-07-15,41,False
2017-07-16,34,False
2017-07-17,63,False
2017-07-18,68,False
2017-07-19,76,False
2017-07-20,61,False
2017-07-21,78,False
2017-07-22,40,False
2017-07-23,31,False
2017-07-24,55,False
2017-07-25,65,False
2017-07-26,70,False
2017-07-27,72,False
2017-07-28,72,False
2017-07-29,41,False
2017-07-30,35,False
2017-07-31,62,False
2017-08-01,67,False
2017-08-02,66,False
2017-08-03,63,False
2017-08-04,60,False
2017-08-05,36,False
2017-08-06,29,False
2017-08-07,50,False
2017-08-08,62,False
2017-08-09,61,False
2017-08-10,62,False
2017-08-11,78,False
2017-08-12,36,False
2017-08-13,35,False
2017-08-14,66,False
2017-08-15,73,False
2017-08-16,56,False
2017-08-17,68,False
2017-08-18,76,False
2017-08-19,36,False
2017-08-20,38,False
2017-08-21,68,False
2017-08-22,66,False
2017-08-23,61,False
2017-08-24,72,False
2017-08-25,46,False
