date,qqq,isPartial
2017-10-06,33,False
2017-10-07,27,False
2017-10-08,22,False
2017-10-09,37,False
2017-10-10,35,False
2017-10-11,42,False
2017-10-12,40,False
2017-10-13,39,False
2017-10-14,28,False
2017-10-15,16,False
2017-10-16,31,False
2017-10-17,34,False
2017-10-18,47,False
2017-10-19,44,False
2017-10-20,35,False
2017-10-21,15,False
2017-10-22,19,False
2017-10-23,39,False
2017-10-24,34,False
2017-10-25,38,False
2017-10-26,39,False
2017-10-27,64,False
2017-10-28,42,False
2017-10-29,33,False
2017-10-30,42,False
2017-10-31,42,False
2017-11-01,44,False
2017-11-02,36,False
2017-11-03,41,False
2017-11-04,21,False
2017-11-05,18,False
2017-11-06,50,False
2017-11-07,41,False
2017-11-08,40,False
2017-11-09,43,False
2017-11-10,43,False
2017-11-11,26,False
2017-11-12,24,False
2017-11-13,31,False
2017-11-14,38,False
2017-11-15,38,False
2017-11-16,54,False
2017-11-17,44,False
2017-11-18,26,False
2017-11-19,22,False
2017-11-20,34,False
2017-11-21,35,False
2017-11-22,44,False
2017-11-23,20,False
2017-11-24,34,False
2017-11-25,20,False
2017-11-26,25,False
2017-11-27,29,False
2017-11-28,45,False
2017-11-29,63,False
2017-11-30,46,False
2017-12-01,42,False
2017-12-02,32,False
2017-12-03,19,False
2017-12-04,59,False
2017-12-05,43,False
2017-12-06,40,False
2017-12-07,41,False
2017-12-08,41,False
2017-12-09,28,False
2017-12-10,25,False
2017-12-11,39,False
2017-12-12,36,False
2017-12-13,38,False
2017-12-14,45,False
2017-12-15,43,False
2017-12-16,19,False
2017-12-17,22,False
2017-12-18,44,False
2017-12-19,38,False
2017-12-20,42,False
2017-12-21,44,False
2017-12-22,26,False
2017-12-23,24,False
2017-12-24,18,False
2017-12-25,21,False
2017-12-26,40,False
2017-12-27,40,False
2017-12-28,31,False
2017-12-29,49,False
2017-12-30,25,False
2017-12-31,26,False
2018-01-01,25,False
2018-01-02,33,False
2018-01-03,46,False
2018-01-04,38,False
2018-01-05,53,False
2018-01-06,23,False
2018-01-07,22,False
2018-01-08,35,False
2018-01-09,52,False
2018-01-10,46,False
2018-01-11,38,False
2018-01-12,37,False
2018-01-13,25,False
2018-01-14,18,False
2018-01-15,21,False
2018-01-16,46,False
2018-01-17,40,False
2018-01-18,49,False
2018-01-19,50,False
2018-01-20,19,False
2018-01-21,24,False
2018-01-22,34,False
2018-01-23,53,False
2018-01-24,61,False
2018-01-25,51,False
2018-01-26,60,False
2018-01-27,22,False
2018-01-28,32,False
2018-01-29,47,False
2018-01-30,55,False
2018-01-31,52,False
2018-02-01,65,False
2018-02-02,77,False
2018-02-03,42,False
2018-02-04,19,False
2018-02-05,61,False
2018-02-06,100,False
2018-02-07,65,False
2018-02-08,65,False
2018-02-09,89,False
2018-02-10,30,False
2018-02-11,16,False
2018-02-12,56,False
2018-02-13,63,False
2018-02-14,51,False
2018-02-15,65,False
2018-02-16,53,False
2018-02-17,43,False
2018-02-18,20,False
2018-02-19,27,False
2018-02-20,46,False
2018-02-21,49,False
2018-02-22,50,False
2018-02-23,45,False
2018-02-24,27,False
2018-02-25,18,False
2018-02-26,58,False
2018-02-27,37,False
2018-02-28,48,False
2018-03-01,50,False
2018-03-02,48,False
2018-03-03,22,False
2018-03-04,23,False
2018-03-05,47,False
2018-03-06,53,False
2018-03-07,44,False
2018-03-08,51,False
2018-03-09,59,False
2018-03-10,27,False
2018-03-11,25,False
2018-03-12,45,False
2018-03-13,54,False
2018-03-14,39,False
2018-03-15,63,False
2018-03-16,52,False
2018-03-17,32,False
2018-03-18,20,False
2018-03-19,65,False
2018-03-20,56,False
2018-03-21,53,False
2018-03-22,62,False
2018-03-23,51,False
2018-03-24,28,False
2018-03-25,36,False
2018-03-26,57,False
2018-03-27,63,False
2018-03-28,72,False
2018-03-29,67,False
2018-03-30,33,False
2018-03-31,24,False
2018-04-01,27,False
2018-04-02,74,False
2018-04-03,53,False
2018-04-04,71,False
2018-04-05,57,False
2018-04-06,73,False
2018-04-07,30,False
2018-04-08,27,False
2018-04-09,58,False
2018-04-10,52,False
2018-04-11,50,False
2018-04-12,43,False
2018-04-13,56,False
2018-04-14,26,False
2018-04-15,23,False
2018-04-16,55,False
2018-04-17,61,False
2018-04-18,57,False
2018-04-19,54,False
2018-04-20,47,False
2018-04-21,22,False
2018-04-22,24,False
2018-04-23,40,False
2018-04-24,54,False
2018-04-25,59,False
2018-04-26,62,False
2018-04-27,64,False
2018-04-28,29,False
2018-04-29,23,False
2018-04-30,52,False
2018-05-01,51,False
2018-05-02,55,False
