date,qqq,isPartial
2013-11-06,38,False
2013-11-07,43,False
2013-11-08,41,False
2013-11-09,33,False
2013-11-10,35,False
2013-11-11,33,False
2013-11-12,38,False
2013-11-13,36,False
2013-11-14,41,False
2013-11-15,41,False
2013-11-16,37,False
2013-11-17,33,False
2013-11-18,40,False
2013-11-19,45,False
2013-11-20,34,False
2013-11-21,40,False
2013-11-22,38,False
2013-11-23,37,False
2013-11-24,40,False
2013-11-25,34,False
2013-11-26,42,False
2013-11-27,41,False
2013-11-28,32,False
2013-11-29,36,False
2013-11-30,44,False
2013-12-01,38,False
2013-12-02,35,False
2013-12-03,38,False
2013-12-04,42,False
2013-12-05,44,False
2013-12-06,38,False
2013-12-07,44,False
2013-12-08,33,False
2013-12-09,40,False
2013-12-10,36,False
2013-12-11,36,False
2013-12-12,49,False
2013-12-13,45,False
2013-12-14,40,False
2013-12-15,42,False
2013-12-16,39,False
2013-12-17,39,False
2013-12-18,37,False
2013-12-19,40,False
2013-12-20,45,False
2013-12-21,48,False
2013-12-22,39,False
2013-12-23,49,False
2013-12-24,53,False
2013-12-25,41,False
2013-12-26,46,False
2013-12-27,43,False
2013-12-28,40,False
2013-12-29,29,False
2013-12-30,45,False
2013-12-31,54,False
2014-01-01,41,False
2014-01-02,35,False
2014-01-03,52,False
2014-01-04,43,False
2014-01-05,39,False
2014-01-06,45,False
2014-01-07,44,False
2014-01-08,45,False
2014-01-09,100,False
2014-01-10,49,False
2014-01-11,50,False
2014-01-12,45,False
2014-01-13,51,False
2014-01-14,42,False
2014-01-15,50,False
2014-01-16,34,False
2014-01-17,48,False
2014-01-18,47,False
2014-01-19,42,False
2014-01-20,42,False
2014-01-21,43,False
2014-01-22,44,False
2014-01-23,39,False
2014-01-24,42,False
2014-01-25,41,False
2014-01-26,38,False
2014-01-27,43,False
2014-01-28,49,False
2014-01-29,42,False
2014-01-30,46,False
2014-01-31,47,False
2014-02-01,45,False
2014-02-02,38,False
2014-02-03,45,False
2014-02-04,53,False
2014-02-05,41,False
2014-02-06,42,False
2014-02-07,48,False
2014-02-08,37,False
2014-02-09,40,False
2014-02-10,42,False
2014-02-11,43,False
2014-02-12,80,False
2014-02-13,51,False
2014-02-14,52,False
2014-02-15,58,False
2014-02-16,40,False
2014-02-17,37,False
2014-02-18,35,False
2014-02-19,51,False
2014-02-20,44,False
2014-02-21,46,False
2014-02-22,34,False
2014-02-23,41,False
2014-02-24,33,False
2014-02-25,46,False
2014-02-26,46,False
2014-02-27,43,False
2014-02-28,54,False
2014-03-01,38,False
2014-03-02,38,False
2014-03-03,43,False
2014-03-04,47,False
2014-03-05,46,False
2014-03-06,44,False
2014-03-07,46,False
2014-03-08,43,False
2014-03-09,38,False
2014-03-10,40,False
2014-03-11,41,False
2014-03-12,47,False
2014-03-13,52,False
2014-03-14,38,False
2014-03-15,40,False
2014-03-16,34,False
2014-03-17,45,False
2014-03-18,49,False
2014-03-19,54,False
2014-03-20,49,False
2014-03-21,60,False
2014-03-22,64,False
2014-03-23,37,False
2014-03-24,40,False
2014-03-25,45,False
2014-03-26,42,False
2014-03-27,54,False
2014-03-28,49,False
2014-03-29,48,False
2014-03-30,41,False
2014-03-31,46,False
2014-04-01,40,False
2014-04-02,52,False
2014-04-03,56,False
2014-04-04,54,False
2014-04-05,51,False
2014-04-06,48,False
2014-04-07,45,False
2014-04-08,39,False
2014-04-09,48,False
2014-04-10,52,False
2014-04-11,49,False
2014-04-12,49,False
2014-04-13,48,False
2014-04-14,48,False
2014-04-15,55,False
2014-04-16,50,False
2014-04-17,59,False
2014-04-18,49,False
2014-04-19,53,False
2014-04-20,51,False
2014-04-21,51,False
2014-04-22,53,False
2014-04-23,50,False
2014-04-24,55,False
2014-04-25,47,False
2014-04-26,44,False
2014-04-27,43,False
2014-04-28,50,False
2014-04-29,47,False
2014-04-30,47,False
2014-05-01,47,False
2014-05-02,42,False
2014-05-03,45,False
2014-05-04,49,False
2014-05-05,44,False
2014-05-06,50,False
2014-05-07,48,False
2014-05-08,57,False
2014-05-09,48,False
2014-05-10,44,False
2014-05-11,49,False
2014-05-12,45,False
2014-05-13,57,False
2014-05-14,38,False
2014-05-15,56,False
2014-05-16,44,False
2014-05-17,45,False
2014-05-18,39,False
2014-05-19,47,False
2014-05-20,48,False
2014-05-21,46,False
2014-05-22,42,False
2014-05-23,45,False
2014-05-24,48,False
2014-05-25,40,False
2014-05-26,42,False
2014-05-27,55,False
2014-05-28,44,False
2014-05-29,48,False
2014-05-30,86,False
2014-05-31,52,False
2014-06-01,36,False
2014-06-02,45,False
2014-06-03,49,False
2014-06-04,44,False
2014-06-05,46,False
2014-06-06,52,False
2014-06-07,49,False
2014-06-08,54,False
2014-06-09,53,False
2014-06-10,48,False
2014-06-11,42,False
2014-06-12,44,False
2014-06-13,42,False
2014-06-14,40,False
2014-06-15,39,False
2014-06-16,49,False
2014-06-17,59,False
2014-06-18,40,False
2014-06-19,50,False
2014-06-20,50,False
2014-06-21,42,False
2014-06-22,34,False
2014-06-23,39,False
2014-06-24,42,False
2014-06-25,47,False
2014-06-26,50,False
2014-06-27,52,False
2014-06-28,49,False
2014-06-29,53,False
2014-06-30,54,False
2014-07-01,44,False
2014-07-02,57,False
2014-07-03,56,False
2014-07-04,38,False
2014-07-05,35,False
2014-07-06,39,False
2014-07-07,48,False
2014-07-08,40,False
2014-07-09,43,False
2014-07-10,48,False
2014-07-11,49,False
2014-07-12,46,False
2014-07-13,42,False
2014-07-14,44,False
2014-07-15,49,False
2014-07-16,51,False
2014-07-17,55,False
2014-07-18,51,False
2014-07-19,44,False
2014-07-20,41,False
2014-07-21,46,False
2014-07-22,40,False
2014-07-23,40,False
2014-07-24,51,False
