date,qqq,isPartial
2011-09-18,40,False
2011-09-19,70,False
2011-09-20,40,False
2011-09-21,55,False
2011-09-22,37,False
2011-09-23,80,False
2011-09-24,64,False
2011-09-25,69,False
2011-09-26,49,False
2011-09-27,55,False
2011-09-28,65,False
2011-09-29,56,False
2011-09-30,63,False
2011-10-01,63,False
2011-10-02,59,False
2011-10-03,37,False
2011-10-04,66,False
2011-10-05,46,False
2011-10-06,48,False
2011-10-07,54,False
2011-10-08,47,False
2011-10-09,49,False
2011-10-10,45,False
2011-10-11,61,False
2011-10-12,46,False
2011-10-13,61,False
2011-10-14,67,False
2011-10-15,70,False
2011-10-16,57,False
2011-10-17,56,False
2011-10-18,70,False
2011-10-19,31,False
2011-10-20,57,False
2011-10-21,57,False
2011-10-22,58,False
2011-10-23,61,False
2011-10-24,39,False
2011-10-25,37,False
2011-10-26,45,False
2011-10-27,53,False
2011-10-28,66,False
2011-10-29,77,False
2011-10-30,55,False
2011-10-31,77,False
2011-11-01,53,False
2011-11-02,55,False
2011-11-03,68,False
2011-11-04,53,False
2011-11-05,61,False
2011-11-06,68,False
2011-11-07,53,False
2011-11-08,63,False
2011-11-09,57,False
2011-11-10,69,False
2011-11-11,77,False
2011-11-12,38,False
2011-11-13,63,False
2011-11-14,67,False
2011-11-15,52,False
2011-11-16,53,False
2011-11-17,45,False
2011-11-18,84,False
2011-11-19,69,False
2011-11-20,68,False
2011-11-21,63,False
2011-11-22,55,False
2011-11-23,52,False
2011-11-24,59,False
2011-11-25,65,False
2011-11-26,76,False
2011-11-27,55,False
2011-11-28,46,False
2011-11-29,45,False
2011-11-30,58,False
2011-12-01,46,False
2011-12-02,63,False
2011-12-03,62,False
2011-12-04,48,False
2011-12-05,61,False
2011-12-06,45,False
2011-12-07,56,False
2011-12-08,52,False
2011-12-09,56,False
2011-12-10,62,False
2011-12-11,52,False
2011-12-12,45,False
2011-12-13,50,False
2011-12-14,62,False
2011-12-15,54,False
2011-12-16,58,False
2011-12-17,60,False
2011-12-18,66,False
2011-12-19,55,False
2011-12-20,48,False
2011-12-21,38,False
2011-12-22,64,False
2011-12-23,47,False
2011-12-24,80,False
2011-12-25,45,False
2011-12-26,67,False
2011-12-27,65,False
2011-12-28,51,False
2011-12-29,55,False
2011-12-30,52,False
2011-12-31,63,False
2012-01-01,58,False
2012-01-02,72,False
2012-01-03,47,False
2012-01-04,43,False
2012-01-05,62,False
2012-01-06,68,False
2012-01-07,45,False
2012-01-08,73,False
2012-01-09,56,False
2012-01-10,51,False
2012-01-11,59,False
2012-01-12,44,False
2012-01-13,54,False
2012-01-14,74,False
2012-01-15,64,False
2012-01-16,38,False
2012-01-17,48,False
2012-01-18,58,False
2012-01-19,52,False
2012-01-20,57,False
2012-01-21,29,False
2012-01-22,45,False
2012-01-23,48,False
2012-01-24,54,False
2012-01-25,64,False
2012-01-26,49,False
2012-01-27,38,False
2012-01-28,59,False
2012-01-29,74,False
2012-01-30,56,False
2012-01-31,64,False
2012-02-01,66,False
2012-02-02,70,False
2012-02-03,73,False
2012-02-04,59,False
2012-02-05,46,False
2012-02-06,56,False
2012-02-07,75,False
2012-02-08,55,False
2012-02-09,66,False
2012-02-10,69,False
2012-02-11,51,False
2012-02-12,68,False
2012-02-13,66,False
2012-02-14,49,False
2012-02-15,58,False
2012-02-16,68,False
2012-02-17,72,False
2012-02-18,74,False
2012-02-19,56,False
2012-02-20,58,False
2012-02-21,46,False
2012-02-22,51,False
2012-02-23,27,False
2012-02-24,82,False
2012-02-25,90,False
2012-02-26,64,False
2012-02-27,60,False
2012-02-28,62,False
2012-02-29,56,False
2012-03-01,49,False
2012-03-02,56,False
2012-03-03,56,False
2012-03-04,46,False
2012-03-05,29,False
2012-03-06,38,False
2012-03-07,53,False
2012-03-08,72,False
2012-03-09,66,False
2012-03-10,57,False
2012-03-11,66,False
2012-03-12,53,False
2012-03-13,51,False
2012-03-14,72,False
2012-03-15,61,False
2012-03-16,69,False
2012-03-17,57,False
2012-03-18,54,False
2012-03-19,54,False
2012-03-20,67,False
2012-03-21,45,False
2012-03-22,65,False
2012-03-23,50,False
2012-03-24,74,False
2012-03-25,53,False
2012-03-26,61,False
2012-03-27,54,False
2012-03-28,66,False
2012-03-29,76,False
2012-03-30,60,False
2012-03-31,60,False
2012-04-01,70,False
2012-04-02,53,False
2012-04-03,53,False
2012-04-04,61,False
2012-04-05,36,False
2012-04-06,59,False
2012-04-07,73,False
2012-04-08,54,False
2012-04-09,68,False
2012-04-10,42,False
2012-04-11,42,False
2012-04-12,35,False
2012-04-13,53,False
2012-04-14,47,False
2012-04-15,52,False
2012-04-16,65,False
2012-04-17,56,False
2012-04-18,64,False
2012-04-19,65,False
2012-04-20,60,False
2012-04-21,75,False
2012-04-22,64,False
2012-04-23,51,False
2012-04-24,57,False
2012-04-25,52,False
2012-04-26,55,False
2012-04-27,76,False
2012-04-28,56,False
2012-04-29,68,False
2012-04-30,58,False
2012-05-01,69,False
2012-05-02,54,False
2012-05-03,68,False
2012-05-04,63,False
2012-05-05,62,False
2012-05-06,52,False
2012-05-07,63,False
2012-05-08,51,False
2012-05-09,50,False
2012-05-10,58,False
2012-05-11,56,False
2012-05-12,64,False
2012-05-13,61,False
2012-05-14,65,False
2012-05-15,47,False
2012-05-16,66,False
2012-05-17,54,False
2012-05-18,75,False
2012-05-19,100,False
2012-05-20,72,False
2012-05-21,52,False
2012-05-22,64,False
2012-05-23,56,False
2012-05-24,61,False
2012-05-25,54,False
2012-05-26,61,False
2012-05-27,55,False
2012-05-28,57,False
2012-05-29,78,False
2012-05-30,53,False
2012-05-31,72,False
2012-06-01,88,False
2012-06-02,76,False
2012-06-03,65,False
2012-06-04,49,False
