date,qqq,isPartial
2012-10-12,53,False
2012-10-13,55,False
2012-10-14,53,False
2012-10-15,48,False
2012-10-16,59,False
2012-10-17,49,False
2012-10-18,56,False
2012-10-19,75,False
2012-10-20,60,False
2012-10-21,52,False
2012-10-22,59,False
2012-10-23,62,False
2012-10-24,57,False
2012-10-25,61,False
2012-10-26,61,False
2012-10-27,63,False
2012-10-28,59,False
2012-10-29,60,False
2012-10-30,52,False
2012-10-31,61,False
2012-11-01,46,False
2012-11-02,62,False
2012-11-03,62,False
2012-11-04,64,False
2012-11-05,58,False
2012-11-06,56,False
2012-11-07,61,False
2012-11-08,65,False
2012-11-09,59,False
2012-11-10,51,False
2012-11-11,55,False
2012-11-12,60,False
2012-11-13,56,False
2012-11-14,53,False
2012-11-15,56,False
2012-11-16,59,False
2012-11-17,57,False
2012-11-18,72,False
2012-11-19,59,False
2012-11-20,58,False
2012-11-21,55,False
2012-11-22,64,False
2012-11-23,52,False
2012-11-24,66,False
2012-11-25,52,False
2012-11-26,52,False
2012-11-27,52,False
2012-11-28,56,False
2012-11-29,60,False
2012-11-30,74,False
2012-12-01,65,False
2012-12-02,75,False
2012-12-03,71,False
2012-12-04,57,False
2012-12-05,58,False
2012-12-06,56,False
2012-12-07,69,False
2012-12-08,70,False
2012-12-09,58,False
2012-12-10,61,False
2012-12-11,67,False
2012-12-12,52,False
2012-12-13,65,False
2012-12-14,55,False
2012-12-15,56,False
2012-12-16,49,False
2012-12-17,59,False
2012-12-18,53,False
2012-12-19,57,False
2012-12-20,52,False
2012-12-21,65,False
2012-12-22,55,False
2012-12-23,53,False
2012-12-24,54,False
2012-12-25,65,False
2012-12-26,64,False
2012-12-27,61,False
2012-12-28,69,False
2012-12-29,56,False
2012-12-30,48,False
2012-12-31,63,False
2013-01-01,86,False
2013-01-02,68,False
2013-01-03,67,False
2013-01-04,50,False
2013-01-05,54,False
2013-01-06,62,False
2013-01-07,58,False
2013-01-08,58,False
2013-01-09,66,False
2013-01-10,55,False
2013-01-11,69,False
2013-01-12,61,False
2013-01-13,66,False
2013-01-14,61,False
2013-01-15,53,False
2013-01-16,55,False
2013-01-17,61,False
2013-01-18,63,False
2013-01-19,53,False
2013-01-20,50,False
2013-01-21,54,False
2013-01-22,76,False
2013-01-23,70,False
2013-01-24,72,False
2013-01-25,63,False
2013-01-26,77,False
2013-01-27,53,False
2013-01-28,62,False
2013-01-29,69,False
2013-01-30,57,False
2013-01-31,47,False
2013-02-01,66,False
2013-02-02,66,False
2013-02-03,56,False
2013-02-04,59,False
2013-02-05,51,False
2013-02-06,68,False
2013-02-07,50,False
2013-02-08,55,False
2013-02-09,65,False
2013-02-10,60,False
2013-02-11,49,False
2013-02-12,51,False
2013-02-13,59,False
2013-02-14,67,False
2013-02-15,59,False
2013-02-16,65,False
2013-02-17,63,False
2013-02-18,59,False
2013-02-19,57,False
2013-02-20,66,False
2013-02-21,62,False
2013-02-22,73,False
2013-02-23,49,False
2013-02-24,49,False
2013-02-25,53,False
2013-02-26,61,False
2013-02-27,70,False
2013-02-28,51,False
2013-03-01,51,False
2013-03-02,63,False
2013-03-03,57,False
2013-03-04,54,False
2013-03-05,69,False
2013-03-06,67,False
2013-03-07,53,False
2013-03-08,51,False
2013-03-09,54,False
2013-03-10,56,False
2013-03-11,61,False
