date,qqq,isPartial
2015-12-26,47,False
2015-12-27,50,False
2015-12-28,50,False
2015-12-29,70,False
2015-12-30,70,False
2015-12-31,61,False
2016-01-01,46,False
2016-01-02,52,False
2016-01-03,48,False
2016-01-04,78,False
2016-01-05,47,False
2016-01-06,74,False
2016-01-07,76,False
2016-01-08,90,False
2016-01-09,53,False
2016-01-10,51,False
2016-01-11,74,False
2016-01-12,70,False
2016-01-13,81,False
2016-01-14,77,False
2016-01-15,90,False
2016-01-16,57,False
2016-01-17,49,False
2016-01-18,41,False
2016-01-19,71,False
2016-01-20,86,False
2016-01-21,78,False
2016-01-22,72,False
2016-01-23,57,False
2016-01-24,44,False
2016-01-25,64,False
2016-01-26,72,False
2016-01-27,65,False
2016-01-28,68,False
2016-01-29,74,False
2016-01-30,43,False
2016-01-31,58,False
2016-02-01,61,False
2016-02-02,80,False
2016-02-03,73,False
2016-02-04,71,False
2016-02-05,83,False
2016-02-06,56,False
2016-02-07,50,False
2016-02-08,81,False
2016-02-09,86,False
2016-02-10,68,False
2016-02-11,83,False
2016-02-12,74,False
2016-02-13,50,False
2016-02-14,49,False
2016-02-15,43,False
2016-02-16,56,False
2016-02-17,80,False
2016-02-18,76,False
2016-02-19,79,False
2016-02-20,70,False
2016-02-21,39,False
2016-02-22,75,False
2016-02-23,67,False
2016-02-24,66,False
2016-02-25,65,False
2016-02-26,78,False
2016-02-27,37,False
2016-02-28,50,False
2016-02-29,60,False
2016-03-01,73,False
2016-03-02,70,False
2016-03-03,70,False
2016-03-04,65,False
2016-03-05,50,False
2016-03-06,45,False
2016-03-07,65,False
2016-03-08,68,False
2016-03-09,57,False
2016-03-10,62,False
2016-03-11,70,False
2016-03-12,53,False
2016-03-13,36,False
2016-03-14,71,False
2016-03-15,68,False
2016-03-16,61,False
2016-03-17,59,False
2016-03-18,74,False
2016-03-19,32,False
2016-03-20,44,False
2016-03-21,56,False
2016-03-22,65,False
2016-03-23,56,False
2016-03-24,64,False
2016-03-25,37,False
2016-03-26,44,False
2016-03-27,33,False
2016-03-28,45,False
2016-03-29,60,False
2016-03-30,65,False
2016-03-31,62,False
2016-04-01,62,False
2016-04-02,38,False
2016-04-03,46,False
2016-04-04,67,False
2016-04-05,57,False
2016-04-06,50,False
2016-04-07,65,False
2016-04-08,68,False
2016-04-09,41,False
2016-04-10,42,False
2016-04-11,53,False
2016-04-12,59,False
2016-04-13,65,False
2016-04-14,67,False
2016-04-15,68,False
2016-04-16,52,False
2016-04-17,36,False
2016-04-18,58,False
2016-04-19,76,False
2016-04-20,69,False
2016-04-21,61,False
2016-04-22,65,False
2016-04-23,56,False
2016-04-24,42,False
2016-04-25,51,False
2016-04-26,59,False
2016-04-27,81,False
2016-04-28,63,False
2016-04-29,67,False
2016-04-30,40,False
2016-05-01,43,False
2016-05-02,69,False
2016-05-03,58,False
2016-05-04,70,False
2016-05-05,71,False
2016-05-06,67,False
2016-05-07,54,False
2016-05-08,37,False
2016-05-09,65,False
2016-05-10,60,False
2016-05-11,47,False
2016-05-12,65,False
2016-05-13,58,False
2016-05-14,50,False
2016-05-15,39,False
2016-05-16,54,False
2016-05-17,67,False
2016-05-18,67,False
2016-05-19,60,False
2016-05-20,60,False
2016-05-21,52,False
2016-05-22,39,False
2016-05-23,57,False
2016-05-24,59,False
2016-05-25,58,False
2016-05-26,67,False
2016-05-27,51,False
2016-05-28,59,False
2016-05-29,40,False
2016-05-30,37,False
2016-05-31,64,False
2016-06-01,65,False
2016-06-02,59,False
2016-06-03,56,False
2016-06-04,42,False
2016-06-05,49,False
2016-06-06,50,False
2016-06-07,58,False
2016-06-08,56,False
2016-06-09,63,False
2016-06-10,70,False
2016-06-11,51,False
2016-06-12,39,False
2016-06-13,51,False
2016-06-14,57,False
2016-06-15,55,False
2016-06-16,61,False
2016-06-17,66,False
2016-06-18,48,False
2016-06-19,32,False
2016-06-20,60,False
2016-06-21,66,False
2016-06-22,58,False
2016-06-23,61,False
2016-06-24,100,False
2016-06-25,42,False
