date,qqq,isPartial
2011-01-01,82,False
2011-01-02,36,False
2011-01-03,42,False
2011-01-04,46,False
2011-01-05,41,False
2011-01-06,18,False
2011-01-07,42,False
2011-01-08,49,False
2011-01-09,18,False
2011-01-10,34,False
2011-01-11,27,False
2011-01-12,41,False
2011-01-13,42,False
2011-01-14,30,False
2011-01-15,28,False
2011-01-16,30,False
2011-01-17,36,False
2011-01-18,19,False
2011-01-19,24,False
2011-01-20,39,False
2011-01-21,30,False
2011-01-22,45,False
2011-01-23,39,False
2011-01-24,22,False
2011-01-25,41,False
2011-01-26,39,False
2011-01-27,37,False
2011-01-28,28,False
2011-01-29,41,False
2011-01-30,45,False
2011-01-31,29,False
2011-02-01,36,False
2011-02-02,42,False
2011-02-03,54,False
2011-02-04,44,False
2011-02-05,35,False
2011-02-06,29,False
2011-02-07,25,False
2011-02-08,28,False
2011-02-09,33,False
2011-02-10,36,False
2011-02-11,25,False
2011-02-12,62,False
2011-02-13,35,False
2011-02-14,28,False
2011-02-15,41,False
2011-02-16,47,False
2011-02-17,43,False
2011-02-18,32,False
2011-02-19,35,False
2011-02-20,32,False
2011-02-21,26,False
2011-02-22,30,False
2011-02-23,24,False
2011-02-24,38,False
2011-02-25,32,False
2011-02-26,32,False
2011-02-27,48,False
2011-02-28,39,False
2011-03-01,40,False
2011-03-02,30,False
2011-03-03,45,False
2011-03-04,45,False
2011-03-05,36,False
2011-03-06,41,False
2011-03-07,33,False
2011-03-08,51,False
2011-03-09,38,False
2011-03-10,49,False
2011-03-11,31,False
2011-03-12,24,False
2011-03-13,44,False
2011-03-14,30,False
2011-03-15,35,False
2011-03-16,44,False
2011-03-17,36,False
2011-03-18,27,False
2011-03-19,46,False
2011-03-20,37,False
2011-03-21,30,False
2011-03-22,28,False
2011-03-23,49,False
2011-03-24,57,False
2011-03-25,67,False
2011-03-26,50,False
2011-03-27,55,False
2011-03-28,46,False
2011-03-29,32,False
2011-03-30,32,False
2011-03-31,54,False
2011-04-01,52,False
2011-04-02,78,False
2011-04-03,46,False
2011-04-04,53,False
2011-04-05,75,False
2011-04-06,31,False
2011-04-07,31,False
2011-04-08,75,False
2011-04-09,45,False
2011-04-10,27,False
2011-04-11,48,False
2011-04-12,51,False
2011-04-13,30,False
2011-04-14,40,False
2011-04-15,55,False
2011-04-16,39,False
2011-04-17,48,False
2011-04-18,38,False
2011-04-19,41,False
2011-04-20,53,False
2011-04-21,46,False
2011-04-22,37,False
2011-04-23,38,False
2011-04-24,36,False
2011-04-25,33,False
2011-04-26,55,False
2011-04-27,46,False
2011-04-28,51,False
2011-04-29,62,False
2011-04-30,44,False
2011-05-01,39,False
2011-05-02,42,False
2011-05-03,58,False
2011-05-04,51,False
2011-05-05,43,False
2011-05-06,42,False
2011-05-07,45,False
2011-05-08,42,False
2011-05-09,46,False
2011-05-10,39,False
2011-05-11,51,False
2011-05-12,41,False
2011-05-13,47,False
2011-05-14,50,False
2011-05-15,57,False
2011-05-16,52,False
2011-05-17,30,False
2011-05-18,37,False
2011-05-19,57,False
2011-05-20,47,False
2011-05-21,51,False
2011-05-22,61,False
2011-05-23,34,False
2011-05-24,37,False
2011-05-25,57,False
2011-05-26,40,False
2011-05-27,44,False
2011-05-28,45,False
2011-05-29,42,False
2011-05-30,41,False
2011-05-31,48,False
2011-06-01,45,False
2011-06-02,31,False
2011-06-03,47,False
2011-06-04,51,False
2011-06-05,44,False
2011-06-06,69,False
2011-06-07,54,False
2011-06-08,37,False
2011-06-09,77,False
2011-06-10,51,False
2011-06-11,42,False
2011-06-12,68,False
2011-06-13,56,False
2011-06-14,57,False
2011-06-15,43,False
2011-06-16,44,False
2011-06-17,32,False
2011-06-18,41,False
2011-06-19,59,False
2011-06-20,63,False
2011-06-21,61,False
2011-06-22,44,False
2011-06-23,60,False
2011-06-24,55,False
2011-06-25,44,False
2011-06-26,54,False
2011-06-27,58,False
2011-06-28,39,False
2011-06-29,30,False
2011-06-30,68,False
2011-07-01,72,False
2011-07-02,52,False
2011-07-03,88,False
2011-07-04,51,False
2011-07-05,69,False
2011-07-06,42,False
2011-07-07,49,False
2011-07-08,42,False
2011-07-09,57,False
2011-07-10,49,False
2011-07-11,49,False
2011-07-12,39,False
2011-07-13,39,False
2011-07-14,31,False
2011-07-15,70,False
2011-07-16,58,False
2011-07-17,63,False
2011-07-18,58,False
2011-07-19,57,False
2011-07-20,35,False
2011-07-21,66,False
2011-07-22,59,False
2011-07-23,49,False
2011-07-24,53,False
2011-07-25,53,False
2011-07-26,44,False
2011-07-27,46,False
2011-07-28,61,False
2011-07-29,56,False
2011-07-30,62,False
2011-07-31,65,False
2011-08-01,77,False
2011-08-02,64,False
2011-08-03,55,False
2011-08-04,73,False
2011-08-05,78,False
2011-08-06,43,False
2011-08-07,51,False
2011-08-08,80,False
2011-08-09,58,False
2011-08-10,43,False
2011-08-11,60,False
2011-08-12,71,False
2011-08-13,56,False
2011-08-14,41,False
2011-08-15,72,False
2011-08-16,55,False
2011-08-17,54,False
2011-08-18,87,False
2011-08-19,100,False
2011-08-20,86,False
2011-08-21,60,False
2011-08-22,66,False
2011-08-23,66,False
2011-08-24,64,False
