date,ASML stock
2013-11-06,0
2013-11-07,0
2013-11-08,34
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,32
2013-11-15,0
2013-11-16,38
2013-11-17,0
2013-11-18,32
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,32
2013-11-28,0
2013-11-29,34
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,31
2013-12-04,0
2013-12-05,32
2013-12-06,49
2013-12-07,0
2013-12-08,0
2013-12-09,31
2013-12-10,31
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,32
2013-12-17,33
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,39
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,36
2013-12-27,0
2013-12-28,39
2013-12-29,0
2013-12-30,34
2013-12-31,0
2014-01-01,0
2014-01-02,33
2014-01-03,33
2014-01-04,37
2014-01-05,0
2014-01-06,0
2014-01-07,31
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,76
2014-01-15,0
2014-01-16,62
2014-01-17,32
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,45
2014-01-23,31
2014-01-24,0
2014-01-25,0
2014-01-26,35
2014-01-27,0
2014-01-28,0
2014-01-29,0
2014-01-30,0
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,30
2014-02-04,0
2014-02-05,0
2014-02-06,41
2014-02-07,0
2014-02-08,35
2014-02-09,34
2014-02-10,30
2014-02-11,0
2014-02-12,30
2014-02-13,0
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,0
2014-02-19,0
2014-02-20,31
2014-02-21,0
2014-02-22,0
2014-02-23,0
2014-02-24,30
2014-02-25,0
2014-02-26,30
2014-02-27,0
2014-02-28,0
2014-03-01,36
2014-03-02,0
2014-03-03,60
2014-03-04,31
2014-03-05,0
2014-03-06,0
2014-03-07,0
2014-03-08,0
2014-03-09,0
2014-03-10,30
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,36
2014-03-16,0
2014-03-17,61
2014-03-18,0
2014-03-19,30
2014-03-20,30
2014-03-21,0
2014-03-22,35
2014-03-23,35
2014-03-24,0
2014-03-25,30
2014-03-26,30
2014-03-27,0
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,30
2014-04-01,30
2014-04-02,0
2014-04-03,61
2014-04-04,32
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,45
2014-04-09,0
2014-04-10,0
2014-04-11,32
2014-04-12,0
2014-04-13,0
2014-04-14,0
2014-04-15,0
2014-04-16,31
2014-04-17,65
2014-04-18,0
2014-04-19,37
2014-04-20,0
2014-04-21,33
2014-04-22,0
2014-04-23,30
2014-04-24,0
2014-04-25,32
2014-04-26,0
2014-04-27,35
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,33
2014-05-02,0
2014-05-03,36
2014-05-04,0
2014-05-05,31
2014-05-06,30
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,36
2014-05-11,0
2014-05-12,30
2014-05-13,0
2014-05-14,0
2014-05-15,0
2014-05-16,0
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,0
2014-05-21,0
2014-05-22,0
2014-05-23,35
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,32
2014-05-28,33
2014-05-29,0
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,34
2014-06-11,33
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,33
2014-06-24,100
2014-06-25,67
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,34
2014-07-01,0
2014-07-02,0
2014-07-03,35
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,34
2014-07-08,0
2014-07-09,34
2014-07-10,0
2014-07-11,36
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,35
2014-07-17,0
2014-07-18,36
2014-07-19,42
2014-07-20,0
2014-07-21,34
2014-07-22,0
2014-07-23,0
2014-07-24,34
