date,ASML stock
2017-05-29,0
2017-05-30,7
2017-05-31,20
2017-06-01,0
2017-06-02,14
2017-06-03,0
2017-06-04,8
2017-06-05,20
2017-06-06,13
2017-06-07,20
2017-06-08,19
2017-06-09,7
2017-06-10,0
2017-06-11,8
2017-06-12,6
2017-06-13,26
2017-06-14,7
2017-06-15,14
2017-06-16,14
2017-06-17,0
2017-06-18,0
2017-06-19,7
2017-06-20,19
2017-06-21,6
2017-06-22,0
2017-06-23,0
2017-06-24,0
2017-06-25,0
2017-06-26,7
2017-06-27,7
2017-06-28,7
2017-06-29,0
2017-06-30,7
2017-07-01,8
2017-07-02,0
2017-07-03,0
2017-07-04,7
2017-07-05,7
2017-07-06,7
2017-07-07,14
2017-07-08,8
2017-07-09,0
2017-07-10,20
2017-07-11,20
2017-07-12,0
2017-07-13,7
2017-07-14,14
2017-07-15,16
2017-07-16,0
2017-07-17,20
2017-07-18,27
2017-07-19,73
2017-07-20,27
2017-07-21,14
2017-07-22,8
2017-07-23,8
2017-07-24,13
2017-07-25,27
2017-07-26,20
2017-07-27,7
2017-07-28,0
2017-07-29,0
2017-07-30,0
2017-07-31,13
2017-08-01,6
2017-08-02,25
2017-08-03,6
2017-08-04,0
2017-08-05,0
2017-08-06,0
2017-08-07,6
2017-08-08,6
2017-08-09,19
2017-08-10,0
2017-08-11,7
2017-08-12,8
2017-08-13,0
2017-08-14,20
2017-08-15,20
2017-08-16,0
2017-08-17,0
2017-08-18,7
2017-08-19,7
2017-08-20,0
2017-08-21,0
2017-08-22,6
2017-08-23,7
2017-08-24,7
2017-08-25,14
2017-08-26,8
2017-08-27,15
2017-08-28,7
2017-08-29,0
2017-08-30,19
2017-08-31,7
2017-09-01,7
2017-09-02,15
2017-09-03,0
2017-09-04,0
2017-09-05,6
2017-09-06,6
2017-09-07,13
2017-09-08,20
2017-09-09,7
2017-09-10,7
2017-09-11,13
2017-09-12,25
2017-09-13,6
2017-09-14,0
2017-09-15,13
2017-09-16,7
2017-09-17,0
2017-09-18,19
2017-09-19,19
2017-09-20,13
2017-09-21,6
2017-09-22,13
2017-09-23,0
2017-09-24,7
2017-09-25,6
2017-09-26,0
2017-09-27,19
2017-09-28,32
2017-09-29,20
2017-09-30,0
2017-10-01,15
2017-10-02,19
2017-10-03,6
2017-10-04,25
2017-10-05,13
2017-10-06,27
2017-10-07,0
2017-10-08,0
2017-10-09,19
2017-10-10,0
2017-10-11,19
2017-10-12,13
2017-10-13,20
2017-10-14,7
2017-10-15,0
2017-10-16,13
2017-10-17,31
2017-10-18,57
2017-10-19,32
2017-10-20,7
2017-10-21,7
2017-10-22,7
2017-10-23,12
2017-10-24,12
2017-10-25,6
2017-10-26,19
2017-10-27,13
2017-10-28,0
2017-10-29,14
2017-10-30,19
2017-10-31,13
2017-11-01,0
2017-11-02,13
2017-11-03,6
2017-11-04,14
2017-11-05,0
2017-11-06,37
2017-11-07,18
2017-11-08,30
2017-11-09,31
2017-11-10,13
2017-11-11,0
2017-11-12,0
2017-11-13,18
2017-11-14,6
2017-11-15,0
2017-11-16,12
2017-11-17,19
2017-11-18,14
2017-11-19,7
2017-11-20,18
2017-11-21,30
2017-11-22,0
2017-11-23,19
2017-11-24,0
2017-11-25,0
2017-11-26,14
2017-11-27,6
2017-11-28,6
2017-11-29,6
2017-11-30,25
2017-12-01,32
2017-12-02,7
2017-12-03,0
2017-12-04,6
2017-12-05,24
2017-12-06,6
2017-12-07,31
2017-12-08,26
2017-12-09,0
2017-12-10,7
2017-12-11,12
2017-12-12,12
2017-12-13,18
2017-12-14,19
2017-12-15,6
2017-12-16,7
2017-12-17,0
2017-12-18,31
2017-12-19,0
2017-12-20,38
2017-12-21,13
2017-12-22,0
2017-12-23,0
2017-12-24,8
2017-12-25,0
2017-12-26,0
2017-12-27,13
2017-12-28,7
2017-12-29,0
2017-12-30,15
2017-12-31,0
2018-01-01,8
2018-01-02,19
2018-01-03,43
2018-01-04,12
2018-01-05,25
2018-01-06,7
2018-01-07,0
2018-01-08,24
2018-01-09,42
2018-01-10,30
2018-01-11,6
2018-01-12,19
2018-01-13,7
2018-01-14,7
2018-01-15,0
2018-01-16,35
2018-01-17,100
2018-01-18,78
2018-01-19,62
2018-01-20,7
2018-01-21,20
2018-01-22,41
2018-01-23,41
2018-01-24,35
2018-01-25,0
2018-01-26,12
2018-01-27,21
2018-01-28,7
2018-01-29,12
2018-01-30,18
2018-01-31,36
2018-02-01,18
2018-02-02,12
2018-02-03,7
2018-02-04,7
2018-02-05,24
2018-02-06,47
2018-02-07,24
2018-02-08,12
2018-02-09,31
2018-02-10,7
2018-02-11,21
2018-02-12,36
2018-02-13,18
