date,QCOM stock
2015-08-18,0
2015-08-19,17
2015-08-20,43
2015-08-21,22
2015-08-22,5
2015-08-23,0
2015-08-24,33
2015-08-25,25
2015-08-26,34
2015-08-27,21
2015-08-28,31
2015-08-29,5
2015-08-30,0
2015-08-31,17
2015-09-01,16
2015-09-02,12
2015-09-03,17
2015-09-04,17
2015-09-05,10
2015-09-06,10
2015-09-07,0
2015-09-08,21
2015-09-09,12
2015-09-10,12
2015-09-11,17
2015-09-12,5
2015-09-13,9
2015-09-14,28
2015-09-15,12
2015-09-16,25
2015-09-17,29
2015-09-18,9
2015-09-19,20
2015-09-20,5
2015-09-21,8
2015-09-22,16
2015-09-23,0
2015-09-24,13
2015-09-25,22
2015-09-26,20
2015-09-27,0
2015-09-28,20
2015-09-29,8
2015-09-30,20
2015-10-01,8
2015-10-02,38
2015-10-03,5
2015-10-04,5
2015-10-05,28
2015-10-06,16
2015-10-07,24
2015-10-08,12
2015-10-09,13
2015-10-10,10
2015-10-11,10
2015-10-12,25
2015-10-13,20
2015-10-14,24
2015-10-15,16
2015-10-16,17
2015-10-17,9
2015-10-18,5
2015-10-19,20
2015-10-20,12
2015-10-21,12
2015-10-22,20
2015-10-23,25
2015-10-24,0
2015-10-25,5
2015-10-26,8
2015-10-27,16
2015-10-28,36
2015-10-29,20
2015-10-30,17
2015-10-31,5
2015-11-01,10
2015-11-02,32
2015-11-03,32
2015-11-04,60
2015-11-05,100
2015-11-06,63
2015-11-07,14
2015-11-08,9
2015-11-09,16
2015-11-10,16
2015-11-11,12
2015-11-12,20
2015-11-13,8
2015-11-14,5
2015-11-15,5
2015-11-16,24
2015-11-17,12
2015-11-18,60
2015-11-19,44
2015-11-20,33
2015-11-21,28
2015-11-22,9
2015-11-23,24
2015-11-24,28
2015-11-25,20
2015-11-26,4
2015-11-27,13
2015-11-28,23
2015-11-29,14
2015-11-30,23
2015-12-01,35
2015-12-02,31
2015-12-03,36
2015-12-04,25
2015-12-05,14
2015-12-06,5
2015-12-07,20
2015-12-08,32
2015-12-09,28
2015-12-10,24
2015-12-11,34
2015-12-12,14
2015-12-13,5
2015-12-14,24
2015-12-15,41
2015-12-16,21
2015-12-17,13
2015-12-18,4
2015-12-19,10
2015-12-20,5
2015-12-21,30
2015-12-22,43
2015-12-23,14
2015-12-24,10
2015-12-25,0
2015-12-26,5
2015-12-27,10
2015-12-28,13
2015-12-29,31
2015-12-30,13
2015-12-31,25
2016-01-01,11
2016-01-02,0
2016-01-03,10
2016-01-04,17
2016-01-05,26
2016-01-06,39
2016-01-07,17
2016-01-08,44
2016-01-09,5
2016-01-10,5
2016-01-11,21
2016-01-12,25
2016-01-13,29
2016-01-14,25
2016-01-15,35
2016-01-16,10
2016-01-17,0
2016-01-18,21
2016-01-19,34
2016-01-20,21
2016-01-21,22
2016-01-22,31
2016-01-23,0
2016-01-24,0
2016-01-25,25
2016-01-26,38
2016-01-27,51
2016-01-28,81
2016-01-29,58
2016-01-30,5
2016-01-31,14
2016-02-01,25
2016-02-02,38
2016-02-03,29
2016-02-04,22
2016-02-05,53
2016-02-06,0
2016-02-07,0
2016-02-08,21
2016-02-09,17
2016-02-10,38
2016-02-11,42
2016-02-12,31
2016-02-13,24
2016-02-14,5
2016-02-15,8
2016-02-16,37
2016-02-17,33
2016-02-18,33
2016-02-19,21
2016-02-20,19
2016-02-21,5
2016-02-22,29
2016-02-23,37
2016-02-24,37
2016-02-25,29
2016-02-26,30
2016-02-27,5
2016-02-28,5
2016-02-29,16
2016-03-01,33
2016-03-02,29
2016-03-03,29
2016-03-04,21
2016-03-05,14
2016-03-06,0
2016-03-07,16
2016-03-08,20
2016-03-09,17
2016-03-10,8
2016-03-11,17
2016-03-12,14
2016-03-13,0
2016-03-14,17
2016-03-15,21
2016-03-16,25
2016-03-17,17
2016-03-18,18
2016-03-19,0
2016-03-20,5
2016-03-21,25
2016-03-22,29
2016-03-23,30
2016-03-24,22
2016-03-25,9
2016-03-26,0
2016-03-27,0
2016-03-28,13
2016-03-29,17
2016-03-30,17
2016-03-31,25
2016-04-01,26
2016-04-02,0
2016-04-03,5
2016-04-04,21
2016-04-05,25
2016-04-06,8
2016-04-07,25
2016-04-08,9
2016-04-09,19
2016-04-10,5
2016-04-11,25
2016-04-12,25
2016-04-13,25
2016-04-14,8
2016-04-15,35
2016-04-16,0
2016-04-17,0
2016-04-18,12
2016-04-19,33
2016-04-20,54
2016-04-21,38
2016-04-22,53
2016-04-23,5
2016-04-24,0
2016-04-25,21
2016-04-26,29
2016-04-27,17
2016-04-28,26
2016-04-29,13
2016-04-30,5
2016-05-01,5
2016-05-02,13
2016-05-03,8
2016-05-04,8
