date,QCOM stock
2013-06-29,0
2013-06-30,0
2013-07-01,6
2013-07-02,13
2013-07-03,7
2013-07-04,14
2013-07-05,7
2013-07-06,8
2013-07-07,0
2013-07-08,26
2013-07-09,13
2013-07-10,33
2013-07-11,20
2013-07-12,14
2013-07-13,16
2013-07-14,8
2013-07-15,13
2013-07-16,13
2013-07-17,13
2013-07-18,20
2013-07-19,7
2013-07-20,8
2013-07-21,0
2013-07-22,0
2013-07-23,19
2013-07-24,59
2013-07-25,100
2013-07-26,21
2013-07-27,8
2013-07-28,8
2013-07-29,26
2013-07-30,19
2013-07-31,20
2013-08-01,33
2013-08-02,21
2013-08-03,0
2013-08-04,8
2013-08-05,20
2013-08-06,19
2013-08-07,13
2013-08-08,20
2013-08-09,21
2013-08-10,0
2013-08-11,8
2013-08-12,19
2013-08-13,39
2013-08-14,13
2013-08-15,7
2013-08-16,21
2013-08-17,0
2013-08-18,0
2013-08-19,6
2013-08-20,19
2013-08-21,13
2013-08-22,39
2013-08-23,0
2013-08-24,8
2013-08-25,0
2013-08-26,19
2013-08-27,6
2013-08-28,25
2013-08-29,13
2013-08-30,26
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,43
2013-09-04,31
2013-09-05,25
2013-09-06,39
2013-09-07,15
2013-09-08,7
2013-09-09,37
2013-09-10,24
2013-09-11,49
2013-09-12,24
2013-09-13,13
2013-09-14,15
2013-09-15,7
2013-09-16,24
2013-09-17,24
2013-09-18,30
2013-09-19,12
2013-09-20,13
2013-09-21,22
2013-09-22,14
2013-09-23,18
2013-09-24,18
2013-09-25,37
2013-09-26,31
2013-09-27,7
2013-09-28,7
2013-09-29,0
2013-09-30,18
2013-10-01,6
2013-10-02,30
2013-10-03,6
2013-10-04,6
2013-10-05,7
2013-10-06,7
2013-10-07,12
2013-10-08,18
2013-10-09,6
2013-10-10,12
2013-10-11,19
2013-10-12,7
2013-10-13,0
2013-10-14,18
2013-10-15,0
2013-10-16,18
2013-10-17,18
2013-10-18,13
2013-10-19,0
2013-10-20,7
2013-10-21,18
2013-10-22,18
2013-10-23,6
2013-10-24,6
2013-10-25,19
2013-10-26,7
2013-10-27,7
2013-10-28,12
2013-10-29,42
2013-10-30,6
2013-10-31,12
2013-11-01,0
2013-11-02,14
2013-11-03,7
2013-11-04,36
2013-11-05,6
2013-11-06,41
2013-11-07,36
2013-11-08,31
2013-11-09,21
2013-11-10,0
2013-11-11,6
2013-11-12,12
2013-11-13,24
2013-11-14,60
2013-11-15,25
2013-11-16,21
2013-11-17,0
2013-11-18,18
2013-11-19,47
2013-11-20,36
2013-11-21,36
2013-11-22,37
2013-11-23,7
2013-11-24,0
2013-11-25,35
2013-11-26,12
2013-11-27,41
2013-11-28,25
2013-11-29,25
2013-11-30,0
2013-12-01,0
2013-12-02,40
2013-12-03,12
2013-12-04,23
2013-12-05,12
2013-12-06,18
2013-12-07,0
2013-12-08,0
2013-12-09,29
2013-12-10,12
2013-12-11,6
2013-12-12,0
2013-12-13,38
2013-12-14,7
2013-12-15,7
2013-12-16,0
2013-12-17,0
2013-12-18,18
2013-12-19,19
2013-12-20,20
2013-12-21,7
2013-12-22,7
2013-12-23,26
2013-12-24,7
2013-12-25,0
2013-12-26,20
2013-12-27,26
2013-12-28,7
2013-12-29,0
2013-12-30,13
2013-12-31,14
2014-01-01,23
2014-01-02,43
2014-01-03,25
2014-01-04,7
2014-01-05,7
2014-01-06,6
2014-01-07,12
2014-01-08,6
2014-01-09,41
2014-01-10,6
2014-01-11,7
2014-01-12,0
2014-01-13,17
2014-01-14,17
2014-01-15,23
2014-01-16,23
2014-01-17,24
2014-01-18,27
2014-01-19,7
2014-01-20,11
2014-01-21,22
2014-01-22,17
2014-01-23,17
2014-01-24,18
2014-01-25,7
2014-01-26,13
2014-01-27,17
2014-01-28,44
2014-01-29,22
2014-01-30,45
2014-01-31,18
2014-02-01,13
2014-02-02,6
2014-02-03,28
2014-02-04,17
2014-02-05,17
2014-02-06,31
2014-02-07,26
2014-02-08,13
2014-02-09,6
2014-02-10,6
2014-02-11,27
2014-02-12,33
2014-02-13,45
2014-02-14,41
2014-02-15,7
2014-02-16,0
2014-02-17,0
2014-02-18,22
2014-02-19,23
2014-02-20,17
2014-02-21,18
2014-02-22,0
2014-02-23,7
2014-02-24,28
2014-02-25,44
2014-02-26,16
2014-02-27,17
2014-02-28,36
2014-03-01,7
2014-03-02,0
2014-03-03,17
2014-03-04,23
2014-03-05,23
2014-03-06,62
2014-03-07,12
2014-03-08,7
2014-03-09,0
2014-03-10,6
2014-03-11,17
2014-03-12,39
2014-03-13,11
2014-03-14,30
2014-03-15,0
2014-03-16,6
