date,QCOM stock
2014-03-16,0
2014-03-17,14
2014-03-18,49
2014-03-19,7
2014-03-20,21
2014-03-21,0
2014-03-22,8
2014-03-23,0
2014-03-24,21
2014-03-25,0
2014-03-26,7
2014-03-27,28
2014-03-28,15
2014-03-29,0
2014-03-30,0
2014-03-31,14
2014-04-01,0
2014-04-02,7
2014-04-03,21
2014-04-04,29
2014-04-05,17
2014-04-06,8
2014-04-07,7
2014-04-08,35
2014-04-09,7
2014-04-10,21
2014-04-11,67
2014-04-12,0
2014-04-13,8
2014-04-14,35
2014-04-15,28
2014-04-16,14
2014-04-17,22
2014-04-18,33
2014-04-19,18
2014-04-20,9
2014-04-21,23
2014-04-22,28
2014-04-23,35
2014-04-24,56
2014-04-25,52
2014-04-26,25
2014-04-27,8
2014-04-28,35
2014-04-29,21
2014-04-30,28
2014-05-01,47
2014-05-02,22
2014-05-03,17
2014-05-04,0
2014-05-05,28
2014-05-06,14
2014-05-07,21
2014-05-08,21
2014-05-09,0
2014-05-10,8
2014-05-11,0
2014-05-12,21
2014-05-13,28
2014-05-14,21
2014-05-15,7
2014-05-16,29
2014-05-17,17
2014-05-18,0
2014-05-19,21
2014-05-20,14
2014-05-21,68
2014-05-22,8
2014-05-23,40
2014-05-24,9
2014-05-25,9
2014-05-26,8
2014-05-27,23
2014-05-28,76
2014-05-29,39
2014-05-30,64
2014-05-31,0
2014-06-01,9
2014-06-02,46
2014-06-03,45
2014-06-04,75
2014-06-05,31
2014-06-06,0
2014-06-07,10
2014-06-08,10
2014-06-09,24
2014-06-10,0
2014-06-11,15
2014-06-12,16
2014-06-13,32
2014-06-14,19
2014-06-15,9
2014-06-16,23
2014-06-17,15
2014-06-18,31
2014-06-19,32
2014-06-20,0
2014-06-21,10
2014-06-22,0
2014-06-23,8
2014-06-24,23
2014-06-25,15
2014-06-26,47
2014-06-27,25
2014-06-28,10
2014-06-29,0
2014-06-30,8
2014-07-01,16
2014-07-02,32
2014-07-03,16
2014-07-04,26
2014-07-05,10
2014-07-06,0
2014-07-07,63
2014-07-08,39
2014-07-09,16
2014-07-10,32
2014-07-11,16
2014-07-12,0
2014-07-13,0
2014-07-14,8
2014-07-15,31
2014-07-16,16
2014-07-17,8
2014-07-18,17
2014-07-19,29
2014-07-20,10
2014-07-21,23
2014-07-22,39
2014-07-23,73
2014-07-24,48
2014-07-25,50
2014-07-26,10
2014-07-27,0
2014-07-28,32
2014-07-29,16
2014-07-30,32
2014-07-31,32
2014-08-01,25
2014-08-02,0
2014-08-03,0
2014-08-04,39
2014-08-05,15
2014-08-06,24
2014-08-07,11
2014-08-08,8
2014-08-09,10
2014-08-10,9
2014-08-11,31
2014-08-12,15
2014-08-13,15
2014-08-14,16
2014-08-15,34
2014-08-16,19
2014-08-17,9
2014-08-18,8
2014-08-19,31
2014-08-20,54
2014-08-21,31
2014-08-22,24
2014-08-23,0
2014-08-24,27
2014-08-25,23
2014-08-26,23
2014-08-27,23
2014-08-28,8
2014-08-29,16
2014-08-30,18
2014-08-31,0
2014-09-01,15
2014-09-02,29
2014-09-03,22
2014-09-04,15
2014-09-05,39
2014-09-06,0
2014-09-07,0
2014-09-08,22
2014-09-09,59
2014-09-10,15
2014-09-11,22
2014-09-12,23
2014-09-13,9
2014-09-14,0
2014-09-15,7
2014-09-16,15
2014-09-17,0
2014-09-18,15
2014-09-19,46
2014-09-20,0
2014-09-21,0
2014-09-22,36
2014-09-23,29
2014-09-24,7
2014-09-25,22
2014-09-26,23
2014-09-27,9
2014-09-28,9
2014-09-29,0
2014-09-30,22
2014-10-01,15
2014-10-02,30
2014-10-03,16
2014-10-04,18
2014-10-05,0
2014-10-06,29
2014-10-07,15
2014-10-08,44
2014-10-09,15
2014-10-10,38
2014-10-11,18
2014-10-12,0
2014-10-13,14
2014-10-14,29
2014-10-15,36
2014-10-16,36
2014-10-17,38
2014-10-18,0
2014-10-19,0
2014-10-20,50
2014-10-21,7
2014-10-22,0
2014-10-23,44
2014-10-24,23
2014-10-25,17
2014-10-26,0
2014-10-27,21
2014-10-28,35
2014-10-29,22
2014-10-30,15
2014-10-31,31
2014-11-01,35
2014-11-02,8
2014-11-03,21
2014-11-04,35
2014-11-05,70
2014-11-06,100
2014-11-07,82
2014-11-08,0
2014-11-09,34
2014-11-10,28
2014-11-11,50
2014-11-12,56
2014-11-13,28
2014-11-14,22
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,15
2014-11-19,36
2014-11-20,14
2014-11-21,30
2014-11-22,8
2014-11-23,0
2014-11-24,42
2014-11-25,35
2014-11-26,28
2014-11-27,0
2014-11-28,30
2014-11-29,0
2014-11-30,0
2014-12-01,21
