date,QCOM stock
2015-04-10,23
2015-04-11,6
2015-04-12,10
2015-04-13,35
2015-04-14,16
2015-04-15,27
2015-04-16,27
2015-04-17,20
2015-04-18,6
2015-04-19,6
2015-04-20,27
2015-04-21,30
2015-04-22,41
2015-04-23,41
2015-04-24,17
2015-04-25,13
2015-04-26,9
2015-04-27,21
2015-04-28,26
2015-04-29,35
2015-04-30,39
2015-05-01,18
2015-05-02,13
2015-05-03,6
2015-05-04,16
2015-05-05,14
2015-05-06,22
2015-05-07,11
2015-05-08,20
2015-05-09,6
2015-05-10,7
2015-05-11,13
2015-05-12,16
2015-05-13,22
2015-05-14,14
2015-05-15,57
2015-05-16,6
2015-05-17,6
2015-05-18,24
2015-05-19,13
2015-05-20,19
2015-05-21,43
2015-05-22,23
2015-05-23,10
2015-05-24,7
2015-05-25,0
2015-05-26,27
2015-05-27,21
2015-05-28,29
2015-05-29,25
2015-05-30,13
2015-05-31,19
2015-06-01,29
2015-06-02,8
2015-06-03,30
2015-06-04,28
2015-06-05,9
2015-06-06,13
2015-06-07,13
2015-06-08,21
2015-06-09,21
2015-06-10,16
2015-06-11,25
2015-06-12,14
2015-06-13,10
2015-06-14,0
2015-06-15,11
2015-06-16,24
2015-06-17,21
2015-06-18,33
2015-06-19,20
2015-06-20,6
2015-06-21,6
2015-06-22,13
2015-06-23,16
2015-06-24,16
2015-06-25,22
2015-06-26,23
2015-06-27,10
2015-06-28,7
2015-06-29,43
2015-06-30,30
2015-07-01,36
2015-07-02,30
2015-07-03,6
2015-07-04,7
2015-07-05,7
2015-07-06,21
2015-07-07,27
2015-07-08,30
2015-07-09,19
2015-07-10,23
2015-07-11,13
2015-07-12,13
2015-07-13,22
2015-07-14,14
2015-07-15,27
2015-07-16,25
2015-07-17,12
2015-07-18,0
2015-07-19,7
2015-07-20,43
2015-07-21,57
2015-07-22,74
2015-07-23,58
2015-07-24,34
2015-07-25,0
2015-07-26,16
2015-07-27,32
2015-07-28,29
2015-07-29,13
2015-07-30,16
2015-07-31,29
2015-08-01,16
2015-08-02,6
2015-08-03,19
2015-08-04,19
2015-08-05,25
2015-08-06,30
2015-08-07,14
2015-08-08,6
2015-08-09,6
2015-08-10,8
2015-08-11,19
2015-08-12,22
2015-08-13,11
2015-08-14,25
2015-08-15,19
2015-08-16,6
2015-08-17,8
2015-08-18,19
2015-08-19,16
2015-08-20,32
2015-08-21,36
2015-08-22,13
2015-08-23,12
2015-08-24,70
2015-08-25,44
2015-08-26,47
2015-08-27,32
2015-08-28,44
2015-08-29,19
2015-08-30,6
2015-08-31,34
2015-09-01,10
2015-09-02,29
2015-09-03,29
2015-09-04,19
2015-09-05,19
2015-09-06,6
2015-09-07,0
2015-09-08,26
2015-09-09,36
2015-09-10,21
2015-09-11,30
2015-09-12,6
2015-09-13,9
2015-09-14,30
2015-09-15,20
2015-09-16,36
2015-09-17,31
2015-09-18,19
2015-09-19,24
2015-09-20,6
2015-09-21,15
2015-09-22,28
2015-09-23,13
2015-09-24,18
2015-09-25,22
2015-09-26,12
2015-09-27,0
2015-09-28,12
2015-09-29,25
2015-09-30,20
2015-10-01,15
2015-10-02,32
2015-10-03,15
2015-10-04,15
2015-10-05,15
2015-10-06,25
2015-10-07,28
2015-10-08,20
2015-10-09,29
2015-10-10,9
2015-10-11,6
2015-10-12,16
2015-10-13,17
2015-10-14,18
2015-10-15,13
2015-10-16,13
2015-10-17,6
2015-10-18,12
2015-10-19,25
2015-10-20,22
2015-10-21,17
2015-10-22,28
2015-10-23,45
2015-10-24,6
2015-10-25,9
2015-10-26,17
2015-10-27,25
2015-10-28,25
2015-10-29,25
2015-10-30,32
2015-10-31,6
2015-11-01,12
2015-11-02,20
2015-11-03,30
2015-11-04,64
2015-11-05,100
2015-11-06,76
2015-11-07,29
2015-11-08,15
2015-11-09,22
2015-11-10,20
2015-11-11,21
2015-11-12,39
2015-11-13,21
2015-11-14,6
2015-11-15,6
2015-11-16,25
2015-11-17,20
2015-11-18,65
2015-11-19,43
2015-11-20,28
2015-11-21,14
2015-11-22,20
2015-11-23,42
2015-11-24,37
2015-11-25,32
2015-11-26,8
2015-11-27,13
2015-11-28,12
2015-11-29,6
2015-11-30,32
2015-12-01,29
2015-12-02,37
2015-12-03,38
2015-12-04,42
2015-12-05,27
2015-12-06,6
2015-12-07,27
2015-12-08,53
2015-12-09,25
2015-12-10,20
2015-12-11,29
2015-12-12,15
2015-12-13,6
2015-12-14,30
2015-12-15,46
2015-12-16,26
2015-12-17,32
2015-12-18,28
2015-12-19,19
2015-12-20,0
2015-12-21,21
2015-12-22,35
2015-12-23,14
2015-12-24,10
2015-12-25,7
2015-12-26,13
