date,QCOM stock
2015-12-26,11
2015-12-27,0
2015-12-28,9
2015-12-29,41
2015-12-30,38
2015-12-31,31
2016-01-01,6
2016-01-02,5
2016-01-03,5
2016-01-04,18
2016-01-05,37
2016-01-06,27
2016-01-07,14
2016-01-08,19
2016-01-09,16
2016-01-10,15
2016-01-11,22
2016-01-12,17
2016-01-13,40
2016-01-14,22
2016-01-15,23
2016-01-16,5
2016-01-17,5
2016-01-18,9
2016-01-19,39
2016-01-20,31
2016-01-21,22
2016-01-22,33
2016-01-23,0
2016-01-24,15
2016-01-25,22
2016-01-26,35
2016-01-27,53
2016-01-28,49
2016-01-29,32
2016-01-30,5
2016-01-31,20
2016-02-01,26
2016-02-02,31
2016-02-03,53
2016-02-04,41
2016-02-05,28
2016-02-06,10
2016-02-07,5
2016-02-08,27
2016-02-09,27
2016-02-10,31
2016-02-11,13
2016-02-12,37
2016-02-13,5
2016-02-14,0
2016-02-15,13
2016-02-16,31
2016-02-17,53
2016-02-18,62
2016-02-19,41
2016-02-20,0
2016-02-21,0
2016-02-22,26
2016-02-23,43
2016-02-24,34
2016-02-25,35
2016-02-26,27
2016-02-27,10
2016-02-28,15
2016-02-29,13
2016-03-01,35
2016-03-02,30
2016-03-03,43
2016-03-04,27
2016-03-05,0
2016-03-06,0
2016-03-07,13
2016-03-08,9
2016-03-09,18
2016-03-10,18
2016-03-11,18
2016-03-12,15
2016-03-13,5
2016-03-14,13
2016-03-15,31
2016-03-16,17
2016-03-17,13
2016-03-18,28
2016-03-19,5
2016-03-20,0
2016-03-21,13
2016-03-22,13
2016-03-23,5
2016-03-24,33
2016-03-25,15
2016-03-26,11
2016-03-27,0
2016-03-28,32
2016-03-29,22
2016-03-30,22
2016-03-31,27
2016-04-01,23
2016-04-02,0
2016-04-03,10
2016-04-04,26
2016-04-05,31
2016-04-06,18
2016-04-07,27
2016-04-08,14
2016-04-09,0
2016-04-10,5
2016-04-11,18
2016-04-12,4
2016-04-13,13
2016-04-14,27
2016-04-15,23
2016-04-16,0
2016-04-17,0
2016-04-18,26
2016-04-19,18
2016-04-20,62
2016-04-21,49
2016-04-22,46
2016-04-23,0
2016-04-24,5
2016-04-25,22
2016-04-26,26
2016-04-27,39
2016-04-28,13
2016-04-29,28
2016-04-30,5
2016-05-01,0
2016-05-02,18
2016-05-03,17
2016-05-04,31
2016-05-05,9
2016-05-06,28
2016-05-07,0
2016-05-08,0
2016-05-09,13
2016-05-10,26
2016-05-11,22
2016-05-12,22
2016-05-13,14
2016-05-14,0
2016-05-15,0
2016-05-16,4
2016-05-17,17
2016-05-18,9
2016-05-19,31
2016-05-20,28
2016-05-21,5
2016-05-22,0
2016-05-23,13
2016-05-24,31
2016-05-25,36
2016-05-26,32
2016-05-27,14
2016-05-28,5
2016-05-29,0
2016-05-30,5
2016-05-31,36
2016-06-01,22
2016-06-02,18
2016-06-03,19
2016-06-04,21
2016-06-05,0
2016-06-06,13
2016-06-07,31
2016-06-08,22
2016-06-09,23
2016-06-10,5
2016-06-11,16
2016-06-12,10
2016-06-13,13
2016-06-14,13
2016-06-15,18
2016-06-16,13
2016-06-17,14
2016-06-18,11
2016-06-19,0
2016-06-20,13
2016-06-21,22
2016-06-22,5
2016-06-23,32
2016-06-24,38
2016-06-25,5
2016-06-26,5
2016-06-27,44
2016-06-28,27
2016-06-29,36
2016-06-30,14
2016-07-01,10
2016-07-02,11
2016-07-03,0
2016-07-04,0
2016-07-05,14
2016-07-06,14
2016-07-07,10
2016-07-08,10
2016-07-09,0
2016-07-10,0
2016-07-11,19
2016-07-12,33
2016-07-13,19
2016-07-14,23
2016-07-15,19
2016-07-16,16
2016-07-17,0
2016-07-18,5
2016-07-19,38
2016-07-20,95
2016-07-21,100
2016-07-22,94
2016-07-23,11
2016-07-24,6
2016-07-25,28
2016-07-26,52
2016-07-27,66
2016-07-28,38
2016-07-29,25
2016-07-30,17
2016-07-31,11
2016-08-01,47
2016-08-02,32
2016-08-03,14
2016-08-04,19
2016-08-05,20
2016-08-06,34
2016-08-07,6
2016-08-08,43
2016-08-09,39
2016-08-10,20
2016-08-11,25
2016-08-12,5
2016-08-13,0
2016-08-14,11
2016-08-15,21
2016-08-16,35
2016-08-17,20
2016-08-18,25
2016-08-19,31
2016-08-20,12
2016-08-21,0
2016-08-22,20
2016-08-23,29
2016-08-24,34
2016-08-25,19
2016-08-26,29
2016-08-27,5
2016-08-28,5
2016-08-29,9
2016-08-30,46
2016-08-31,14
2016-09-01,33
2016-09-02,34
2016-09-03,16
2016-09-04,0
2016-09-05,0
2016-09-06,27
2016-09-07,23
2016-09-08,47
2016-09-09,15
2016-09-10,22
2016-09-11,0
