date,QCOM stock
2016-09-11,0
2016-09-12,16
2016-09-13,9
2016-09-14,2
2016-09-15,9
2016-09-16,17
2016-09-17,8
2016-09-18,0
2016-09-19,11
2016-09-20,13
2016-09-21,18
2016-09-22,9
2016-09-23,9
2016-09-24,0
2016-09-25,0
2016-09-26,5
2016-09-27,11
2016-09-28,9
2016-09-29,34
2016-09-30,24
2016-10-01,5
2016-10-02,2
2016-10-03,18
2016-10-04,16
2016-10-05,18
2016-10-06,16
2016-10-07,30
2016-10-08,3
2016-10-09,5
2016-10-10,2
2016-10-11,2
2016-10-12,7
2016-10-13,11
2016-10-14,26
2016-10-15,5
2016-10-16,0
2016-10-17,7
2016-10-18,9
2016-10-19,9
2016-10-20,18
2016-10-21,16
2016-10-22,8
2016-10-23,5
2016-10-24,22
2016-10-25,13
2016-10-26,9
2016-10-27,54
2016-10-28,26
2016-10-29,8
2016-10-30,0
2016-10-31,18
2016-11-01,21
2016-11-02,16
2016-11-03,13
2016-11-04,14
2016-11-05,0
2016-11-06,2
2016-11-07,22
2016-11-08,17
2016-11-09,26
2016-11-10,11
2016-11-11,9
2016-11-12,3
2016-11-13,2
2016-11-14,11
2016-11-15,11
2016-11-16,11
2016-11-17,15
2016-11-18,7
2016-11-19,0
2016-11-20,2
2016-11-21,11
2016-11-22,9
2016-11-23,7
2016-11-24,4
2016-11-25,11
2016-11-26,5
2016-11-27,0
2016-11-28,19
2016-11-29,10
2016-11-30,24
2016-12-01,26
2016-12-02,27
2016-12-03,2
2016-12-04,2
2016-12-05,16
2016-12-06,19
2016-12-07,19
2016-12-08,24
2016-12-09,13
2016-12-10,5
2016-12-11,7
2016-12-12,8
2016-12-13,8
2016-12-14,15
2016-12-15,17
2016-12-16,16
2016-12-17,8
2016-12-18,2
2016-12-19,11
2016-12-20,9
2016-12-21,2
2016-12-22,5
2016-12-23,7
2016-12-24,3
2016-12-25,3
2016-12-26,7
2016-12-27,18
2016-12-28,21
2016-12-29,9
2016-12-30,24
2016-12-31,3
2017-01-01,8
2017-01-02,7
2017-01-03,9
2017-01-04,11
2017-01-05,13
2017-01-06,4
2017-01-07,5
2017-01-08,0
2017-01-09,15
2017-01-10,8
2017-01-11,8
2017-01-12,10
2017-01-13,9
2017-01-14,2
2017-01-15,5
2017-01-16,2
2017-01-17,21
2017-01-18,29
2017-01-19,10
2017-01-20,27
2017-01-21,12
2017-01-22,2
2017-01-23,75
2017-01-24,66
2017-01-25,64
2017-01-26,100
2017-01-27,37
2017-01-28,2
2017-01-29,14
2017-01-30,28
2017-01-31,27
2017-02-01,34
2017-02-02,29
2017-02-03,34
2017-02-04,5
2017-02-05,2
2017-02-06,26
2017-02-07,33
2017-02-08,31
2017-02-09,33
2017-02-10,38
2017-02-11,9
2017-02-12,9
2017-02-13,14
2017-02-14,20
2017-02-15,45
2017-02-16,35
2017-02-17,24
2017-02-18,21
2017-02-19,12
2017-02-20,6
2017-02-21,26
2017-02-22,28
2017-02-23,33
2017-02-24,32
2017-02-25,16
2017-02-26,9
2017-02-27,22
2017-02-28,16
2017-03-01,31
2017-03-02,24
2017-03-03,25
2017-03-04,9
2017-03-05,5
2017-03-06,19
2017-03-07,30
2017-03-08,24
2017-03-09,18
2017-03-10,23
2017-03-11,0
2017-03-12,9
2017-03-13,22
2017-03-14,20
2017-03-15,30
2017-03-16,20
2017-03-17,21
2017-03-18,5
2017-03-19,7
2017-03-20,18
2017-03-21,20
2017-03-22,22
2017-03-23,12
2017-03-24,8
2017-03-25,7
2017-03-26,7
2017-03-27,8
2017-03-28,20
2017-03-29,10
2017-03-30,23
2017-03-31,21
2017-04-01,7
2017-04-02,5
2017-04-03,20
2017-04-04,22
2017-04-05,22
2017-04-06,16
2017-04-07,17
2017-04-08,7
2017-04-09,0
2017-04-10,6
2017-04-11,23
2017-04-12,19
2017-04-13,22
2017-04-14,9
2017-04-15,10
2017-04-16,7
2017-04-17,23
2017-04-18,32
2017-04-19,60
2017-04-20,54
2017-04-21,36
2017-04-22,9
2017-04-23,5
2017-04-24,20
2017-04-25,22
2017-04-26,20
2017-04-27,12
2017-04-28,49
2017-04-29,19
2017-04-30,14
2017-05-01,20
2017-05-02,24
2017-05-03,24
2017-05-04,31
2017-05-05,26
2017-05-06,10
2017-05-07,0
2017-05-08,24
2017-05-09,36
2017-05-10,28
2017-05-11,19
2017-05-12,28
2017-05-13,2
2017-05-14,5
2017-05-15,26
2017-05-16,19
2017-05-17,26
2017-05-18,39
2017-05-19,36
2017-05-20,5
2017-05-21,0
2017-05-22,35
2017-05-23,41
2017-05-24,42
2017-05-25,27
2017-05-26,26
2017-05-27,11
2017-05-28,8
2017-05-29,5
