date,QCOM stock
2017-01-19,15
2017-01-20,33
2017-01-21,12
2017-01-22,4
2017-01-23,86
2017-01-24,75
2017-01-25,85
2017-01-26,100
2017-01-27,42
2017-01-28,20
2017-01-29,9
2017-01-30,35
2017-01-31,32
2017-02-01,38
2017-02-02,32
2017-02-03,46
2017-02-04,10
2017-02-05,5
2017-02-06,28
2017-02-07,33
2017-02-08,25
2017-02-09,31
2017-02-10,29
2017-02-11,8
2017-02-12,0
2017-02-13,33
2017-02-14,31
2017-02-15,40
2017-02-16,32
2017-02-17,18
2017-02-18,23
2017-02-19,5
2017-02-20,11
2017-02-21,22
2017-02-22,35
2017-02-23,38
2017-02-24,32
2017-02-25,10
2017-02-26,6
2017-02-27,20
2017-02-28,30
2017-03-01,37
2017-03-02,27
2017-03-03,24
2017-03-04,9
2017-03-05,4
2017-03-06,14
2017-03-07,29
2017-03-08,29
2017-03-09,30
2017-03-10,29
2017-03-11,8
2017-03-12,6
2017-03-13,26
2017-03-14,27
2017-03-15,27
2017-03-16,30
2017-03-17,22
2017-03-18,3
2017-03-19,6
2017-03-20,17
2017-03-21,24
2017-03-22,23
2017-03-23,16
2017-03-24,20
2017-03-25,8
2017-03-26,4
2017-03-27,16
2017-03-28,21
2017-03-29,17
2017-03-30,24
2017-03-31,22
2017-04-01,6
2017-04-02,3
2017-04-03,19
2017-04-04,19
2017-04-05,27
2017-04-06,25
2017-04-07,16
2017-04-08,10
2017-04-09,3
2017-04-10,16
2017-04-11,26
2017-04-12,26
2017-04-13,14
2017-04-14,19
2017-04-15,8
2017-04-16,12
2017-04-17,19
2017-04-18,28
2017-04-19,50
2017-04-20,52
2017-04-21,45
2017-04-22,9
2017-04-23,8
2017-04-24,22
2017-04-25,25
2017-04-26,15
2017-04-27,14
2017-04-28,34
2017-04-29,13
2017-04-30,9
2017-05-01,26
2017-05-02,22
2017-05-03,22
2017-05-04,36
2017-05-05,31
2017-05-06,8
2017-05-07,15
2017-05-08,25
2017-05-09,24
2017-05-10,26
2017-05-11,26
2017-05-12,20
2017-05-13,5
2017-05-14,8
2017-05-15,27
2017-05-16,30
2017-05-17,26
2017-05-18,31
2017-05-19,41
2017-05-20,11
2017-05-21,6
2017-05-22,37
2017-05-23,41
2017-05-24,50
2017-05-25,39
2017-05-26,26
2017-05-27,15
2017-05-28,0
2017-05-29,2
2017-05-30,21
2017-05-31,23
2017-06-01,32
2017-06-02,29
2017-06-03,4
2017-06-04,8
2017-06-05,25
2017-06-06,28
2017-06-07,23
2017-06-08,13
2017-06-09,27
2017-06-10,9
2017-06-11,4
2017-06-12,26
2017-06-13,21
2017-06-14,12
2017-06-15,24
2017-06-16,12
2017-06-17,7
2017-06-18,6
2017-06-19,24
2017-06-20,24
2017-06-21,11
2017-06-22,19
2017-06-23,12
2017-06-24,10
2017-06-25,4
2017-06-26,23
2017-06-27,22
2017-06-28,26
2017-06-29,20
2017-06-30,25
2017-07-01,8
2017-07-02,8
2017-07-03,9
2017-07-04,10
2017-07-05,22
2017-07-06,30
2017-07-07,22
2017-07-08,4
2017-07-09,3
2017-07-10,19
2017-07-11,10
2017-07-12,20
2017-07-13,24
2017-07-14,23
2017-07-15,6
2017-07-16,4
2017-07-17,19
2017-07-18,15
2017-07-19,62
2017-07-20,76
2017-07-21,35
2017-07-22,8
2017-07-23,8
2017-07-24,24
2017-07-25,26
2017-07-26,32
2017-07-27,32
2017-07-28,26
2017-07-29,6
2017-07-30,3
2017-07-31,25
2017-08-01,29
2017-08-02,27
2017-08-03,23
2017-08-04,27
2017-08-05,6
2017-08-06,3
2017-08-07,17
2017-08-08,27
2017-08-09,23
2017-08-10,25
2017-08-11,17
2017-08-12,7
2017-08-13,4
2017-08-14,18
2017-08-15,16
2017-08-16,28
2017-08-17,19
2017-08-18,18
2017-08-19,7
2017-08-20,3
2017-08-21,14
2017-08-22,24
2017-08-23,20
2017-08-24,22
2017-08-25,30
2017-08-26,12
2017-08-27,0
2017-08-28,13
2017-08-29,18
2017-08-30,22
2017-08-31,27
2017-09-01,17
2017-09-02,11
2017-09-03,4
2017-09-04,5
2017-09-05,23
2017-09-06,25
2017-09-07,29
2017-09-08,17
2017-09-09,11
2017-09-10,8
2017-09-11,30
2017-09-12,26
2017-09-13,19
2017-09-14,24
2017-09-15,26
2017-09-16,7
2017-09-17,6
2017-09-18,21
2017-09-19,23
2017-09-20,20
2017-09-21,25
2017-09-22,16
2017-09-23,5
2017-09-24,8
2017-09-25,19
2017-09-26,26
2017-09-27,10
2017-09-28,16
2017-09-29,11
2017-09-30,7
2017-10-01,5
2017-10-02,16
2017-10-03,17
2017-10-04,17
2017-10-05,15
2017-10-06,22
