date,QCOM stock
2011-01-01,0
2011-01-02,0
2011-01-03,27
2011-01-04,26
2011-01-05,0
2011-01-06,54
2011-01-07,28
2011-01-08,32
2011-01-09,0
2011-01-10,25
2011-01-11,25
2011-01-12,51
2011-01-13,77
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,25
2011-01-18,0
2011-01-19,25
2011-01-20,50
2011-01-21,52
2011-01-22,0
2011-01-23,0
2011-01-24,25
2011-01-25,0
2011-01-26,75
2011-01-27,50
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,24
2011-02-02,0
2011-02-03,0
2011-02-04,0
2011-02-05,30
2011-02-06,0
2011-02-07,48
2011-02-08,24
2011-02-09,24
2011-02-10,100
2011-02-11,52
2011-02-12,0
2011-02-13,0
2011-02-14,49
2011-02-15,24
2011-02-16,24
2011-02-17,49
2011-02-18,51
2011-02-19,0
2011-02-20,30
2011-02-21,24
2011-02-22,0
2011-02-23,0
2011-02-24,25
2011-02-25,51
2011-02-26,0
2011-02-27,0
2011-02-28,47
2011-03-01,24
2011-03-02,0
2011-03-03,49
2011-03-04,26
2011-03-05,0
2011-03-06,30
2011-03-07,0
2011-03-08,25
2011-03-09,24
2011-03-10,0
2011-03-11,24
2011-03-12,61
2011-03-13,0
2011-03-14,25
2011-03-15,0
2011-03-16,0
2011-03-17,0
2011-03-18,26
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,49
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,24
2011-03-29,47
2011-03-30,0
2011-03-31,24
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,48
2011-04-05,24
2011-04-06,73
2011-04-07,24
2011-04-08,26
2011-04-09,0
2011-04-10,0
2011-04-11,24
2011-04-12,48
2011-04-13,0
2011-04-14,49
2011-04-15,0
2011-04-16,0
2011-04-17,0
2011-04-18,24
2011-04-19,0
2011-04-20,25
2011-04-21,53
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,53
2011-04-26,0
2011-04-27,48
2011-04-28,49
2011-04-29,51
2011-04-30,31
2011-05-01,0
2011-05-02,24
2011-05-03,48
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,24
2011-05-10,24
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,30
2011-05-15,0
2011-05-16,46
2011-05-17,24
2011-05-18,24
2011-05-19,24
2011-05-20,50
2011-05-21,0
2011-05-22,30
2011-05-23,70
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,51
2011-05-28,31
2011-05-29,0
2011-05-30,0
2011-05-31,24
2011-06-01,24
2011-06-02,25
2011-06-03,51
2011-06-04,31
2011-06-05,0
2011-06-06,24
2011-06-07,47
2011-06-08,24
2011-06-09,48
2011-06-10,75
2011-06-11,31
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,51
2011-06-18,30
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,47
2011-06-29,24
2011-06-30,0
2011-07-01,25
2011-07-02,0
2011-07-03,0
2011-07-04,25
2011-07-05,0
2011-07-06,72
2011-07-07,0
2011-07-08,26
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,48
2011-07-13,24
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,48
2011-07-20,48
2011-07-21,49
2011-07-22,51
2011-07-23,0
2011-07-24,0
2011-07-25,24
2011-07-26,24
2011-07-27,72
2011-07-28,0
2011-07-29,25
2011-07-30,31
2011-07-31,0
2011-08-01,24
2011-08-02,49
2011-08-03,0
2011-08-04,24
2011-08-05,0
2011-08-06,60
2011-08-07,0
2011-08-08,23
2011-08-09,23
2011-08-10,24
2011-08-11,24
2011-08-12,25
2011-08-13,0
2011-08-14,0
2011-08-15,25
2011-08-16,0
2011-08-17,24
2011-08-18,23
2011-08-19,49
2011-08-20,0
2011-08-21,0
2011-08-22,0
2011-08-23,45
2011-08-24,23
2011-08-25,23
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,0
2011-08-30,0
2011-08-31,23
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,22
2011-09-08,44
2011-09-09,0
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,43
2011-09-14,0
2011-09-15,22
2011-09-16,46
2011-09-17,0
2011-09-18,53
