date,QCOM stock
2018-02-13,39
2018-02-14,39
2018-02-15,43
2018-02-16,39
2018-02-17,16
2018-02-18,0
2018-02-19,9
2018-02-20,39
2018-02-21,31
2018-02-22,20
2018-02-23,31
2018-02-24,4
2018-02-25,6
2018-02-26,48
2018-02-27,57
2018-02-28,32
2018-03-01,34
2018-03-02,35
2018-03-03,19
2018-03-04,13
2018-03-05,37
2018-03-06,40
2018-03-07,55
2018-03-08,24
2018-03-09,39
2018-03-10,13
2018-03-11,8
2018-03-12,41
2018-03-13,100
2018-03-14,55
2018-03-15,45
2018-03-16,71
2018-03-17,11
2018-03-18,7
2018-03-19,38
2018-03-20,53
2018-03-21,30
2018-03-22,49
2018-03-23,44
2018-03-24,14
2018-03-25,2
2018-03-26,29
2018-03-27,39
2018-03-28,35
2018-03-29,30
2018-03-30,31
2018-03-31,4
2018-04-01,2
2018-04-02,18
2018-04-03,23
2018-04-04,33
2018-04-05,24
2018-04-06,25
2018-04-07,4
2018-04-08,4
2018-04-09,18
